baseline,policy_seed,graph_task_success,recovery_success,worst_order_success,fixed_order_success,long_horizon_completion,order_gap
linear_sarm_equiv,20260909,0.20000000000000007,0.5,0.0,0.0,0.20000000000000007,0.0
linear_sarm_equiv,20260910,0.0,0.0,0.0,0.0,0.0,0.0
linear_sarm_equiv,20260911,0.0,0.0,0.0,0.0,0.0,0.0
