controller_id,hard_ok,metrics,median_return_s,p90_return_s,n,failures
RC1_OBJECT_COMPENSATED_DIRECT,True,"{""E1_LOSS_RETURN_P40"": [4, 4], ""E2_LOSS_RETURN_P80"": [4, 4], ""E3_THREE_RETURNS_P40"": [4, 4], ""E4_THREE_RETURNS_P80"": [3, 4], ""E5_REGRASP_OFFSET_LEFT_P40"": [2, 4], ""E6_REGRASP_OFFSET_RIGHT_P40"": [2, 4], ""E7_NO_LOSS_OUT_AND_BACK"": [3, 4], ""E8_COMMANDED_RELEASE_CONTROL"": [4, 4]}",1.620000000000001,1.620000000000001,32,6
RC2_OBJECT_COMPENSATED_STAGED,True,"{""E1_LOSS_RETURN_P40"": [0, 4], ""E2_LOSS_RETURN_P80"": [0, 4], ""E3_THREE_RETURNS_P40"": [0, 4], ""E4_THREE_RETURNS_P80"": [0, 4], ""E5_REGRASP_OFFSET_LEFT_P40"": [0, 4], ""E6_REGRASP_OFFSET_RIGHT_P40"": [0, 4], ""E7_NO_LOSS_OUT_AND_BACK"": [3, 4], ""E8_COMMANDED_RELEASE_CONTROL"": [4, 4]}",1.7800000000000011,1.7800000000000011,32,25
RC3_OBJECT_ERROR_SERVO,True,"{""E1_LOSS_RETURN_P40"": [0, 4], ""E2_LOSS_RETURN_P80"": [0, 4], ""E3_THREE_RETURNS_P40"": [0, 4], ""E4_THREE_RETURNS_P80"": [0, 4], ""E5_REGRASP_OFFSET_LEFT_P40"": [0, 4], ""E6_REGRASP_OFFSET_RIGHT_P40"": [0, 4], ""E7_NO_LOSS_OUT_AND_BACK"": [0, 4], ""E8_COMMANDED_RELEASE_CONTROL"": [4, 4]}",2.0000000000000013,2.0000000000000013,32,28
