job_id,seed,split,status,provenance
seed_20260906_train,20260906,train,PASS,frozen_encoder_embedding
seed_20260906_val,20260906,val,PASS,frozen_encoder_embedding
seed_20260906_test,20260906,test,PASS,frozen_encoder_embedding
seed_20260907_train,20260907,train,PASS,frozen_encoder_embedding
seed_20260907_val,20260907,val,PASS,frozen_encoder_embedding
seed_20260907_test,20260907,test,PASS,frozen_encoder_embedding
seed_20260908_train,20260908,train,PASS,frozen_encoder_embedding
seed_20260908_val,20260908,val,PASS,frozen_encoder_embedding
seed_20260908_test,20260908,test,PASS,frozen_encoder_embedding
