method,split,episodes,boundary_precision_tol1,boundary_recall_tol1,boundary_f1_tol1,boundary_precision_tol2,boundary_recall_tol2,boundary_f1_tol2,boundary_mae,event_macro_f1,recovery_start_recall,contact_reestablished_recall,unknown_rate,events_per_episode
weak_plus_small_gold_calibration,all,720,0.2483021483021483,0.9838001098297638,0.39652501106684374,0.2483021483021483,0.9838001098297638,0.39652501106684374,1.6223834775327937,0.566564100860211,1.0,1.0,0.6858956355670393,20.041666666666668
weak_zero_gold,all,720,0.2483021483021483,0.9838001098297638,0.39652501106684374,0.2483021483021483,0.9838001098297638,0.39652501106684374,1.6223834775327937,0.46806402040579026,1.0,0.0,0.15413132618098074,20.041666666666668
