rollout_id,source_capture_order,candidate_capture_order,time,synthetic_duplicate,fault_role,jpeg_sha256
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,0,0,0.0,False,,b6b2d8c30adb5015f5595836cfc87c14d3161a50fa79516f56e22c65f1fd7764
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,1,1,0.05,False,,2b4cf78e9421009af54d5a2ff4ea98825d64b2a7f5d7c6206c74cdf5da3f369c
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,2,2,0.09999999999999999,False,,ae6ac508b5e2f54dd91b4a62cef68610ebdf2c3081773d9918307e46ebcb1d3c
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,3,3,0.15,False,,badab37dfe54ab431dec86f65f8f8374b66c6fa4e5907e7cae464ab551e6da03
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,4,4,0.20000000000000004,False,,88a52200f772e9e6e3608a93fdc7e1cc6c74ced7c912561eb1cd50e302828050
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,5,5,0.20000000000000004,False,,88a52200f772e9e6e3608a93fdc7e1cc6c74ced7c912561eb1cd50e302828050
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,6,6,0.25000000000000006,False,,9e53ca8fe30ecf7568dbfc05c350277c1920f7b80fe91ce40effa8ff9430a925
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,7,7,0.3000000000000001,False,,eedc776a569131d3ccf88974ca27a7abbe7d18ea920e6a1c28eda48ae09c6982
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,8,8,0.3000000000000001,False,,eedc776a569131d3ccf88974ca27a7abbe7d18ea920e6a1c28eda48ae09c6982
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,9,9,0.35000000000000014,False,,c52474ed4d1641fd810031e2548c3f554ef9092d9fcacda13e1f57ba38e7717e
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,10,10,0.4000000000000002,False,,b63c39e187c8d2896d05a73d6bd9779a249f94f19d935123d20afa88ae8b6a12
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,11,11,0.45000000000000023,False,,736950c783f3f0a97bef6200f669b651ee41df4a65fa1f161373c7192c0fac43
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,12,12,0.5000000000000002,False,,9d60d06011ebe93b008c5007fab417e87cd8c05420cff436b55798d4655d7306
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,13,13,0.5000000000000002,False,,9d60d06011ebe93b008c5007fab417e87cd8c05420cff436b55798d4655d7306
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,14,14,0.5500000000000003,False,,ccd1fd7f59d8537db5df636d649c146d98f45cc353c686d84d11ef2534e33a23
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,15,15,0.6000000000000003,False,,4aec999ba96b9572dd29e717ede66a2aa7d969a03eaa492fa6914bf0698a1498
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,16,16,0.6500000000000004,False,,a08449d28fae7e0213290ccfe3cdf5bc08d43003c99e9f08ac04e62050dba991
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,17,17,0.7000000000000004,False,,2712fdd97f4916d0bac49a7630bd93ce6a7c2150ce51793cacc466e3eb4efbe3
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,18,18,0.7500000000000004,False,,cfe5788f314dd18d8cd20be235d3c6588e659121d45811056e728620e28f8910
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,19,19,0.8000000000000005,False,,6a353b5fd54df76c106935a4e83d86a21820f36c7bd3aed40ecf74d3bcad5ed1
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,20,20,0.8500000000000005,False,,875e103fc71a81f2cedbe138f2bab6b9d472f3a363d6758d03ae051a368acfed
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,21,21,0.9000000000000006,False,,2f2c17f5a61656bdee5057625d34aa3961205c27422ed6bf57db2bdb106a7618
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,22,22,0.9500000000000006,False,,016932928f5d6cfd884f4ac37905ee7695b5d2b3051471410cda2636837eb363
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,23,23,1.0000000000000007,False,,f91e393d53af815908bcf4b1aecb7e2fffdc85b913f34174bcc5a857f276c72f
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,24,24,1.0500000000000007,False,,2a1ce7f6e12b93008359609dbb22a7fd3e3b5a38fe7c4e6374993efb199a3f46
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,25,25,1.1000000000000008,False,,e11cc305fb50b62279aa72427366dff5ca5c5da662e29329d29e5704ebb89089
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,26,26,1.1500000000000008,False,,b31adb80b0150bd9ea70bc00db10ef12e7a51144988aded2d5931505caf93733
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,27,27,1.2000000000000008,False,,d1c34769faebf3f556cd7a30dec00ca56b2f0a8ab32d55cb8a9bc507282138c9
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,28,28,1.2500000000000009,False,,cf9c4be7dc5455918cb6a104691e4b134b59be181fbc819ea44e55b36d5899cf
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,29,29,1.300000000000001,False,,b26bd876c61885d7924d77adb5769aac2648f640f00d0ca51078ba9d173b20df
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,30,30,1.350000000000001,False,,2fbd64744785165950df33c6085d4c18d9f4de324e3eb2e3fa390990219e0999
