rollout_id,capture_order,time,phase,action,physics_step_index,capture_kind,action_end,camera_jitter_deg,frame_missing,frame_missing_reason,dropout_requested_offset_s,dropout_actual_offset_s,raw_rgb_sha256,jpeg_sha256,jpeg_path
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,0,0.0,initial,,0,action_end,True,0.0,False,,,,c933d581599fd1be33590519c276bad493c6b27df3818515ca4031a7198329a8,b6b2d8c30adb5015f5595836cfc87c14d3161a50fa79516f56e22c65f1fd7764,online_raw/rgb/front/000000.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,1,0.05,approach_object,approach_object,5,periodic,False,0.0,False,,,,25673cebd4fab070c256adf69c7822c8e87cbbe728138c942152c5ff065e0fff,2b4cf78e9421009af54d5a2ff4ea98825d64b2a7f5d7c6206c74cdf5da3f369c,online_raw/rgb/front/000001.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,2,0.09999999999999999,approach_object,approach_object,10,periodic,False,0.0,False,,,,5f946c36d93b6c2e4256962475c3d7759faf50e866285b4815b4579d45431547,ae6ac508b5e2f54dd91b4a62cef68610ebdf2c3081773d9918307e46ebcb1d3c,online_raw/rgb/front/000002.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,3,0.15,approach_object,approach_object,15,periodic,False,0.0,False,,,,2e6529bdc56f106c134b988728be1c948c13f5bd3b45c3768825508dbbab4294,badab37dfe54ab431dec86f65f8f8374b66c6fa4e5907e7cae464ab551e6da03,online_raw/rgb/front/000003.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,4,0.20000000000000004,approach_object,approach_object,20,periodic,False,0.0,False,,,,2b7a370826ce39a1ac48953d5d27122250c9911d2b1907674890b2cad3fa02d1,88a52200f772e9e6e3608a93fdc7e1cc6c74ced7c912561eb1cd50e302828050,online_raw/rgb/front/000004.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,5,0.20000000000000004,approach_object,approach_object,20,action_end,True,0.0,False,,,,2b7a370826ce39a1ac48953d5d27122250c9911d2b1907674890b2cad3fa02d1,88a52200f772e9e6e3608a93fdc7e1cc6c74ced7c912561eb1cd50e302828050,online_raw/rgb/front/000005.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,6,0.25000000000000006,close_gripper,close_gripper,25,periodic,False,0.0,False,,,,8f9cce25dabc695d771b103b64535c9192a1082283b31ead205a97fbabe93873,9e53ca8fe30ecf7568dbfc05c350277c1920f7b80fe91ce40effa8ff9430a925,online_raw/rgb/front/000006.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,7,0.3000000000000001,close_gripper,close_gripper,30,periodic,False,0.0,False,,,,6610da40a1fc651e4db721f1b4109e252e9d336203971beb60db993dfa84cddc,eedc776a569131d3ccf88974ca27a7abbe7d18ea920e6a1c28eda48ae09c6982,online_raw/rgb/front/000007.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,8,0.3000000000000001,close_gripper,close_gripper,30,action_end,True,0.0,False,,,,6610da40a1fc651e4db721f1b4109e252e9d336203971beb60db993dfa84cddc,eedc776a569131d3ccf88974ca27a7abbe7d18ea920e6a1c28eda48ae09c6982,online_raw/rgb/front/000008.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,9,0.35000000000000014,lift,lift,35,periodic,False,0.0,False,,,,d3d65d988206e6ba8af89ac303eb6d76a8a97017aa2d42687c6b5973d2dc3af8,c52474ed4d1641fd810031e2548c3f554ef9092d9fcacda13e1f57ba38e7717e,online_raw/rgb/front/000009.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,10,0.4000000000000002,lift,lift,40,periodic,False,0.0,False,,,,747163a045ef7a8afa2714a37a00d8f3b0e59535fbb3143fc3e7cf515052b334,b63c39e187c8d2896d05a73d6bd9779a249f94f19d935123d20afa88ae8b6a12,online_raw/rgb/front/000010.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,11,0.45000000000000023,lift,lift,45,periodic,False,0.0,False,,,,2de7b7eef69d52b9783fbac2381e46d7581517072d89af7bd090733186abf20f,736950c783f3f0a97bef6200f669b651ee41df4a65fa1f161373c7192c0fac43,online_raw/rgb/front/000011.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,12,0.5000000000000002,lift,lift,50,periodic,False,0.0,False,,,,32f7e876773d351b3982852fd215626c8b7cfee5fd7a1213f51ddddde5ac1198,9d60d06011ebe93b008c5007fab417e87cd8c05420cff436b55798d4655d7306,online_raw/rgb/front/000012.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,13,0.5000000000000002,lift,lift,50,action_end,True,0.0,False,,,,32f7e876773d351b3982852fd215626c8b7cfee5fd7a1213f51ddddde5ac1198,9d60d06011ebe93b008c5007fab417e87cd8c05420cff436b55798d4655d7306,online_raw/rgb/front/000013.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,14,0.5500000000000003,pre_hold_settle,hold,55,periodic,False,0.0,False,,,,88f11c471ad4e0d01eab563a34ecfd4169516daada84375ab73aacc7027e2dc7,ccd1fd7f59d8537db5df636d649c146d98f45cc353c686d84d11ef2534e33a23,online_raw/rgb/front/000014.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,15,0.6000000000000003,pre_hold_settle,hold,60,periodic,False,0.0,False,,,,556999f3e0b2c346ae816f014bc524734b4210899e12b09d5da324e86312cc17,4aec999ba96b9572dd29e717ede66a2aa7d969a03eaa492fa6914bf0698a1498,online_raw/rgb/front/000015.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,16,0.6500000000000004,pre_hold,hold,65,periodic,False,0.0,False,,,,94461cf11068e47df3a61311993f70c354eeaf1bcf629bc7b702dd68eec70c9a,a08449d28fae7e0213290ccfe3cdf5bc08d43003c99e9f08ac04e62050dba991,online_raw/rgb/front/000016.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,17,0.7000000000000004,pre_hold,hold,70,periodic,False,0.0,False,,,,118661d29296be6dfc917b671f9aa609aa36a67d81a289fecb5ae0f1b1c90944,2712fdd97f4916d0bac49a7630bd93ce6a7c2150ce51793cacc466e3eb4efbe3,online_raw/rgb/front/000017.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,18,0.7500000000000004,pre_hold,hold,75,periodic,False,0.0,False,,,,967c5e76f5ac6ca502ab24f393c5dceef9fc57a35ba49778d053e2b56fb9bfbe,cfe5788f314dd18d8cd20be235d3c6588e659121d45811056e728620e28f8910,online_raw/rgb/front/000018.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,19,0.8000000000000005,pre_hold,hold,80,periodic,False,0.0,False,,,,a7c70a373149823d130a45d4cb8a7e3fbbf5ee346100bbcdfea4f0788cac2409,6a353b5fd54df76c106935a4e83d86a21820f36c7bd3aed40ecf74d3bcad5ed1,online_raw/rgb/front/000019.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,20,0.8500000000000005,pre_hold,hold,85,periodic,False,0.0,False,,,,684fc98957821343999df718e6c2559a86812a34fc0289c0290428c41e2b5394,875e103fc71a81f2cedbe138f2bab6b9d472f3a363d6758d03ae051a368acfed,online_raw/rgb/front/000020.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,21,0.9000000000000006,pre_hold,hold,90,periodic,False,0.0,False,,,,9c0481b13ddbedb55f3468e943ff8886f5e3b4f90734c70dbf98f332fb7aa945,2f2c17f5a61656bdee5057625d34aa3961205c27422ed6bf57db2bdb106a7618,online_raw/rgb/front/000021.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,22,0.9500000000000006,pre_hold,hold,95,periodic,False,0.0,False,,,,c3a3966b9f993b1631669a2ed271666f7f1dc8d7abf513595a8a2ed912907b56,016932928f5d6cfd884f4ac37905ee7695b5d2b3051471410cda2636837eb363,online_raw/rgb/front/000022.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,23,1.0000000000000007,pre_hold,hold,100,periodic,False,0.0,False,,,,9687e1046498dea04d38f8c0478e8aaad146e09a4bc7b4edddf9a2ed720658bc,f91e393d53af815908bcf4b1aecb7e2fffdc85b913f34174bcc5a857f276c72f,online_raw/rgb/front/000023.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,24,1.0500000000000007,pre_hold,hold,105,periodic,False,0.0,False,,,,6a8b42350651e6442e9b2051f078eb2445e3e1105031053728ecbbfffd8d9454,2a1ce7f6e12b93008359609dbb22a7fd3e3b5a38fe7c4e6374993efb199a3f46,online_raw/rgb/front/000024.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,25,1.1000000000000008,pre_hold,hold,110,periodic,False,0.0,False,,,,ecd5bb3b80dc74997f5cfd20a75987fccafd502170530852d494c04d446f13ea,e11cc305fb50b62279aa72427366dff5ca5c5da662e29329d29e5704ebb89089,online_raw/rgb/front/000025.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,26,1.1500000000000008,transport_pre_event,transport_to_target,115,periodic,False,0.0,False,,,,44f3d6a2c61c8a1e0696f3e9e92185254874b5f7587d209d83492fb8e027cd57,b31adb80b0150bd9ea70bc00db10ef12e7a51144988aded2d5931505caf93733,online_raw/rgb/front/000026.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,27,1.2000000000000008,transport_pre_event,transport_to_target,120,periodic,False,0.0,False,,,,f65cab864cbe4ed9c25a641e91cc6cfbbf6f984247337486fae554a144c8a794,d1c34769faebf3f556cd7a30dec00ca56b2f0a8ab32d55cb8a9bc507282138c9,online_raw/rgb/front/000027.jpg
L2RAR2_R21_PERF_00_888000__T11_transport_strong_phase_40ms_rgb_dropout,28,1.2500000000000009,transport_pre_event,transport_to_target,125,periodic,False,0.0,False,,,,6ea2e9d0f6e8adcf23d92f4792c786c5a6cfa9f1adddb3c515cf95c4a0679177,cf9c4be7dc5455918cb6a104691e4b134b59be181fbc819ea44e55b36d5899cf,online_raw/rgb/front/000028.jpg
