method,input_tier,eligible_for_online_selection,rollout_id,family_id,case_id,truth_action,reference_state,reference_resolved,physical_loss_onset,decision_deadline,temporal_outcome,accurate,primary_action,primary_action_time,primary_action_capture_order,event_onset,deadline,actions_json,unknown,t_first_online_capture_after_onset,t_method_first_observable,latency_from_physical_onset,latency_from_first_post_onset_capture,latency_from_method_observable,time_provenance
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C10_brief_hold_strong_loss,L2RAR2_RGB_CONF_00_882000,C10_brief_hold_strong_loss,recover_object,PHYSICAL_LOSS_CONFIRMED,True,0.7400000000000004,1.4900000000000004,MISSED_REQUIRED_ACTION,False,,,,0.7400000000000004,1.4900000000000004,[],False,0.7500000000000004,0.7500000000000004,,,,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,L2RAR2_RGB_CONF_00_882000,C11_transport_strong_loss,recover_object,PHYSICAL_LOSS_CONFIRMED,True,1.340000000000001,2.0900000000000007,CORRECT_IN_WINDOW,True,recover_object,1.350000000000001,31,1.340000000000001,2.0900000000000007,"[{""action"": ""recover_object"", ""capture_order"": 31, ""reason_code"": ""historical_hold_established_then_observed_non_release_contact_loss"", ""time"": 1.350000000000001}]",False,1.350000000000001,1.350000000000001,0.010000000000000009,0.0,0.0,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C12_commanded_release,L2RAR2_RGB_CONF_00_882000,C12_commanded_release,none,COMMANDED_RELEASE,True,,,CORRECT_NONE,True,,,,,,[],False,,,,,,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C1_hold_request_ends_without_hold,L2RAR2_RGB_CONF_00_882000,C1_hold_request_ends_without_hold,retry_grasp,MISSED_HOLD_RESOLVED,True,0.3000000000000001,0.8,CORRECT_IN_WINDOW,True,retry_grasp,0.3000000000000001,8,0.3000000000000001,0.8,"[{""action"": ""retry_grasp"", ""capture_order"": 8, ""reason_code"": ""hold_request_normally_ended_without_hold"", ""time"": 0.3000000000000001}]",False,0.3000000000000001,0.3000000000000001,0.0,0.0,0.0,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C2_touch_request_completes_without_hold,L2RAR2_RGB_CONF_00_882000,C2_touch_request_completes_without_hold,none,TOUCH_ONLY_RESOLVED,True,,,CORRECT_NONE,True,,,,,,[],False,,,,,,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C3_stable_hold_clean,L2RAR2_RGB_CONF_00_882000,C3_stable_hold_clean,none,WELD_SUPPORTED_HOLD,True,,,CORRECT_NONE,True,,,,,,[],False,,,,,,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C4_stable_hold_camera_jitter,L2RAR2_RGB_CONF_00_882000,C4_stable_hold_camera_jitter,none,WELD_SUPPORTED_HOLD,True,,,CORRECT_NONE,True,,,,,,[],False,,,,,,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C5_weld_off_no_force_outcome_control,L2RAR2_RGB_CONF_00_882000,C5_weld_off_no_force_outcome_control,recover_object,PHYSICAL_LOSS_CONFIRMED,True,1.1000000000000008,1.8500000000000008,CORRECT_IN_WINDOW,True,recover_object,1.2500000000000009,28,1.1000000000000008,1.8500000000000008,"[{""action"": ""recover_object"", ""capture_order"": 28, ""reason_code"": ""historical_hold_established_then_observed_non_release_contact_loss"", ""time"": 1.2500000000000009}]",False,1.1000000000000008,1.2500000000000009,0.15000000000000013,0.15000000000000013,0.0,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C6_weak_intervention_outcome,L2RAR2_RGB_CONF_00_882000,C6_weak_intervention_outcome,recover_object,PHYSICAL_LOSS_CONFIRMED,True,1.1400000000000008,1.8900000000000008,CORRECT_IN_WINDOW,True,recover_object,1.1500000000000008,26,1.1400000000000008,1.8900000000000008,"[{""action"": ""recover_object"", ""capture_order"": 26, ""reason_code"": ""historical_hold_established_then_observed_non_release_contact_loss"", ""time"": 1.1500000000000008}]",False,1.1500000000000008,1.1500000000000008,0.010000000000000009,0.0,0.0,physical reference row.time joined after prediction; online detector row.time drives methods
O_B2,ONLINE_TRUE_RGB,True,L2RAR2_RGB_CONF_00_882000__C7_medium_intervention_outcome,L2RAR2_RGB_CONF_00_882000,C7_medium_intervention_outcome,recover_object,PHYSICAL_LOSS_CONFIRMED,True,1.1400000000000008,1.8900000000000008,CORRECT_IN_WINDOW,True,recover_object,1.1500000000000008,26,1.1400000000000008,1.8900000000000008,"[{""action"": ""recover_object"", ""capture_order"": 26, ""reason_code"": ""historical_hold_established_then_observed_non_release_contact_loss"", ""time"": 1.1500000000000008}]",False,1.1500000000000008,1.1500000000000008,0.010000000000000009,0.0,0.0,physical reference row.time joined after prediction; online detector row.time drives methods
