method,batch_mean_w,weighted_loss,unweighted_ce,grad_norm_weighted,grad_norm_unweighted,ratio_w_over_u
BC_UNIFORM,1.0,0.8243163824081421,0.8243163824081421,0.5741450370296445,0.5741450370296445,1.0
V6_CAP_POTENTIAL,0.9393986463546753,0.5404927134513855,0.8944782018661499,0.4661093108769147,0.9334812192503005,0.49932371564074685
V6_WEIGHT_SHUFFLED,1.0544370412826538,0.812755286693573,0.8182462453842163,0.6375530207029324,0.4978426992782385,1.280631455733393
VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.962587296962738,0.6407928466796875,0.8617197275161743,0.5588013379032173,0.9079386613837717,0.6154615522722197
V6_CAP_COST_ONLY,0.95078444480896,0.6130257844924927,0.8832271099090576,0.5164787713525693,0.9216895812318626,0.5603608653819019
