method,n,mean,min,max,var,std,ess,ess_frac,p90,p99,frac_at_floor_like,diag_mean,diag_ess,diag_scale,diag_raw_mean
BC_UNIFORM,50792,1.0,1.0,1.0,0.0,0.0,50792.0,1.0,1.0,1.0,1.0,1.0,50792.0,1.0,1.0
SPARSE_TERMINAL,50792,0.9999999935034787,0.8691307306289673,4.345653533935547,0.4378432126698441,0.6616972212952418,35325.13096801819,0.6954861192317331,0.8691307306289673,4.345653533935547,0.9623562765789888,0.9999999999999996,35325.130326851424,1.0,0.23011497873680897
LINEAR_A_FIRST_R1,50792,1.0000000119486236,0.8718559145927429,4.359279632568359,0.3450681641572404,0.5874250285417199,37761.655256492806,0.7434567502065839,0.8718559145927429,4.359279632568359,0.9479051819184123,1.0,37761.6553722605,1.0,0.2293957053604243
LINEAR_B_FIRST_R1,50792,1.0000000200575403,0.8704215884208679,4.352108001708984,0.32738710423157286,0.5721775111200831,38264.64815020131,0.7533597446487894,0.8704215884208679,4.352108001708984,0.9431406520711924,1.0000000000000002,38264.64809413459,1.0,0.22977371764582355
UNORDERED_VALID_COUNT,50792,0.9999999901308264,0.7780637145042419,3.8903186321258545,0.6414665547784638,0.8009160722438174,30943.060923388573,0.6092113112968297,0.7780637145042419,3.8903186321258545,0.9286895574106159,0.9999999999999993,30943.06128376412,0.5,0.2570483540715074
VALID_COUNT_PLUS_MATCHED_EVENTS_V1,50792,0.9999999904124676,0.7247716784477234,3.6238584518432617,0.7221601351740083,0.8498000559978849,29493.192040740123,0.5806660899499946,0.7247716784477234,3.6238584518432617,0.9050637895731611,0.9999999999999997,29493.19240932018,0.5,0.27594896834147115
V6_CAP_COST_ONLY,50792,0.9999999989156818,0.6638204455375671,3.3191022872924805,0.4530880729539984,0.6731181716117894,34954.52265491292,0.6881895309283533,1.5489143133163452,3.3191022872924805,0.7533469837769727,0.9999999999999996,34954.522977311906,0.25,0.30128629180448374
V6_CAP_POTENTIAL,50792,1.0000000072569524,0.5626422762870789,2.81321120262146,0.4289701399637221,0.6549581207708796,35544.47976260059,0.6998046889785909,1.8658007383346558,2.81321120262146,0.2332453929752717,1.0,35544.47937290636,0.16680634126510896,0.3554656600757411
V6_WEIGHT_SHUFFLED,50792,1.0000000072569524,0.5626422762870789,2.81321120262146,0.428970139963722,0.6549581207708796,35544.4797626006,0.699804688978591,1.8658007383346558,2.81321120262146,0.2332453929752717,,,,
