action_role,n,V6_mean_w,BC_mean_w,V6_over_BC,share_V6
acquire,3694,1.4453148702124228,1.0,1.4453148702124228,0.10511484349040577
acquire_or_switch,333,0.5626422762870789,1.0,0.5626422762870789,0.003688767483139023
gripper_reopen,673,0.6162188639435336,1.0,0.6162188639435336,0.008164972740470903
immediate_progress_or_other,39480,1.0418120905213444,1.0,1.0418120905213444,0.8097877881119601
recovery_prepare,1864,0.5626422762870789,1.0,0.5626422762870789,0.020648236001715132
wait,4748,0.5626422762870789,1.0,0.5626422762870789,0.05259539942926151
