candidate_id,cluster_handle,family_support_score,grounding_status,history_score,n_segments,node_id,predicate_score,raw_cluster_id,role_score,score,support_root_families,thresholds
qwen:instruction_only_r01,C10,0.16666667,grounded_candidate,0.5,84,n_approach,0.66666667,10,1.0,0.63333333,14,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,grounded_candidate,0.5,446,n_approach,0.25,3,1.0,0.54107143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C00,0.0952381,grounded_candidate,0.5,135,n_approach,0.5,0,1.0,0.53928571,8,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,grounded_candidate,0.5,446,n_contact_engaged,0.25,3,0.8,0.50107143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C02,0.83333333,grounded_candidate,0.5,410,n_contact_engaged,0.16666667,2,0.8,0.44333333,70,0.35;0.5;0.65
qwen:instruction_only_r01,C01,0.41666667,grounded_candidate,0.5,273,n_contact_engaged,0.25,1,0.8,0.4225,35,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,grounded_candidate,0.4,446,n_contact_lost,0.25,3,0.8,0.48607143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C02,0.83333333,grounded_candidate,0.4,410,n_contact_lost,0.16666667,2,0.8,0.42833333,70,0.35;0.5;0.65
qwen:instruction_only_r01,C08,0.33333333,grounded_candidate,0.9,126,n_contact_lost,0.16666667,8,0.8,0.42833333,28,0.35;0.5;0.65
qwen:instruction_only_r01,C10,0.16666667,grounded_candidate,0.5,84,n_recovery,0.33333333,10,0.8,0.42666667,14,0.35;0.5;0.65
qwen:instruction_only_r01,C08,0.33333333,grounded_candidate,0.5,126,n_recovery,0.2,8,0.8,0.385,28,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,grounded_candidate,0.5,446,n_recovery,0.0,3,0.8,0.37607143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C10,0.16666667,grounded_candidate,0.8,84,n_detour,0.25,10,0.8,0.43,14,0.35;0.5;0.65
qwen:instruction_only_r01,C00,0.0952381,grounded_candidate,0.8,135,n_detour,0.2,0,0.8,0.39428571,8,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,grounded_candidate,0.5,446,n_detour,0.0,3,0.8,0.37607143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C02,0.83333333,unresolved_no_match,0.5,410,n_success,0.2,2,0.17191887,0.33438377,70,0.35;0.5;0.65
qwen:instruction_only_r01,C09,0.41666667,unresolved_no_match,0.5,239,n_success,0.2,9,0.16003533,0.26950707,35,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,unresolved_no_match,0.5,446,n_success,0.0,3,0.0,0.21607143,79,0.35;0.5;0.65
qwen:instruction_only_r01,C05,0.64285714,unresolved_no_match,0.5,329,n_failure_collision,0.25,5,0.20573991,0.33757655,54,0.35;0.5;0.65
qwen:instruction_only_r01,C04,0.41666667,unresolved_no_match,0.5,208,n_failure_collision,0.33333333,4,0.1,0.32416667,35,0.35;0.5;0.65
qwen:instruction_only_r01,C08,0.33333333,unresolved_no_match,0.5,126,n_failure_collision,0.25,8,0.25244733,0.30048947,28,0.35;0.5;0.65
qwen:instruction_only_r01,C03,0.94047619,unresolved_no_match,0.5,446,n_failure_stagnation,0.0,3,0.01715209,0.21950185,79,0.35;0.5;0.65
qwen:instruction_only_r01,C05,0.64285714,unresolved_no_match,0.5,329,n_failure_stagnation,0.0,5,0.20573991,0.21257655,54,0.35;0.5;0.65
qwen:instruction_only_r01,C02,0.83333333,unresolved_no_match,0.5,410,n_failure_stagnation,0.0,2,0.02085793,0.20417159,70,0.35;0.5;0.65
qwen:instruction_only_r02,C10,0.16666667,grounded_candidate,0.5,84,n_approach,0.5,10,1.0,0.55,14,0.35;0.5;0.65
qwen:instruction_only_r02,C03,0.94047619,grounded_candidate,0.5,446,n_approach,0.2,3,1.0,0.51607143,79,0.35;0.5;0.65
qwen:instruction_only_r02,C08,0.33333333,grounded_candidate,0.5,126,n_approach,0.33333333,8,1.0,0.49166667,28,0.35;0.5;0.65
qwen:instruction_only_r02,C03,0.94047619,grounded_candidate,0.5,446,n_contact_made,0.25,3,0.8,0.50107143,79,0.35;0.5;0.65
qwen:instruction_only_r02,C02,0.83333333,grounded_candidate,0.5,410,n_contact_made,0.16666667,2,0.8,0.44333333,70,0.35;0.5;0.65
qwen:instruction_only_r02,C01,0.41666667,grounded_candidate,0.5,273,n_contact_made,0.25,1,0.8,0.4225,35,0.35;0.5;0.65
qwen:instruction_only_r02,C03,0.94047619,grounded_candidate,0.4,446,n_contact_lost,0.2,3,0.8,0.46107143,79,0.35;0.5;0.65
qwen:instruction_only_r02,C02,0.83333333,grounded_candidate,0.4,410,n_contact_lost,0.14285714,2,0.8,0.41642857,70,0.35;0.5;0.65
qwen:instruction_only_r02,C08,0.33333333,grounded_candidate,0.9,126,n_contact_lost,0.14285714,8,0.8,0.41642857,28,0.35;0.5;0.65
qwen:instruction_only_r02,C04,0.41666667,grounded_candidate,0.5,208,n_collision,0.66666667,4,0.1,0.49083333,35,0.35;0.5;0.65
qwen:instruction_only_r02,C05,0.64285714,grounded_candidate,0.5,329,n_collision,0.5,5,0.20573991,0.46257655,54,0.35;0.5;0.65
qwen:instruction_only_r02,C00,0.0952381,grounded_candidate,0.5,135,n_collision,0.66666667,0,0.1,0.44261905,8,0.35;0.5;0.65
qwen:instruction_only_r02,C10,0.16666667,grounded_candidate,0.8,84,n_stagnation,0.66666667,10,0.05174352,0.48868204,14,0.35;0.5;0.65
qwen:instruction_only_r02,C00,0.0952381,grounded_candidate,0.8,135,n_stagnation,0.5,0,0.1,0.40428571,8,0.35;0.5;0.65
qwen:instruction_only_r02,C08,0.33333333,grounded_candidate,0.5,126,n_stagnation,0.4,8,0.25244733,0.37548947,28,0.35;0.5;0.65
qwen:instruction_only_r02,C03,0.94047619,grounded_candidate,0.5,446,n_recovery,0.25,3,0.8,0.50107143,79,0.35;0.5;0.65
qwen:instruction_only_r02,C02,0.83333333,grounded_candidate,0.5,410,n_recovery,0.16666667,2,0.8,0.44333333,70,0.35;0.5;0.65
qwen:instruction_only_r02,C08,0.33333333,grounded_candidate,0.9,126,n_recovery,0.16666667,8,0.8,0.42833333,28,0.35;0.5;0.65
qwen:instruction_only_r02,C02,0.83333333,unresolved_no_match,0.5,410,n_goal_reached,0.2,2,0.17191887,0.33438377,70,0.35;0.5;0.65
qwen:instruction_only_r02,C09,0.41666667,unresolved_no_match,0.5,239,n_goal_reached,0.2,9,0.16003533,0.26950707,35,0.35;0.5;0.65
qwen:instruction_only_r02,C03,0.94047619,unresolved_no_match,0.5,446,n_goal_reached,0.0,3,0.0,0.21607143,79,0.35;0.5;0.65
