candidate_id,edge_id,edge_type_score,fallback_handles,fallback_status,family_support_score,from_cluster_handle,from_cluster_id,grounding_status,independent_continuation_status,node_pair_score,predicate_effect_score,score,support_root_families,to_cluster_handle,to_cluster_id,transition_count,transition_handle
qwen:instruction_only_r01,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.40130952,0.16666667,0.37004762,8,C00,0,10,T020
qwen:instruction_only_r01,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.04761905,C01,1,grounded_candidate,not_run_u3g_required_u4,0.39625,0.16666667,0.3632619,4,C08,8,24,T025
qwen:instruction_only_r01,e_recovery_to_contact,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.10714286,C10,10,grounded_candidate,not_run_u3g_required_u4,0.46386905,0.33333333,0.44626191,9,C03,3,26,T018
qwen:instruction_only_r01,e_recovery_to_contact,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.08333333,C10,10,grounded_candidate,not_run_u3g_required_u4,0.42458334,0.33333333,0.42816667,7,C01,1,27,T021
qwen:instruction_only_r01,e_recovery_to_contact,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.16666667,C08,8,grounded_candidate,not_run_u3g_required_u4,0.40375,0.28571429,0.41388095,14,C01,1,53,T014
qwen:instruction_only_r01,e_recovery_to_contact,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.14285714,C10,10,grounded_candidate,not_run_u3g_required_u4,0.42071429,0.25,0.40757143,12,C05,5,31,T015
qwen:instruction_only_r01,e_recovery_to_contact,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.05952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.40375,0.28571429,0.40316667,5,C06,6,8,T024
qwen:instruction_only_r01,e_approach_to_detour,0.75,F005;F015,train_fragment_support,0.10714286,C10,10,grounded_candidate,not_run_u3g_required_u4,0.50470238,0.2,0.42259524,9,C03,3,26,T018
qwen:instruction_only_r01,e_approach_to_detour,0.75,F005;F015,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.45470238,0.16666667,0.4092619,23,C08,8,96,T010
qwen:instruction_only_r01,e_approach_to_detour,0.75,F005;F015,train_fragment_support,0.0952381,C00,0,grounded_candidate,not_run_u3g_required_u4,0.46678571,0.2,0.40623809,8,C00,0,125,T019
qwen:instruction_only_r01,e_approach_to_detour,0.75,F005;F015,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.45964286,0.16666667,0.39338095,8,C00,0,10,T020
qwen:instruction_only_r01,e_detour_to_approach,0.75,F005;F015,train_fragment_support,0.10714286,C10,10,grounded_candidate,not_run_u3g_required_u4,0.48553572,0.2,0.41492857,9,C03,3,26,T018
qwen:instruction_only_r01,e_detour_to_approach,0.75,F005;F015,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.45053572,0.16666667,0.40759524,23,C08,8,96,T010
qwen:instruction_only_r01,e_detour_to_approach,0.75,F005;F015,train_fragment_support,0.0952381,C00,0,grounded_candidate,not_run_u3g_required_u4,0.46678571,0.2,0.40623809,8,C00,0,125,T019
qwen:instruction_only_r01,e_detour_to_approach,0.75,F005;F015,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.45380952,0.16666667,0.39104762,8,C00,0,10,T020
qwen:instruction_only_r01,e_contact_to_success,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C06,6,grounded_candidate,not_run_u3g_required_u4,0.37844188,0.33333333,0.44304342,35,C02,2,204,T002
qwen:instruction_only_r01,e_contact_to_success,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.33625,0.14285714,0.37735714,42,C05,5,208,T000
qwen:instruction_only_r01,e_contact_to_success,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C01,1,grounded_candidate,not_run_u3g_required_u4,0.28992615,0.2,0.36763713,35,C06,6,196,T003
qwen:instruction_only_r01,e_contact_to_success,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.30952381,C06,6,grounded_candidate,not_run_u3g_required_u4,0.28992615,0.2,0.35692284,26,C06,6,57,T009
qwen:instruction_only_r01,e_contact_to_success,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.03571429,C03,3,grounded_candidate,not_run_u3g_required_u4,0.32921186,0.2,0.34525617,3,C06,6,3,T026
qwen:instruction_only_r01,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.41932399,0.4,0.4877296,42,C05,5,208,T000
qwen:instruction_only_r01,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.07142857,C03,3,grounded_candidate,not_run_u3g_required_u4,0.41261905,0.5,0.47219048,6,C04,4,11,T022
qwen:instruction_only_r01,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.4047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.36946429,0.4,0.4582619,34,C04,4,175,T006
qwen:instruction_only_r01,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.40078045,0.4,0.45769313,23,C08,8,96,T010
qwen:instruction_only_r01,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.19047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.37616922,0.4,0.43951531,16,C05,5,55,T013
qwen:instruction_only_r01,e_contact_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.35682399,0.14285714,0.38558674,42,C05,5,208,T000
qwen:instruction_only_r01,e_contact_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.41666667,C06,6,grounded_candidate,not_run_u3g_required_u4,0.31333579,0.14285714,0.35985813,35,C02,2,204,T002
qwen:instruction_only_r01,e_contact_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.33828045,0.14285714,0.35555028,23,C08,8,96,T010
qwen:instruction_only_r01,e_contact_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.4047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.28613095,0.14285714,0.34778571,34,C04,4,175,T006
qwen:instruction_only_r01,e_contact_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.07142857,C03,3,grounded_candidate,not_run_u3g_required_u4,0.32928571,0.16666667,0.33885714,6,C04,4,11,T022
qwen:instruction_only_r01,e_detour_to_collision,0.75,F002;F008;F016,train_fragment_support,0.0952381,C00,0,grounded_candidate,not_run_u3g_required_u4,0.33511905,0.5,0.44357143,8,C00,0,125,T019
qwen:instruction_only_r01,e_detour_to_collision,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.33828045,0.4,0.43269313,23,C08,8,96,T010
qwen:instruction_only_r01,e_detour_to_collision,0.75,F002;F008;F016,train_fragment_support,0.11904762,C08,8,grounded_candidate,not_run_u3g_required_u4,0.34625,0.4,0.42040476,10,C04,4,20,T017
qwen:instruction_only_r01,e_detour_to_collision,0.75,F002;F008;F016,train_fragment_support,0.14285714,C10,10,grounded_candidate,not_run_u3g_required_u4,0.38378828,0.33333333,0.41780102,12,C05,5,31,T015
qwen:instruction_only_r01,e_detour_to_collision,0.75,F002;F008;F016,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.32214286,0.4,0.40838095,8,C00,0,10,T020
qwen:instruction_only_r02,e_approach_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.10714286,C10,10,grounded_candidate,not_run_u3g_required_u4,0.52553571,0.33333333,0.47092857,9,C03,3,26,T018
qwen:instruction_only_r02,e_approach_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.08333333,C10,10,grounded_candidate,not_run_u3g_required_u4,0.48625,0.33333333,0.45283333,7,C01,1,27,T021
qwen:instruction_only_r02,e_approach_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.16666667,C08,8,grounded_candidate,not_run_u3g_required_u4,0.45708333,0.28571429,0.43521429,14,C01,1,53,T014
qwen:instruction_only_r02,e_approach_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.14285714,C10,10,grounded_candidate,not_run_u3g_required_u4,0.48238095,0.25,0.43223809,12,C05,5,31,T015
qwen:instruction_only_r02,e_approach_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.05952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.45708333,0.28571429,0.4245,5,C06,6,8,T024
qwen:instruction_only_r02,e_contact_to_lost,0.75,F002;F008;F016,train_fragment_support,0.33333333,C03,3,grounded_candidate,not_run_u3g_required_u4,0.44178571,0.4,0.48004762,28,C01,1,128,T008
qwen:instruction_only_r02,e_contact_to_lost,0.75,F002;F008;F016,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.44446429,0.28571429,0.4635,42,C05,5,208,T000
qwen:instruction_only_r02,e_contact_to_lost,0.75,F002;F008;F016,train_fragment_support,0.22619048,C01,1,grounded_candidate,not_run_u3g_required_u4,0.4025,0.4,0.45361905,19,C01,1,53,T012
qwen:instruction_only_r02,e_contact_to_lost,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.45875,0.28571429,0.44659524,23,C08,8,96,T010
qwen:instruction_only_r02,e_contact_to_lost,0.75,F002;F008;F016,train_fragment_support,0.41666667,C06,6,grounded_candidate,not_run_u3g_required_u4,0.41946428,0.28571429,0.44516667,35,C02,2,204,T002
qwen:instruction_only_r02,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.07142857,C03,3,grounded_candidate,not_run_u3g_required_u4,0.49595238,0.75,0.58052381,6,C04,4,11,T022
qwen:instruction_only_r02,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.48182399,0.6,0.5727296,42,C05,5,208,T000
qwen:instruction_only_r02,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.4047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.45279762,0.6,0.55159524,34,C04,4,175,T006
qwen:instruction_only_r02,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.46328045,0.6,0.54269313,23,C08,8,96,T010
qwen:instruction_only_r02,e_contact_to_collision,0.75,F002;F008;F016,train_fragment_support,0.19047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.43866922,0.6,0.52451531,16,C05,5,55,T013
qwen:instruction_only_r02,e_contact_to_goal,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C06,6,grounded_candidate,not_run_u3g_required_u4,0.37844188,0.33333333,0.44304342,35,C02,2,204,T002
qwen:instruction_only_r02,e_contact_to_goal,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.33625,0.14285714,0.37735714,42,C05,5,208,T000
qwen:instruction_only_r02,e_contact_to_goal,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C01,1,grounded_candidate,not_run_u3g_required_u4,0.28992615,0.2,0.36763713,35,C06,6,196,T003
qwen:instruction_only_r02,e_contact_to_goal,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.30952381,C06,6,grounded_candidate,not_run_u3g_required_u4,0.28992615,0.2,0.35692284,26,C06,6,57,T009
qwen:instruction_only_r02,e_contact_to_goal,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.03571429,C03,3,grounded_candidate,not_run_u3g_required_u4,0.32921186,0.2,0.34525617,3,C06,6,3,T026
qwen:instruction_only_r02,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.33333333,C03,3,grounded_candidate,not_run_u3g_required_u4,0.44178571,0.0,0.36004762,28,C01,1,128,T008
qwen:instruction_only_r02,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.44470238,0.0,0.3552619,23,C08,8,96,T010
qwen:instruction_only_r02,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.41666667,C01,1,grounded_candidate,not_run_u3g_required_u4,0.4025,0.0,0.35266667,35,C06,6,196,T003
qwen:instruction_only_r02,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.16666667,C08,8,grounded_candidate,not_run_u3g_required_u4,0.41946428,0.0,0.33445238,14,C01,1,53,T014
qwen:instruction_only_r02,e_lost_to_recovery,0.75,F018;F023;F025;F027;F028,train_fragment_support,0.22619048,C01,1,grounded_candidate,not_run_u3g_required_u4,0.4025,0.0,0.33361905,19,C01,1,53,T012
qwen:instruction_only_r02,e_lost_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.37849066,0.14285714,0.39425341,42,C05,5,208,T000
qwen:instruction_only_r02,e_lost_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.41828045,0.14285714,0.38755028,23,C08,8,96,T010
qwen:instruction_only_r02,e_lost_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.41035714,0.14285714,0.36652381,8,C00,0,10,T020
qwen:instruction_only_r02,e_lost_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.04761905,C01,1,grounded_candidate,not_run_u3g_required_u4,0.37899474,0.14285714,0.34921694,4,C08,8,24,T025
qwen:instruction_only_r02,e_lost_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.19047619,C05,5,grounded_candidate,not_run_u3g_required_u4,0.34188352,0.14285714,0.34865817,16,C05,5,55,T013
qwen:instruction_only_r02,e_recovery_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.33333333,C03,3,grounded_candidate,not_run_u3g_required_u4,0.46178571,0.2,0.42804762,28,C01,1,128,T008
qwen:instruction_only_r02,e_recovery_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.5,C03,3,grounded_candidate,not_run_u3g_required_u4,0.45791667,0.14285714,0.42602381,42,C05,5,208,T000
qwen:instruction_only_r02,e_recovery_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C01,1,grounded_candidate,not_run_u3g_required_u4,0.4225,0.2,0.42066667,35,C06,6,196,T003
qwen:instruction_only_r02,e_recovery_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.30952381,C06,6,grounded_candidate,not_run_u3g_required_u4,0.4225,0.2,0.40995238,26,C06,6,57,T009
qwen:instruction_only_r02,e_recovery_to_contact,0.75,F000;F001;F003;F004;F006,train_fragment_support,0.41666667,C06,6,grounded_candidate,not_run_u3g_required_u4,0.43291667,0.14285714,0.40769048,35,C02,2,204,T002
qwen:instruction_only_r02,e_approach_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.27380952,C03,3,grounded_candidate,not_run_u3g_required_u4,0.44578045,0.14285714,0.39855028,23,C08,8,96,T010
qwen:instruction_only_r02,e_approach_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.10714286,C10,10,grounded_candidate,not_run_u3g_required_u4,0.44725093,0.16666667,0.38961466,9,C03,3,26,T018
qwen:instruction_only_r02,e_approach_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.0952381,C00,0,grounded_candidate,not_run_u3g_required_u4,0.44678571,0.16666667,0.38823809,8,C00,0,125,T019
qwen:instruction_only_r02,e_approach_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.0952381,C08,8,grounded_candidate,not_run_u3g_required_u4,0.44797619,0.14285714,0.38157143,8,C00,0,10,T020
qwen:instruction_only_r02,e_approach_to_stagnation,0.75,F002;F008;F016,train_fragment_support,0.14285714,C10,10,grounded_candidate,not_run_u3g_required_u4,0.42295495,0.125,0.37096769,12,C05,5,31,T015
