family_count,feature_count,label,majority_baseline,models,n
10,11,alternative,0.01695633743111488,"['majority', 'rule', 'logistic', 'decision_tree']",40
3,11,censored_unknown,0.001271725307333616,"['majority', 'rule', 'logistic', 'decision_tree']",3
6,11,dwell,0.0046629927935565915,"['majority', 'rule', 'logistic', 'decision_tree']",11
8,11,failure_event,0.009325985587113183,"['majority', 'rule', 'logistic', 'decision_tree']",22
24,11,progress,0.07333615938957186,"['majority', 'rule', 'logistic', 'decision_tree']",173
6,11,recovery_achieved,0.008054260279779568,"['majority', 'rule', 'logistic', 'decision_tree']",19
8,11,recovery_attempt,0.009325985587113183,"['majority', 'rule', 'logistic', 'decision_tree']",22
4,11,terminal_failure,0.006782534972445952,"['majority', 'rule', 'logistic', 'decision_tree']",16
20,11,terminal_success,0.032640949554896145,"['majority', 'rule', 'logistic', 'decision_tree']",77
