method,policy_seed,family,condition,episode_id,eval_seed,success,truncated,steps,training_steps,smoke_only,observed_losses,restored_losses,invalid_actions,first_valid_order,wait_fraction,checkpoint_sha256
BC_UNIFORM,101,2013000,A_STARTED,P2A_test_2013000_1_6,20130000106,1,0,18,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_STARTED,P2A_test_2013000_1_7,20130000107,1,0,18,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_0,20130000200,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_1,20130000201,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_2,20130000202,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_3,20130000203,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_4,20130000204,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_5,20130000205,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_6,20130000206,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_STARTED,P2A_test_2013000_2_7,20130000207,1,0,18,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_0,20130000300,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_1,20130000301,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_2,20130000302,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_3,20130000303,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_4,20130000304,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_5,20130000305,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_6,20130000306,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,A_VALID_B_LOSS,P2A_test_2013000_3_7,20130000307,1,0,11,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_0,20130000400,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_1,20130000401,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_2,20130000402,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_3,20130000403,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_4,20130000404,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_5,20130000405,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_6,20130000406,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,B_VALID_A_LOSS,P2A_test_2013000_4_7,20130000407,1,0,12,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_0,20130000500,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_1,20130000501,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_2,20130000502,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_3,20130000503,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_4,20130000504,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_5,20130000505,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_6,20130000506,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,INVALIDATE_FIRST,P2A_test_2013000_5_7,20130000507,1,0,28,5000,False,0,0,0,B>A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_0,20130000600,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_1,20130000601,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_2,20130000602,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_3,20130000603,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_4,20130000604,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_5,20130000605,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_6,20130000606,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,LATE_LOSS,P2A_test_2013000_6_7,20130000607,1,0,23,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_0,20130000700,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_1,20130000701,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_2,20130000702,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_3,20130000703,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_4,20130000704,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_5,20130000705,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_6,20130000706,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013000,TWO_LOSSES,P2A_test_2013000_7_7,20130000707,1,0,25,5000,False,2,2,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_0,20130010000,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_1,20130010001,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_2,20130010002,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_3,20130010003,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_4,20130010004,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_5,20130010005,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_6,20130010006,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,FREE_ORDER,P2A_test_2013001_0_7,20130010007,1,0,27,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_0,20130010100,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_1,20130010101,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_2,20130010102,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_3,20130010103,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_4,20130010104,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_5,20130010105,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_6,20130010106,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_STARTED,P2A_test_2013001_1_7,20130010107,1,0,26,5000,False,0,0,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_0,20130010200,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_1,20130010201,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_2,20130010202,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_3,20130010203,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_4,20130010204,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_5,20130010205,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_6,20130010206,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_STARTED,P2A_test_2013001_2_7,20130010207,1,0,26,5000,False,0,0,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_0,20130010300,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_1,20130010301,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_2,20130010302,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_3,20130010303,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_4,20130010304,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_5,20130010305,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_6,20130010306,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,A_VALID_B_LOSS,P2A_test_2013001_3_7,20130010307,0,1,64,5000,False,1,1,34,A,0.203125,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_0,20130010400,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_1,20130010401,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_2,20130010402,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_3,20130010403,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_4,20130010404,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_5,20130010405,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_6,20130010406,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,B_VALID_A_LOSS,P2A_test_2013001_4_7,20130010407,1,0,15,5000,False,1,1,0,B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_0,20130010500,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_1,20130010501,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_2,20130010502,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_3,20130010503,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_4,20130010504,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_5,20130010505,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_6,20130010506,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,INVALIDATE_FIRST,P2A_test_2013001_5_7,20130010507,1,0,39,5000,False,0,0,0,A>B>A,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_0,20130010600,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_1,20130010601,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_2,20130010602,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_3,20130010603,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_4,20130010604,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_5,20130010605,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_6,20130010606,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,LATE_LOSS,P2A_test_2013001_6_7,20130010607,1,0,32,5000,False,1,1,0,A>B,0.0,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,TWO_LOSSES,P2A_test_2013001_7_0,20130010700,0,1,64,5000,False,2,2,16,,0.46875,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
BC_UNIFORM,101,2013001,TWO_LOSSES,P2A_test_2013001_7_1,20130010701,0,1,64,5000,False,2,2,16,,0.46875,5d783e4c4a6d8aa62f87079d5263ade9c242adf04e4a5903b406cf18413c5974
