path,source_role,size,sha256,sample_fields,read_error,eligibility
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,540,97064e9d329a96bed9d2a97b7a604ff7a61973dbe17db57cd0cff997a42bc8dc,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,a68f24e41285a5441124e6cd74db0421d2d7c1f72ad317e125fb1db6f60cec2d,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,647,b804e5daf1ac553ed94eb424adba0fbae83b8bc70fc05807effd904904a2d74e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,180,7bd1d42b29859e2e44d726d97edc2ed43004264b098067925b56604d78a10b58,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,426,d3c30470611435e13eb87bcfebc13ee58b0b0927f15590a1c808e1e9b5b1f27c,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,244,420c8ea49bee05c6a0d1e3503133398f7ecab99c21213b3ebffbae870da78095,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,812,43472e2f866a02fa2b7c87fb24dc596b261b45c52438cb6f9e04f86e8dfd29c0,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,927,6a05dc42ff655dd9788692d7c6a721a5bfc7562efb091759ea03f3d36689effe,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,605,38a665382bb37d515de76921f810760de96c92da89f20b3753f867357a278b66,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,b9bd51663f3082ae7b7e0c70bf71298cbf5bc0e9dd4e01872ee97d7a8d978900,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,647,b804e5daf1ac553ed94eb424adba0fbae83b8bc70fc05807effd904904a2d74e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,180,7bd1d42b29859e2e44d726d97edc2ed43004264b098067925b56604d78a10b58,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,426,d3c30470611435e13eb87bcfebc13ee58b0b0927f15590a1c808e1e9b5b1f27c,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,244,420c8ea49bee05c6a0d1e3503133398f7ecab99c21213b3ebffbae870da78095,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,812,001a6ca3974b9517f40613f375fb0b5d7044ff4b477ff4f4ea4243814ca0e60d,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,927,6a05dc42ff655dd9788692d7c6a721a5bfc7562efb091759ea03f3d36689effe,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,605,38a665382bb37d515de76921f810760de96c92da89f20b3753f867357a278b66,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,b9bd51663f3082ae7b7e0c70bf71298cbf5bc0e9dd4e01872ee97d7a8d978900,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,558,9c7ee200d1b3dae8ce7f5681ef833d84296f5c27eacdbd77df1d6f98af9cf87d,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,153,fc37151936a57884c71d7cb56d92e0ae3c0fc0f418a0638e0455a5bf7c25c049,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,204,2d9a0692d477e4db562ed912f4409c6a20b5a7fc81b6a13a05d910b23119cc69,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,205,b9126a34cb87d06b278701939eb8447df05c087b5bd87b7a40f52ecc0ec485d9,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,812,87bae0d95ee0dac170fc3b7179e472795610f3ddae8b7772098512b357e6fbda,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,920,3c4420f25c3fa31dae3e8fa11fb7b1984c459c8ddb096923d0248fd9d1d89532,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,f127d9ce3c5aa3767ee56a7cce2ed87209ef3be0cc493103490cc760341ded63,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,167,e6876a3f38f3a611669035266c37814229e62fc9a7eb163f30674ead0473c353,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,558,9c7ee200d1b3dae8ce7f5681ef833d84296f5c27eacdbd77df1d6f98af9cf87d,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,153,fc37151936a57884c71d7cb56d92e0ae3c0fc0f418a0638e0455a5bf7c25c049,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,204,2d9a0692d477e4db562ed912f4409c6a20b5a7fc81b6a13a05d910b23119cc69,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,205,b9126a34cb87d06b278701939eb8447df05c087b5bd87b7a40f52ecc0ec485d9,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,812,566959cc1510eaef0b6558a5eef2a5489ad7282e7b704b9ecd8deb086b434d73,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,920,3c4420f25c3fa31dae3e8fa11fb7b1984c459c8ddb096923d0248fd9d1d89532,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,f127d9ce3c5aa3767ee56a7cce2ed87209ef3be0cc493103490cc760341ded63,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_05_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,167,e6876a3f38f3a611669035266c37814229e62fc9a7eb163f30674ead0473c353,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,824,cfaa89ba94226e8a1f1eaf60215d1eab6c78e07a0f6f5aa6bd456b6086badf47,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,511,67fd28e725bcf626a1abdcc8e6b5053a4fcae017833eb023688767c7f6a1b8f3,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,824,5184924c42e87cbf09c147f1e7d4bcbc29a503ac9f13ef3ee0e44e3edab174ba,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,511,67fd28e725bcf626a1abdcc8e6b5053a4fcae017833eb023688767c7f6a1b8f3,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_06_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,819,5ccde61673e2254149d56926c24db42e1a1a8395698fc47006868916b4d6c9ce,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,509,80ce1ff044502fe995d32a7bd4a7cbf0ac0d5b0ec303eeb0b3d4ad9af6a59e8b,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_07_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
