epoch,loss,smooth_l1,rank_penalty
1,0.08172975480556488,0.0813915804028511,6.763449346181005e-05
2,0.0798213928937912,0.07961203157901764,4.187226659269072e-05
3,0.07808094471693039,0.07791539281606674,3.310988176963292e-05
4,0.076378732919693,0.07622019946575165,3.1706917070550844e-05
5,0.07470259070396423,0.07453683763742447,3.314995046821423e-05
6,0.07309707999229431,0.07290998101234436,3.742019907804206e-05
7,0.0714917853474617,0.07128728926181793,4.089955837116577e-05
8,0.0698583796620369,0.06963939964771271,4.379589154268615e-05
9,0.06828141212463379,0.06804771721363068,4.673956209444441e-05
10,0.06668850034475327,0.06643553078174591,5.059332761447877e-05
11,0.06505604088306427,0.06478584557771683,5.4038875532569364e-05
12,0.06338252127170563,0.06309665739536285,5.7172128435922787e-05
13,0.06169484183192253,0.06138232350349426,6.250373553484678e-05
14,0.05995090305805206,0.05960879474878311,6.842162838438526e-05
15,0.0581798329949379,0.057793933898210526,7.718000415479764e-05
16,0.05636107176542282,0.05593162029981613,8.58903003972955e-05
17,0.05448058247566223,0.053999196738004684,9.627728286432102e-05
18,0.05252443626523018,0.05198005959391594,0.00010887539974646643
19,0.05050826445221901,0.04989491403102875,0.00012266986595932394
20,0.04841961711645126,0.0477328896522522,0.00013734538515564054
21,0.04626820981502533,0.04549942910671234,0.00015375620569102466
22,0.04405795410275459,0.04320160299539566,0.00017127019236795604
23,0.04181160405278206,0.04085959121584892,0.00019040254119317979
24,0.039529766887426376,0.0384722575545311,0.0002115020906785503
25,0.0372299961745739,0.03605562075972557,0.00023487511498387903
26,0.034937843680381775,0.03363031893968582,0.0002615048724692315
27,0.032675616443157196,0.031221382319927216,0.000290846626739949
28,0.030481839552521706,0.02886204980313778,0.00032395802554674447
29,0.02839098870754242,0.02658122032880783,0.0003619537455961108
30,0.02642928622663021,0.024404913187026978,0.0004048745904583484
31,0.02462354116141796,0.022359244525432587,0.0004528593271970749
32,0.023008158430457115,0.020476970821619034,0.0005062375566922128
33,0.0216098353266716,0.01878451183438301,0.0005650646053254604
34,0.020435580983757973,0.01729707233607769,0.0006277015781961381
35,0.01947953924536705,0.016017375513911247,0.0006924326880834997
36,0.018725179135799408,0.014940240420401096,0.0007569877780042589
37,0.018148798495531082,0.014051488600671291,0.0008194620022550225
38,0.017687920480966568,0.013321002013981342,0.0008733838913030922
39,0.017281897366046906,0.012714609503746033,0.0009134577703662217
40,0.016871513798832893,0.012195531278848648,0.0009351964108645916
41,0.01641371101140976,0.011742637492716312,0.0009342146804556251
42,0.015883516520261765,0.011340348981320858,0.0009086335194297135
43,0.015273639932274818,0.01098806131631136,0.0008571158396080136
44,0.014592024497687817,0.010684864595532417,0.0007814319687895477
45,0.013895053416490555,0.010439503006637096,0.0006911101518198848
46,0.013244467787444592,0.010247538797557354,0.0005993858212605119
47,0.012653292156755924,0.01010146550834179,0.0005103652947582304
48,0.012124735862016678,0.009991533122956753,0.0004266405594535172
49,0.011658601462841034,0.009908678010106087,0.0003499847080092877
50,0.011243636719882488,0.009841753169894218,0.0002803767565637827
51,0.01093742623925209,0.009785541333258152,0.00023037697246763855
52,0.01071181334555149,0.009707308374345303,0.00020090097677893937
53,0.010483174584805965,0.00959998182952404,0.00017663862672634423
54,0.010259268805384636,0.009462645277380943,0.0001593247288838029
55,0.010021528229117393,0.009297619573771954,0.00014478169032372534
56,0.009775071404874325,0.009114222601056099,0.0001321698073297739
57,0.009528214111924171,0.008917896077036858,0.00012206356041133404
58,0.009274828247725964,0.008715003728866577,0.00011196482955710962
59,0.009022200480103493,0.008513003587722778,0.00010183930135099217
60,0.008770275861024857,0.0083158565685153,9.088381193578243e-05
61,0.008525704964995384,0.008127440698444843,7.96528474893421e-05
62,0.008290919475257397,0.007949489168822765,6.828614277765155e-05
63,0.00807828176766634,0.007781426887959242,5.9370988310547546e-05
64,0.007871518842875957,0.007621033117175102,5.009720553061925e-05
65,0.0076730865985155106,0.007467641029506922,4.108914072276093e-05
66,0.007480871398001909,0.0073188417591154575,3.24058964906726e-05
67,0.0072965011931955814,0.007173266261816025,2.4647022655699402e-05
68,0.007118572015315294,0.007031378801912069,1.743861685099546e-05
69,0.0069451602175831795,0.006892814766615629,1.0469130756973755e-05
70,0.006783314980566502,0.0067597185261547565,4.719285698229214e-06
71,0.006633383687585592,0.006633383687585592,0.0
72,0.006498116068542004,0.006498116068542004,0.0
73,0.006363620515912771,0.006363620515912771,0.0
74,0.006252618506550789,0.006237413268536329,3.041089257749263e-06
75,0.006146958097815514,0.006132171954959631,2.9571920094895177e-06
76,0.006041710264980793,0.006041710264980793,0.0
77,0.005953514948487282,0.005953514948487282,0.0
78,0.005866695195436478,0.005866695195436478,0.0
79,0.00581988412886858,0.005781767424196005,7.6233845902606845e-06
80,0.0058057066053152084,0.005708092823624611,1.9522776710800827e-05
