episode_id,path,eligible,forbidden,compressed,outside,prefix_ok,scored
L2P_00_00_220701_r00,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_00,12,0,0,0,True,True
L2P_01_00_220701_r00,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00,5,0,0,1,True,True
L2P_02_00_220701_r00,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00,12,0,0,0,True,True
L2P_03_00_220701_r00,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00,12,1,0,0,True,False
L2P_04_00_220701_r00,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_04_00_220701/rollout_00,15,0,0,0,True,True
