matrix_column,original_demo_index,full100_mean_signed_influence,standard_error,ascending_rank,bootstrap_delete_probability_0.05,bootstrap_delete_probability_0.10,bootstrap_delete_probability_0.20,bootstrap_delete_probability_0.30
0,0,0.033484165789559484,0.0337468522902512,91,0.0,0.0,0.0,0.03
1,1,0.029921125429682435,0.03984535474785927,85,0.0,0.0,0.006666666666666667,0.1
2,3,0.057327692953404036,0.038462643582428006,120,0.0,0.0,0.0,0.016666666666666666
3,5,-0.046175238657742736,0.058455539168982294,46,0.0,0.016666666666666666,0.33666666666666667,0.63
4,6,0.04851290754042566,0.04532347106569867,108,0.0,0.0,0.006666666666666667,0.056666666666666664
5,7,-0.041278483802452685,0.06150059853065868,47,0.0,0.023333333333333334,0.30333333333333334,0.6166666666666667
6,11,0.003834559600800276,0.037793996288359465,69,0.0,0.0,0.023333333333333334,0.24
7,13,0.09164160911459476,0.038312298714435776,146,0.0,0.0,0.0,0.0
8,15,0.07871253203600645,0.04526995427550883,138,0.0,0.0,0.0,0.0
9,16,0.10559776141773909,0.04792298689874512,157,0.0,0.0,0.0,0.0
10,18,0.024056204976513982,0.04794604689563449,82,0.0,0.0,0.02666666666666667,0.17
11,19,0.03633430920541286,0.03068519103190647,94,0.0,0.0,0.0,0.02
12,20,0.1322972953110002,0.0749200434980865,172,0.0,0.0,0.0,0.013333333333333334
13,21,-0.0014193545607849955,0.047005944471110415,63,0.0,0.0,0.04666666666666667,0.32
14,27,0.0732480598706752,0.043802138159765976,131,0.0,0.0,0.0,0.013333333333333334
15,28,0.03120984389446676,0.06347476932673374,87,0.0,0.0,0.02666666666666667,0.21333333333333335
16,30,0.08140514736063778,0.0369060725079495,139,0.0,0.0,0.0,0.0033333333333333335
17,31,0.03365213241428137,0.035848333435713683,92,0.0,0.0,0.0,0.043333333333333335
18,32,0.04043413715960924,0.027309458713784967,98,0.0,0.0,0.0,0.023333333333333334
19,33,-0.060250550657510754,0.06676132705198248,37,0.013333333333333334,0.04,0.3933333333333333,0.6966666666666667
20,34,0.03284249146934599,0.05003173995723057,90,0.0,0.0,0.02,0.09666666666666666
21,35,0.0013887656154111029,0.045759893294906526,67,0.0,0.0,0.06,0.3333333333333333
22,36,0.01891801357269287,0.0372317000831478,79,0.0,0.0,0.02666666666666667,0.15
23,37,0.040638855593279004,0.0577659454720721,100,0.0,0.0,0.02,0.17333333333333334
24,38,0.018384406922850757,0.027577105760836707,78,0.0,0.0,0.0033333333333333335,0.06
25,39,0.06684738485841081,0.051645406947964254,126,0.0,0.0,0.0033333333333333335,0.023333333333333334
26,41,-0.04639970616437495,0.06284414602746555,45,0.0,0.04,0.35333333333333333,0.6166666666666667
27,42,0.11073577716713771,0.06795194806204011,162,0.0,0.0,0.0033333333333333335,0.01
28,44,-0.028982776044867934,0.061111243956700124,50,0.0033333333333333335,0.03333333333333333,0.20333333333333334,0.5
29,45,0.10415068762376904,0.03661702665900639,155,0.0,0.0,0.0,0.0
30,47,0.0033720445539802313,0.04247702478653614,68,0.0,0.0,0.04,0.26
31,48,0.11043833588249981,0.06130907428203873,160,0.0,0.0,0.0,0.01
32,50,-0.07393461211584508,0.09268336637805198,34,0.02,0.18333333333333332,0.48333333333333334,0.7166666666666667
33,52,0.04969133650884032,0.055720055935329985,112,0.0,0.0,0.013333333333333334,0.11666666666666667
34,53,0.05229817443992943,0.06291255571611612,116,0.0,0.0,0.006666666666666667,0.08333333333333333
35,55,0.07654110664501786,0.12879189752908676,137,0.0033333333333333335,0.006666666666666667,0.1,0.23333333333333334
36,57,0.035071129957213995,0.06900270353626017,93,0.0,0.006666666666666667,0.05,0.15666666666666668
37,60,0.07553705779835582,0.09699811354636345,135,0.0,0.0,0.056666666666666664,0.16333333333333333
38,62,0.10136612472124398,0.09788746605583434,154,0.0,0.0,0.03333333333333333,0.09
39,64,-0.35988169837743045,0.3300503819582927,4,0.5433333333333333,0.7233333333333334,0.79,0.8666666666666667
40,65,0.05138586122076958,0.1034832051788707,114,0.0033333333333333335,0.03333333333333333,0.09333333333333334,0.22666666666666666
41,66,0.13872519311029463,0.08824229375916821,175,0.0,0.0,0.006666666666666667,0.043333333333333335
42,67,0.1288687092065811,0.060143099628503616,170,0.0,0.0,0.0,0.006666666666666667
43,68,0.111938561424613,0.07641091735876032,163,0.0,0.0,0.006666666666666667,0.03333333333333333
44,70,0.11437634939327836,0.07826714941529832,165,0.0,0.0,0.0,0.03333333333333333
45,71,0.0005946541996672749,0.11727455544233907,66,0.03333333333333333,0.09,0.25,0.4066666666666667
46,72,0.09593283721245825,0.07399534789909219,151,0.0,0.0,0.006666666666666667,0.03666666666666667
47,74,0.04068830096162856,0.05065748671524779,101,0.0,0.0,0.013333333333333334,0.09
48,75,-0.17050463704392313,0.0833512168450658,17,0.11333333333333333,0.5366666666666666,0.89,0.9566666666666667
49,80,0.0965177945094183,0.04361475743435416,152,0.0,0.0,0.0033333333333333335,0.0
50,81,0.08566711029037834,0.05282945912847491,141,0.0,0.0,0.0033333333333333335,0.03666666666666667
51,82,0.09565823982469737,0.14354007500379246,150,0.006666666666666667,0.03,0.11333333333333333,0.18
52,83,-0.26861047386191783,0.18497776311975817,8,0.4533333333333333,0.64,0.8733333333333333,0.9466666666666667
53,85,-0.051833342909812924,0.08022656438987089,43,0.01,0.05,0.3333333333333333,0.6433333333333333
54,86,0.049643864175304774,0.10793520623905606,111,0.0033333333333333335,0.03333333333333333,0.11666666666666667,0.24333333333333335
55,87,0.21715593120083213,0.1100701091097634,191,0.0,0.0,0.01,0.02666666666666667
56,90,-0.2373339403234422,0.25177413041814767,11,0.42,0.6066666666666667,0.7266666666666667,0.8133333333333334
57,93,-0.2658331516524777,0.11228351967618619,9,0.56,0.8666666666666667,0.9733333333333334,0.9866666666666667
58,94,-0.29988796479068697,0.25703096213753646,6,0.5533333333333333,0.7,0.83,0.86
59,97,0.07255289516411721,0.11682162756329346,130,0.0,0.0,0.07666666666666666,0.23333333333333334
60,98,0.07586429854854941,0.06736958775700407,136,0.0,0.0,0.013333333333333334,0.06
61,100,-0.03649047096259892,0.07129196769227171,49,0.006666666666666667,0.04666666666666667,0.30666666666666664,0.6133333333333333
62,104,0.10794844380347059,0.051585708220165685,158,0.0,0.0,0.0,0.013333333333333334
63,105,-0.11750003112480044,0.12269738595084131,24,0.09333333333333334,0.28,0.6533333333333333,0.8133333333333334
64,106,0.00870393579825759,0.03867526177740242,74,0.0,0.0,0.02666666666666667,0.2
65,110,-0.16373768617399037,0.09041268653143422,18,0.16333333333333333,0.46,0.8766666666666667,0.9466666666666667
66,113,-0.008848155355080963,0.08302922388299369,61,0.0,0.013333333333333334,0.21,0.39666666666666667
67,114,0.07022659375332296,0.05008355190117958,127,0.0,0.0,0.0,0.02666666666666667
68,117,0.14437929769046604,0.04645515482289202,176,0.0,0.0,0.0,0.0
69,119,0.09222736053168773,0.04890475904092295,147,0.0,0.0,0.0,0.02666666666666667
70,120,-0.1377447363547981,0.09806927275710074,21,0.09666666666666666,0.36333333333333334,0.73,0.92
71,121,-0.011027156207710505,0.10746510530513498,58,0.006666666666666667,0.10666666666666667,0.2866666666666667,0.4033333333333333
72,124,0.03168853160925209,0.07507332799650611,88,0.0,0.006666666666666667,0.10666666666666667,0.18333333333333332
73,125,0.11006353316828608,0.04109066316960813,159,0.0,0.0,0.0,0.0033333333333333335
74,126,-0.10110644393600524,0.1523784158546617,26,0.17,0.3433333333333333,0.6066666666666667,0.6933333333333334
75,127,-0.059959062393754724,0.053702891675195506,39,0.0,0.016666666666666666,0.35,0.7566666666666667
76,131,0.2225199414603412,0.07110050148979477,192,0.0,0.0,0.0,0.0
77,132,0.0287882143445313,0.05921785682065138,83,0.0,0.0,0.023333333333333334,0.15666666666666668
78,133,0.07491858345456422,0.06813609390678574,133,0.0,0.0,0.0,0.04666666666666667
79,134,0.11048799435142427,0.054508270480408974,161,0.0,0.0,0.0,0.013333333333333334
80,135,0.053346136063337324,0.0665735924549598,117,0.0,0.0,0.016666666666666666,0.1
81,136,-0.20601692258380352,0.10419861908648623,13,0.27,0.6866666666666666,0.92,0.9733333333333334
82,138,-0.016366769578307867,0.07980602999900065,55,0.006666666666666667,0.043333333333333335,0.2733333333333333,0.4633333333333333
83,139,0.13382895730435848,0.05327002344087983,173,0.0,0.0,0.0,0.0033333333333333335
84,140,-0.024437615741044284,0.05792273242093182,52,0.0033333333333333335,0.016666666666666666,0.25,0.54
85,141,0.048432173687033356,0.04926543014597126,107,0.0,0.0,0.016666666666666666,0.08666666666666667
86,142,0.09226156119257212,0.09057391074045942,148,0.0,0.01,0.05333333333333334,0.11666666666666667
87,145,-0.11680616303347051,0.11397929323604432,25,0.12,0.35333333333333333,0.6,0.7766666666666666
88,146,0.15826167420949788,0.08076534503389869,182,0.0,0.0,0.01,0.02666666666666667
89,150,0.04759799796156585,0.06686396382676152,104,0.0,0.0,0.056666666666666664,0.17
90,151,0.023969746623188258,0.047970786954356116,81,0.0,0.0,0.01,0.16666666666666666
91,152,0.07324957492761314,0.043982417034726724,132,0.0,0.0,0.0,0.006666666666666667
92,156,0.029418353866785766,0.06343706872256513,84,0.0,0.0033333333333333335,0.04666666666666667,0.17
93,159,0.1580881153792143,0.07692611576257982,181,0.0,0.0,0.0,0.01
94,160,0.08970272104255855,0.03766368918572158,143,0.0,0.0,0.0,0.0
95,161,0.18611055916175245,0.05133496082646336,187,0.0,0.0,0.0,0.0
96,163,0.04823287986218929,0.05039113841695364,106,0.0,0.0,0.006666666666666667,0.09666666666666666
97,164,0.06205678944475949,0.050677589090488605,124,0.0,0.0,0.013333333333333334,0.043333333333333335
98,166,-0.04854273139499128,0.06362808149881198,44,0.0,0.006666666666666667,0.35,0.6666666666666666
99,168,-0.009669236205518246,0.1049695932214763,60,0.02,0.056666666666666664,0.24,0.46
100,171,0.05455133762676269,0.05801916099729233,118,0.0,0.0,0.006666666666666667,0.10333333333333333
101,172,0.11283982046879829,0.04936288222922334,164,0.0,0.0,0.0,0.0
102,173,0.03981184196192771,0.05102405757417232,97,0.0,0.0,0.02666666666666667,0.10666666666666667
103,174,0.01691266393987462,0.04845575942759583,77,0.0,0.006666666666666667,0.03333333333333333,0.18666666666666668
