matrix_column,original_demo_index,full100_mean_signed_influence,standard_error,ascending_rank,bootstrap_delete_probability_0.05,bootstrap_delete_probability_0.10,bootstrap_delete_probability_0.20,bootstrap_delete_probability_0.30
104,175,0.14915179258212447,0.06142087382065122,179,0.0,0.0,0.0,0.006666666666666667
105,176,0.07552822988480329,0.04466230350618441,134,0.0,0.0,0.0,0.013333333333333334
106,178,0.15629497823305427,0.08462668262231758,180,0.0,0.0,0.0,0.01
107,179,-0.09211183583829552,0.10110076485558864,29,0.07,0.2866666666666667,0.56,0.7233333333333334
108,180,-0.01108678488060832,0.06816302187748935,57,0.0,0.016666666666666666,0.18,0.46
109,181,0.11644574226578698,0.045164559039580617,166,0.0,0.0,0.0,0.0033333333333333335
110,183,0.007404885303694755,0.0693857266726424,72,0.0,0.006666666666666667,0.10666666666666667,0.2966666666666667
111,185,0.03787500136066228,0.052682727088066074,96,0.0,0.0,0.0033333333333333335,0.07333333333333333
112,186,0.051509801419451835,0.0534071826659834,115,0.0,0.0,0.013333333333333334,0.04666666666666667
113,187,0.12290654873475432,0.0511734091635878,167,0.0,0.0,0.0,0.0
114,188,-0.07507373462896794,0.06565017300986106,32,0.006666666666666667,0.06333333333333334,0.5333333333333333,0.8033333333333333
115,190,0.06012735987082124,0.045119302728952856,123,0.0,0.0,0.0,0.023333333333333334
116,191,-0.1441392957419157,0.10571131047364704,20,0.09,0.43666666666666665,0.7933333333333333,0.9366666666666666
117,194,-0.09444345787167549,0.11512753518619671,28,0.07666666666666666,0.27666666666666667,0.5966666666666667,0.6966666666666667
118,196,0.14555295285303146,0.04693198035846439,177,0.0,0.0,0.0,0.0
119,197,-0.21925060580484568,0.12482779969418305,12,0.32666666666666666,0.6866666666666666,0.8866666666666667,0.9433333333333334
120,198,-0.0009115848550572992,0.0738478413440543,65,0.0,0.006666666666666667,0.15,0.37666666666666665
121,200,0.05691027428023517,0.06412182862934963,119,0.0,0.0,0.013333333333333334,0.10333333333333333
122,201,-0.24993726006709038,0.14574957437325614,10,0.49666666666666665,0.7466666666666667,0.91,0.9333333333333333
123,202,0.13113954552449286,0.05649362753947692,171,0.0,0.0,0.0,0.0033333333333333335
124,203,0.16501060622744262,0.07685290083198,184,0.0,0.0,0.0033333333333333335,0.016666666666666666
125,204,0.008655825778841972,0.13883987059004513,73,0.023333333333333334,0.12333333333333334,0.27666666666666667,0.39
126,205,0.12716906174086035,0.0774027551621583,169,0.0,0.0,0.006666666666666667,0.03333333333333333
127,206,0.09519921170547604,0.05120659062762998,149,0.0,0.0,0.0,0.016666666666666666
128,208,0.05954852518159896,0.06749666858932277,121,0.0,0.0,0.02666666666666667,0.1
129,209,-0.06822879618266597,0.09935454134025687,36,0.06,0.14333333333333334,0.49,0.6666666666666666
130,210,0.049636378549039364,0.0847720593848231,110,0.0033333333333333335,0.01,0.06666666666666667,0.14666666666666667
131,211,0.07217142983339726,0.06476869545693369,129,0.0,0.0,0.01,0.056666666666666664
132,213,0.10134349572472275,0.04316825660870975,153,0.0,0.0,0.0,0.0
133,215,0.09097036219201982,0.07868265600521206,145,0.0,0.0,0.013333333333333334,0.09333333333333334
134,216,0.016365840565413237,0.06961524938196244,76,0.0,0.006666666666666667,0.12,0.31
135,217,0.05993531603598967,0.1290382492095727,122,0.01,0.04666666666666667,0.13,0.25333333333333335
136,218,0.04407832712400705,0.06490641887967011,102,0.0,0.0,0.02666666666666667,0.12333333333333334
137,219,0.0821225864533335,0.0367274392365161,140,0.0,0.0,0.0,0.0033333333333333335
138,220,-0.0731257695099339,0.07597405857490762,35,0.0033333333333333335,0.12333333333333334,0.49333333333333335,0.75
139,221,-0.13043221640400587,0.15880483517156097,23,0.18666666666666668,0.41,0.6033333333333334,0.71
140,222,0.0486876835860312,0.076439978841261,109,0.0,0.0033333333333333335,0.056666666666666664,0.20333333333333334
141,223,0.12680627363733948,0.11487876984345417,168,0.006666666666666667,0.006666666666666667,0.04,0.10666666666666667
142,224,-0.1826292736036703,0.10994216000140637,15,0.19,0.5833333333333334,0.8633333333333333,0.94
143,225,-0.18799959240481257,0.1704669766888945,14,0.29,0.49,0.7766666666666666,0.87
144,227,0.14709176476811991,0.06923128347690985,178,0.0,0.0,0.0,0.013333333333333334
145,228,0.1851138586830348,0.13351859772660862,186,0.0,0.0033333333333333335,0.006666666666666667,0.03333333333333333
146,230,-0.48183849489782005,0.22070458057228523,3,0.8633333333333333,0.9466666666666667,0.9866666666666667,0.98
147,234,-0.13475554639007897,0.11419237717216923,22,0.13,0.35333333333333333,0.7166666666666667,0.85
148,235,-0.02746889691799879,0.11474324194384004,51,0.02666666666666667,0.12,0.3466666666666667,0.47333333333333333
149,236,-0.2706375704612583,0.20290524506001928,7,0.47333333333333333,0.7466666666666667,0.8666666666666667,0.9033333333333333
150,237,-0.05828369477763772,0.06583868145872221,40,0.0,0.043333333333333335,0.42333333333333334,0.6966666666666667
151,239,-0.0570360434264876,0.09711139379848044,41,0.04,0.13666666666666666,0.4633333333333333,0.62
152,242,-0.0748723943112418,0.1004112428153082,33,0.04666666666666667,0.18,0.46,0.6966666666666667
153,243,-0.4984380961209536,0.3305730845007392,1,0.7866666666666666,0.88,0.9366666666666666,0.96
154,244,-0.03691940761636943,0.0695062467420968,48,0.0,0.03333333333333333,0.27,0.5566666666666666
155,247,-0.4890995060373098,0.24381069317716714,2,0.8833333333333333,0.9166666666666666,0.94,0.99
156,250,-0.060159410685300826,0.05006559088019165,38,0.0,0.03,0.4266666666666667,0.81
157,253,0.046846182532608506,0.18122080172883911,103,0.043333333333333335,0.09333333333333334,0.23666666666666666,0.3566666666666667
158,254,-0.019055570550262926,0.042343972387349986,53,0.0,0.0,0.08666666666666667,0.43
159,255,0.21703618183732032,0.1071523588820179,190,0.0,0.006666666666666667,0.006666666666666667,0.016666666666666666
160,256,-0.07844883036799728,0.0556995330370579,31,0.0,0.06666666666666667,0.56,0.8333333333333334
161,257,-0.010405340883880853,0.06575832829852957,59,0.0,0.01,0.15666666666666668,0.3566666666666667
162,258,-0.05206329762004316,0.05924130528800893,42,0.0,0.02666666666666667,0.35,0.72
163,259,0.050102416779845955,0.10106242730047495,113,0.0033333333333333335,0.016666666666666666,0.12333333333333334,0.23333333333333334
164,260,0.08864267110824585,0.06598240084113514,142,0.0,0.0,0.0033333333333333335,0.02
165,261,-0.31545191746670753,0.17953198675721854,5,0.6133333333333333,0.78,0.94,0.9833333333333333
166,262,-0.011089849015697838,0.06410285471469973,56,0.0,0.016666666666666666,0.15,0.42
167,263,0.004457424539141357,0.07239176155369627,70,0.0,0.016666666666666666,0.16,0.31333333333333335
168,265,-0.018356310687959194,0.06120995322004451,54,0.0,0.0033333333333333335,0.12,0.4633333333333333
169,268,0.08974840444978327,0.057359867598282654,144,0.0,0.0,0.006666666666666667,0.02666666666666667
170,269,-0.1497368034068495,0.17269271216284293,19,0.24,0.43333333333333335,0.62,0.7633333333333333
171,270,0.19112383658066392,0.11847572534523539,189,0.0,0.0,0.0,0.013333333333333334
172,271,-0.08881631860509515,0.13003218408963435,30,0.07,0.31,0.56,0.6866666666666666
173,272,0.04808522790670395,0.07820540880936444,105,0.0,0.0,0.043333333333333335,0.14666666666666667
174,273,-0.0009145732410252095,0.0578158754568309,64,0.0,0.01,0.14666666666666667,0.34
175,274,0.005093771670944988,0.05225486524855101,71,0.0,0.0,0.06666666666666667,0.27666666666666667
176,275,0.07081733911531046,0.07974921578508957,128,0.0,0.0,0.04,0.13666666666666666
177,276,0.0301487254537642,0.1083484359266216,86,0.023333333333333334,0.06666666666666667,0.17,0.31333333333333335
178,278,0.0644007805455476,0.05632992173852134,125,0.0,0.0,0.01,0.06666666666666667
179,279,0.013759772195480763,0.04966521734808159,75,0.0,0.0,0.07666666666666666,0.21333333333333335
180,280,0.021019695289433003,0.08708223857579053,80,0.0033333333333333335,0.02,0.12666666666666668,0.30333333333333334
181,286,0.10535319474292919,0.056969563744849606,156,0.0,0.0,0.0,0.0033333333333333335
182,287,0.1340721162362024,0.061871759372718285,174,0.0,0.0,0.0,0.0033333333333333335
183,289,-0.09633643411099911,0.10562665281807557,27,0.03,0.27,0.5866666666666667,0.7666666666666667
184,290,-0.17644371708855033,0.11123085697967845,16,0.18,0.44,0.8333333333333334,0.96
185,291,0.04045191843062639,0.05110957453286689,99,0.0,0.0,0.01,0.09
186,292,0.03236091872677207,0.051124974720519224,89,0.0,0.0,0.02666666666666667,0.16
187,294,0.037694699184503404,0.053257950670180895,95,0.0,0.0,0.043333333333333335,0.10666666666666667
188,296,0.18509259905898945,0.0558958520536223,185,0.0,0.0,0.0,0.0
189,297,0.15866379003040493,0.06883607199744722,183,0.0,0.0,0.0,0.006666666666666667
190,298,0.18788119078613819,0.0783468591447359,188,0.0,0.0,0.0033333333333333335,0.0
191,299,-0.006343086306005716,0.10885453348471194,62,0.006666666666666667,0.07,0.26,0.4266666666666667
