budget,proportion,delete_k,matrix_column,original_demo_index,deletion_frequency
25,0.05,10,36,57,0.002
25,0.05,10,37,60,0.001
25,0.05,10,38,62,0.008
25,0.05,10,39,64,0.487
25,0.05,10,40,65,0.018
25,0.05,10,41,66,0.0
25,0.05,10,42,67,0.0
25,0.05,10,43,68,0.0
25,0.05,10,44,70,0.0
25,0.05,10,45,71,0.059
25,0.05,10,46,72,0.0
25,0.05,10,47,74,0.0
25,0.05,10,48,75,0.123
25,0.05,10,49,80,0.0
25,0.05,10,50,81,0.002
25,0.05,10,51,82,0.046
25,0.05,10,52,83,0.331
25,0.05,10,53,85,0.012
25,0.05,10,54,86,0.015
25,0.05,10,55,87,0.006
25,0.05,10,56,90,0.4
25,0.05,10,57,93,0.343
25,0.05,10,58,94,0.361
25,0.05,10,59,97,0.001
25,0.05,10,60,98,0.0
25,0.05,10,61,100,0.028
25,0.05,10,62,104,0.0
25,0.05,10,63,105,0.175
25,0.05,10,64,106,0.0
25,0.05,10,65,110,0.136
25,0.05,10,66,113,0.008
25,0.05,10,67,114,0.0
25,0.05,10,68,117,0.0
25,0.05,10,69,119,0.0
25,0.05,10,70,120,0.148
25,0.05,10,71,121,0.059
25,0.05,10,72,124,0.008
25,0.05,10,73,125,0.0
25,0.05,10,74,126,0.196
25,0.05,10,75,127,0.0
25,0.05,10,76,131,0.0
25,0.05,10,77,132,0.0
25,0.05,10,78,133,0.001
25,0.05,10,79,134,0.0
25,0.05,10,80,135,0.0
25,0.05,10,81,136,0.247
25,0.05,10,82,138,0.028
25,0.05,10,83,139,0.0
25,0.05,10,84,140,0.005
25,0.05,10,85,141,0.0
25,0.05,10,86,142,0.011
25,0.05,10,87,145,0.175
25,0.05,10,88,146,0.002
25,0.05,10,89,150,0.003
25,0.05,10,90,151,0.0
25,0.05,10,91,152,0.0
25,0.05,10,92,156,0.002
25,0.05,10,93,159,0.0
25,0.05,10,94,160,0.0
25,0.05,10,95,161,0.0
