budget,proportion,delete_k,matrix_column,original_demo_index,deletion_frequency
25,0.05,10,96,163,0.0
25,0.05,10,97,164,0.0
25,0.05,10,98,166,0.003
25,0.05,10,99,168,0.053
25,0.05,10,100,171,0.0
25,0.05,10,101,172,0.0
25,0.05,10,102,173,0.002
25,0.05,10,103,174,0.001
25,0.05,10,104,175,0.0
25,0.05,10,105,176,0.0
25,0.05,10,106,178,0.0
25,0.05,10,107,179,0.081
25,0.05,10,108,180,0.007
25,0.05,10,109,181,0.0
25,0.05,10,110,183,0.002
25,0.05,10,111,185,0.0
25,0.05,10,112,186,0.001
25,0.05,10,113,187,0.0
25,0.05,10,114,188,0.006
25,0.05,10,115,190,0.0
25,0.05,10,116,191,0.098
25,0.05,10,117,194,0.1
25,0.05,10,118,196,0.0
25,0.05,10,119,197,0.277
25,0.05,10,120,198,0.004
25,0.05,10,121,200,0.001
25,0.05,10,122,201,0.384
25,0.05,10,123,202,0.0
25,0.05,10,124,203,0.0
25,0.05,10,125,204,0.101
25,0.05,10,126,205,0.001
25,0.05,10,127,206,0.0
25,0.05,10,128,208,0.003
25,0.05,10,129,209,0.118
25,0.05,10,130,210,0.017
25,0.05,10,131,211,0.0
25,0.05,10,132,213,0.0
25,0.05,10,133,215,0.011
25,0.05,10,134,216,0.015
25,0.05,10,135,217,0.066
25,0.05,10,136,218,0.0
25,0.05,10,137,219,0.0
25,0.05,10,138,220,0.037
25,0.05,10,139,221,0.266
25,0.05,10,140,222,0.011
25,0.05,10,141,223,0.023
25,0.05,10,142,224,0.193
25,0.05,10,143,225,0.327
25,0.05,10,144,227,0.001
25,0.05,10,145,228,0.007
25,0.05,10,146,230,0.648
25,0.05,10,147,234,0.179
25,0.05,10,148,235,0.107
25,0.05,10,149,236,0.404
25,0.05,10,150,237,0.008
25,0.05,10,151,239,0.08
25,0.05,10,152,242,0.092
25,0.05,10,153,243,0.562
25,0.05,10,154,244,0.006
25,0.05,10,155,247,0.665
25,0.05,10,156,250,0.005
25,0.05,10,157,253,0.108
25,0.05,10,158,254,0.0
25,0.05,10,159,255,0.002
25,0.05,10,160,256,0.013
25,0.05,10,161,257,0.004
25,0.05,10,162,258,0.003
25,0.05,10,163,259,0.01
25,0.05,10,164,260,0.0
25,0.05,10,165,261,0.428
25,0.05,10,166,262,0.002
25,0.05,10,167,263,0.009
25,0.05,10,168,265,0.001
25,0.05,10,169,268,0.0
25,0.05,10,170,269,0.262
25,0.05,10,171,270,0.0
25,0.05,10,172,271,0.132
25,0.05,10,173,272,0.0
25,0.05,10,174,273,0.007
25,0.05,10,175,274,0.0
25,0.05,10,176,275,0.001
25,0.05,10,177,276,0.062
25,0.05,10,178,278,0.0
25,0.05,10,179,279,0.0
25,0.05,10,180,280,0.013
25,0.05,10,181,286,0.001
25,0.05,10,182,287,0.0
25,0.05,10,183,289,0.107
25,0.05,10,184,290,0.241
25,0.05,10,185,291,0.0
25,0.05,10,186,292,0.0
25,0.05,10,187,294,0.0
25,0.05,10,188,296,0.0
25,0.05,10,189,297,0.0
25,0.05,10,190,298,0.0
25,0.05,10,191,299,0.048
25,0.1,19,0,0,0.001
25,0.1,19,1,1,0.001
25,0.1,19,2,3,0.0
25,0.1,19,3,5,0.057
25,0.1,19,4,6,0.002
25,0.1,19,5,7,0.062
25,0.1,19,6,11,0.001
25,0.1,19,7,13,0.0
25,0.1,19,8,15,0.0
25,0.1,19,9,16,0.0
25,0.1,19,10,18,0.013
25,0.1,19,11,19,0.0
25,0.1,19,12,20,0.004
25,0.1,19,13,21,0.003
25,0.1,19,14,27,0.0
25,0.1,19,15,28,0.01
25,0.1,19,16,30,0.0
25,0.1,19,17,31,0.0
25,0.1,19,18,32,0.001
25,0.1,19,19,33,0.126
25,0.1,19,20,34,0.003
25,0.1,19,21,35,0.008
25,0.1,19,22,36,0.002
25,0.1,19,23,37,0.007
25,0.1,19,24,38,0.002
25,0.1,19,25,39,0.004
25,0.1,19,26,41,0.1
25,0.1,19,27,42,0.004
25,0.1,19,28,44,0.071
25,0.1,19,29,45,0.0
25,0.1,19,30,47,0.007
25,0.1,19,31,48,0.001
25,0.1,19,32,50,0.191
25,0.1,19,33,52,0.012
25,0.1,19,34,53,0.006
25,0.1,19,35,55,0.091
25,0.1,19,36,57,0.035
25,0.1,19,37,60,0.03
25,0.1,19,38,62,0.043
25,0.1,19,39,64,0.548
25,0.1,19,40,65,0.077
25,0.1,19,41,66,0.005
25,0.1,19,42,67,0.001
25,0.1,19,43,68,0.006
25,0.1,19,44,70,0.016
25,0.1,19,45,71,0.158
25,0.1,19,46,72,0.003
25,0.1,19,47,74,0.004
25,0.1,19,48,75,0.374
25,0.1,19,49,80,0.0
25,0.1,19,50,81,0.012
25,0.1,19,51,82,0.117
25,0.1,19,52,83,0.461
25,0.1,19,53,85,0.109
25,0.1,19,54,86,0.083
25,0.1,19,55,87,0.011
25,0.1,19,56,90,0.476
25,0.1,19,57,93,0.602
25,0.1,19,58,94,0.466
25,0.1,19,59,97,0.042
25,0.1,19,60,98,0.008
25,0.1,19,61,100,0.126
25,0.1,19,62,104,0.001
25,0.1,19,63,105,0.333
25,0.1,19,64,106,0.011
25,0.1,19,65,110,0.384
25,0.1,19,66,113,0.076
25,0.1,19,67,114,0.0
25,0.1,19,68,117,0.0
25,0.1,19,69,119,0.0
25,0.1,19,70,120,0.269
25,0.1,19,71,121,0.139
25,0.1,19,72,124,0.041
25,0.1,19,73,125,0.001
25,0.1,19,74,126,0.3
25,0.1,19,75,127,0.043
25,0.1,19,76,131,0.0
25,0.1,19,77,132,0.005
25,0.1,19,78,133,0.006
25,0.1,19,79,134,0.001
25,0.1,19,80,135,0.004
25,0.1,19,81,136,0.482
25,0.1,19,82,138,0.118
25,0.1,19,83,139,0.0
25,0.1,19,84,140,0.065
25,0.1,19,85,141,0.004
25,0.1,19,86,142,0.057
25,0.1,19,87,145,0.287
25,0.1,19,88,146,0.007
25,0.1,19,89,150,0.028
25,0.1,19,90,151,0.007
25,0.1,19,91,152,0.0
25,0.1,19,92,156,0.024
25,0.1,19,93,159,0.001
25,0.1,19,94,160,0.0
25,0.1,19,95,161,0.0
25,0.1,19,96,163,0.008
25,0.1,19,97,164,0.001
25,0.1,19,98,166,0.072
25,0.1,19,99,168,0.143
25,0.1,19,100,171,0.01
25,0.1,19,101,172,0.0
25,0.1,19,102,173,0.011
25,0.1,19,103,174,0.011
25,0.1,19,104,175,0.0
25,0.1,19,105,176,0.001
25,0.1,19,106,178,0.0
25,0.1,19,107,179,0.245
25,0.1,19,108,180,0.062
25,0.1,19,109,181,0.002
25,0.1,19,110,183,0.032
25,0.1,19,111,185,0.001
25,0.1,19,112,186,0.008
25,0.1,19,113,187,0.002
25,0.1,19,114,188,0.11
25,0.1,19,115,190,0.002
25,0.1,19,116,191,0.359
25,0.1,19,117,194,0.269
25,0.1,19,118,196,0.0
25,0.1,19,119,197,0.463
25,0.1,19,120,198,0.033
25,0.1,19,121,200,0.006
25,0.1,19,122,201,0.602
25,0.1,19,123,202,0.0
25,0.1,19,124,203,0.006
25,0.1,19,125,204,0.198
25,0.1,19,126,205,0.009
25,0.1,19,127,206,0.001
25,0.1,19,128,208,0.017
25,0.1,19,129,209,0.271
25,0.1,19,130,210,0.062
25,0.1,19,131,211,0.006
25,0.1,19,132,213,0.001
25,0.1,19,133,215,0.032
25,0.1,19,134,216,0.073
25,0.1,19,135,217,0.136
25,0.1,19,136,218,0.014
25,0.1,19,137,219,0.001
25,0.1,19,138,220,0.162
25,0.1,19,139,221,0.399
25,0.1,19,140,222,0.051
25,0.1,19,141,223,0.056
25,0.1,19,142,224,0.452
25,0.1,19,143,225,0.418
25,0.1,19,144,227,0.003
25,0.1,19,145,228,0.026
25,0.1,19,146,230,0.776
25,0.1,19,147,234,0.38
25,0.1,19,148,235,0.213
25,0.1,19,149,236,0.556
25,0.1,19,150,237,0.088
25,0.1,19,151,239,0.209
25,0.1,19,152,242,0.212
25,0.1,19,153,243,0.602
25,0.1,19,154,244,0.073
25,0.1,19,155,247,0.766
25,0.1,19,156,250,0.051
25,0.1,19,157,253,0.191
25,0.1,19,158,254,0.005
25,0.1,19,159,255,0.011
25,0.1,19,160,256,0.115
25,0.1,19,161,257,0.046
25,0.1,19,162,258,0.049
25,0.1,19,163,259,0.051
25,0.1,19,164,260,0.004
25,0.1,19,165,261,0.558
25,0.1,19,166,262,0.033
25,0.1,19,167,263,0.061
25,0.1,19,168,265,0.021
25,0.1,19,169,268,0.003
25,0.1,19,170,269,0.348
25,0.1,19,171,270,0.006
25,0.1,19,172,271,0.344
25,0.1,19,173,272,0.01
25,0.1,19,174,273,0.046
25,0.1,19,175,274,0.007
25,0.1,19,176,275,0.03
25,0.1,19,177,276,0.136
25,0.1,19,178,278,0.005
25,0.1,19,179,279,0.014
25,0.1,19,180,280,0.063
25,0.1,19,181,286,0.002
25,0.1,19,182,287,0.001
25,0.1,19,183,289,0.264
25,0.1,19,184,290,0.317
25,0.1,19,185,291,0.003
25,0.1,19,186,292,0.01
25,0.1,19,187,294,0.012
25,0.1,19,188,296,0.0
25,0.1,19,189,297,0.0
25,0.1,19,190,298,0.0
25,0.1,19,191,299,0.164
25,0.2,38,0,0,0.014
25,0.2,38,1,1,0.043
25,0.2,38,2,3,0.008
25,0.2,38,3,5,0.279
25,0.2,38,4,6,0.028
25,0.2,38,5,7,0.269
25,0.2,38,6,11,0.036
25,0.2,38,7,13,0.004
25,0.2,38,8,15,0.013
25,0.2,38,9,16,0.005
25,0.2,38,10,18,0.104
25,0.2,38,11,19,0.005
25,0.2,38,12,20,0.042
25,0.2,38,13,21,0.091
25,0.2,38,14,27,0.014
25,0.2,38,15,28,0.115
25,0.2,38,16,30,0.007
25,0.2,38,17,31,0.01
25,0.2,38,18,32,0.007
25,0.2,38,19,33,0.357
25,0.2,38,20,34,0.06
25,0.2,38,21,35,0.13
25,0.2,38,22,36,0.068
25,0.2,38,23,37,0.088
25,0.2,38,24,38,0.02
25,0.2,38,25,39,0.036
25,0.2,38,26,41,0.32
25,0.2,38,27,42,0.042
25,0.2,38,28,44,0.268
25,0.2,38,29,45,0.001
25,0.2,38,30,47,0.102
25,0.2,38,31,48,0.016
25,0.2,38,32,50,0.429
25,0.2,38,33,52,0.089
25,0.2,38,34,53,0.078
25,0.2,38,35,55,0.214
25,0.2,38,36,57,0.133
25,0.2,38,37,60,0.136
25,0.2,38,38,62,0.122
25,0.2,38,39,64,0.582
25,0.2,38,40,65,0.206
25,0.2,38,41,66,0.059
25,0.2,38,42,67,0.017
25,0.2,38,43,68,0.053
25,0.2,38,44,70,0.062
25,0.2,38,45,71,0.337
25,0.2,38,46,72,0.053
25,0.2,38,47,74,0.066
25,0.2,38,48,75,0.683
25,0.2,38,49,80,0.007
25,0.2,38,50,81,0.042
25,0.2,38,51,82,0.198
25,0.2,38,52,83,0.653
25,0.2,38,53,85,0.362
25,0.2,38,54,86,0.205
25,0.2,38,55,87,0.047
25,0.2,38,56,90,0.55
25,0.2,38,57,93,0.822
25,0.2,38,58,94,0.592
25,0.2,38,59,97,0.204
25,0.2,38,60,98,0.058
25,0.2,38,61,100,0.345
25,0.2,38,62,104,0.011
25,0.2,38,63,105,0.485
25,0.2,38,64,106,0.098
25,0.2,38,65,110,0.65
25,0.2,38,66,113,0.253
25,0.2,38,67,114,0.016
25,0.2,38,68,117,0.001
25,0.2,38,69,119,0.017
25,0.2,38,70,120,0.521
25,0.2,38,71,121,0.308
25,0.2,38,72,124,0.168
25,0.2,38,73,125,0.008
25,0.2,38,74,126,0.441
25,0.2,38,75,127,0.321
25,0.2,38,76,131,0.001
25,0.2,38,77,132,0.081
25,0.2,38,78,133,0.052
25,0.2,38,79,134,0.02
25,0.2,38,80,135,0.066
25,0.2,38,81,136,0.722
25,0.2,38,82,138,0.296
25,0.2,38,83,139,0.007
25,0.2,38,84,140,0.235
25,0.2,38,85,141,0.06
25,0.2,38,86,142,0.142
25,0.2,38,87,145,0.47
25,0.2,38,88,146,0.046
25,0.2,38,89,150,0.119
25,0.2,38,90,151,0.074
25,0.2,38,91,152,0.012
25,0.2,38,92,156,0.143
25,0.2,38,93,159,0.014
25,0.2,38,94,160,0.004
25,0.2,38,95,161,0.001
25,0.2,38,96,163,0.044
25,0.2,38,97,164,0.027
25,0.2,38,98,166,0.306
25,0.2,38,99,168,0.285
25,0.2,38,100,171,0.07
25,0.2,38,101,172,0.01
25,0.2,38,102,173,0.103
25,0.2,38,103,174,0.099
25,0.2,38,104,175,0.01
25,0.2,38,105,176,0.021
25,0.2,38,106,178,0.019
25,0.2,38,107,179,0.455
25,0.2,38,108,180,0.232
25,0.2,38,109,181,0.007
25,0.2,38,110,183,0.162
25,0.2,38,111,185,0.047
25,0.2,38,112,186,0.052
25,0.2,38,113,187,0.016
25,0.2,38,114,188,0.435
25,0.2,38,115,190,0.032
25,0.2,38,116,191,0.592
25,0.2,38,117,194,0.477
25,0.2,38,118,196,0.001
25,0.2,38,119,197,0.674
25,0.2,38,120,198,0.189
25,0.2,38,121,200,0.068
25,0.2,38,122,201,0.725
25,0.2,38,123,202,0.012
25,0.2,38,124,203,0.035
25,0.2,38,125,204,0.331
25,0.2,38,126,205,0.056
25,0.2,38,127,206,0.023
25,0.2,38,128,208,0.113
25,0.2,38,129,209,0.432
25,0.2,38,130,210,0.157
25,0.2,38,131,211,0.056
25,0.2,38,132,213,0.004
25,0.2,38,133,215,0.103
25,0.2,38,134,216,0.204
25,0.2,38,135,217,0.194
25,0.2,38,136,218,0.092
25,0.2,38,137,219,0.007
25,0.2,38,138,220,0.423
25,0.2,38,139,221,0.532
25,0.2,38,140,222,0.172
25,0.2,38,141,223,0.145
25,0.2,38,142,224,0.66
25,0.2,38,143,225,0.546
25,0.2,38,144,227,0.03
25,0.2,38,145,228,0.09
25,0.2,38,146,230,0.843
25,0.2,38,147,234,0.555
25,0.2,38,148,235,0.341
25,0.2,38,149,236,0.692
25,0.2,38,150,237,0.349
25,0.2,38,151,239,0.385
25,0.2,38,152,242,0.379
25,0.2,38,153,243,0.649
25,0.2,38,154,244,0.299
25,0.2,38,155,247,0.843
25,0.2,38,156,250,0.342
25,0.2,38,157,253,0.307
25,0.2,38,158,254,0.111
25,0.2,38,159,255,0.052
25,0.2,38,160,256,0.422
25,0.2,38,161,257,0.212
25,0.2,38,162,258,0.325
25,0.2,38,163,259,0.186
25,0.2,38,164,260,0.037
25,0.2,38,165,261,0.729
25,0.2,38,166,262,0.204
25,0.2,38,167,263,0.218
25,0.2,38,168,265,0.206
25,0.2,38,169,268,0.029
25,0.2,38,170,269,0.486
25,0.2,38,171,270,0.032
25,0.2,38,172,271,0.578
25,0.2,38,173,272,0.112
25,0.2,38,174,273,0.178
25,0.2,38,175,274,0.112
25,0.2,38,176,275,0.106
25,0.2,38,177,276,0.225
25,0.2,38,178,278,0.039
25,0.2,38,179,279,0.118
25,0.2,38,180,280,0.181
25,0.2,38,181,286,0.022
25,0.2,38,182,287,0.016
25,0.2,38,183,289,0.452
25,0.2,38,184,290,0.596
25,0.2,38,185,291,0.065
25,0.2,38,186,292,0.09
25,0.2,38,187,294,0.085
25,0.2,38,188,296,0.0
25,0.2,38,189,297,0.013
25,0.2,38,190,298,0.014
25,0.2,38,191,299,0.321
25,0.3,58,0,0,0.112
25,0.3,58,1,1,0.164
25,0.3,58,2,3,0.063
25,0.3,58,3,5,0.496
25,0.3,58,4,6,0.133
25,0.3,58,5,7,0.46
25,0.3,58,6,11,0.232
25,0.3,58,7,13,0.033
25,0.3,58,8,15,0.066
25,0.3,58,9,16,0.051
25,0.3,58,10,18,0.247
25,0.3,58,11,19,0.072
25,0.3,58,12,20,0.097
25,0.3,58,13,21,0.301
25,0.3,58,14,27,0.058
25,0.3,58,15,28,0.309
25,0.3,58,16,30,0.046
25,0.3,58,17,31,0.115
25,0.3,58,18,32,0.063
25,0.3,58,19,33,0.547
25,0.3,58,20,34,0.189
25,0.3,58,21,35,0.308
25,0.3,58,22,36,0.218
25,0.3,58,23,37,0.223
25,0.3,58,24,38,0.13
25,0.3,58,25,39,0.122
25,0.3,58,26,41,0.511
25,0.3,58,27,42,0.124
25,0.3,58,28,44,0.464
25,0.3,58,29,45,0.012
25,0.3,58,30,47,0.307
25,0.3,58,31,48,0.091
25,0.3,58,32,50,0.569
25,0.3,58,33,52,0.204
25,0.3,58,34,53,0.2
25,0.3,58,35,55,0.319
25,0.3,58,36,57,0.245
25,0.3,58,37,60,0.276
25,0.3,58,38,62,0.2
25,0.3,58,39,64,0.617
25,0.3,58,40,65,0.329
25,0.3,58,41,66,0.116
25,0.3,58,42,67,0.061
25,0.3,58,43,68,0.138
25,0.3,58,44,70,0.124
25,0.3,58,45,71,0.448
25,0.3,58,46,72,0.136
25,0.3,58,47,74,0.184
25,0.3,58,48,75,0.825
25,0.3,58,49,80,0.038
25,0.3,58,50,81,0.106
25,0.3,58,51,82,0.251
25,0.3,58,52,83,0.763
25,0.3,58,53,85,0.537
25,0.3,58,54,86,0.325
25,0.3,58,55,87,0.093
25,0.3,58,56,90,0.621
25,0.3,58,57,93,0.897
25,0.3,58,58,94,0.67
25,0.3,58,59,97,0.362
25,0.3,58,60,98,0.177
25,0.3,58,61,100,0.488
25,0.3,58,62,104,0.057
25,0.3,58,63,105,0.61
25,0.3,58,64,106,0.277
25,0.3,58,65,110,0.772
25,0.3,58,66,113,0.417
25,0.3,58,67,114,0.094
25,0.3,58,68,117,0.005
25,0.3,58,69,119,0.062
25,0.3,58,70,120,0.691
25,0.3,58,71,121,0.392
25,0.3,58,72,124,0.299
25,0.3,58,73,125,0.027
25,0.3,58,74,126,0.558
25,0.3,58,75,127,0.6
25,0.3,58,76,131,0.003
25,0.3,58,77,132,0.223
25,0.3,58,78,133,0.163
25,0.3,58,79,134,0.067
25,0.3,58,80,135,0.175
25,0.3,58,81,136,0.831
25,0.3,58,82,138,0.422
25,0.3,58,83,139,0.024
25,0.3,58,84,140,0.424
25,0.3,58,85,141,0.17
25,0.3,58,86,142,0.201
25,0.3,58,87,145,0.604
25,0.3,58,88,146,0.089
25,0.3,58,89,150,0.239
25,0.3,58,90,151,0.212
25,0.3,58,91,152,0.07
25,0.3,58,92,156,0.276
25,0.3,58,93,159,0.061
25,0.3,58,94,160,0.021
25,0.3,58,95,161,0.006
25,0.3,58,96,163,0.17
25,0.3,58,97,164,0.117
25,0.3,58,98,166,0.499
25,0.3,58,99,168,0.4
25,0.3,58,100,171,0.169
25,0.3,58,101,172,0.04
25,0.3,58,102,173,0.212
25,0.3,58,103,174,0.25
25,0.3,58,104,175,0.032
25,0.3,58,105,176,0.086
25,0.3,58,106,178,0.081
25,0.3,58,107,179,0.58
25,0.3,58,108,180,0.414
25,0.3,58,109,181,0.031
25,0.3,58,110,183,0.311
25,0.3,58,111,185,0.179
25,0.3,58,112,186,0.157
25,0.3,58,113,187,0.045
25,0.3,58,114,188,0.638
25,0.3,58,115,190,0.12
25,0.3,58,116,191,0.723
25,0.3,58,117,194,0.585
25,0.3,58,118,196,0.009
25,0.3,58,119,197,0.79
25,0.3,58,120,198,0.377
25,0.3,58,121,200,0.196
25,0.3,58,122,201,0.809
25,0.3,58,123,202,0.05
25,0.3,58,124,203,0.072
25,0.3,58,125,204,0.42
25,0.3,58,126,205,0.117
25,0.3,58,127,206,0.074
25,0.3,58,128,208,0.22
25,0.3,58,129,209,0.55
25,0.3,58,130,210,0.256
25,0.3,58,131,211,0.177
25,0.3,58,132,213,0.02
25,0.3,58,133,215,0.172
25,0.3,58,134,216,0.304
25,0.3,58,135,217,0.238
25,0.3,58,136,218,0.23
25,0.3,58,137,219,0.043
25,0.3,58,138,220,0.59
25,0.3,58,139,221,0.611
25,0.3,58,140,222,0.298
25,0.3,58,141,223,0.212
25,0.3,58,142,224,0.775
25,0.3,58,143,225,0.62
25,0.3,58,144,227,0.063
25,0.3,58,145,228,0.149
25,0.3,58,146,230,0.874
25,0.3,58,147,234,0.669
25,0.3,58,148,235,0.421
25,0.3,58,149,236,0.75
25,0.3,58,150,237,0.519
25,0.3,58,151,239,0.51
25,0.3,58,152,242,0.507
25,0.3,58,153,243,0.699
25,0.3,58,154,244,0.485
25,0.3,58,155,247,0.889
25,0.3,58,156,250,0.598
25,0.3,58,157,253,0.366
25,0.3,58,158,254,0.347
25,0.3,58,159,255,0.08
25,0.3,58,160,256,0.646
25,0.3,58,161,257,0.379
25,0.3,58,162,258,0.558
25,0.3,58,163,259,0.321
25,0.3,58,164,260,0.12
25,0.3,58,165,261,0.825
25,0.3,58,166,262,0.371
25,0.3,58,167,263,0.377
25,0.3,58,168,265,0.388
25,0.3,58,169,268,0.105
25,0.3,58,170,269,0.584
25,0.3,58,171,270,0.099
25,0.3,58,172,271,0.682
25,0.3,58,173,272,0.25
25,0.3,58,174,273,0.33
25,0.3,58,175,274,0.296
25,0.3,58,176,275,0.217
25,0.3,58,177,276,0.282
25,0.3,58,178,278,0.128
25,0.3,58,179,279,0.261
25,0.3,58,180,280,0.289
25,0.3,58,181,286,0.092
25,0.3,58,182,287,0.049
25,0.3,58,183,289,0.598
25,0.3,58,184,290,0.791
25,0.3,58,185,291,0.181
25,0.3,58,186,292,0.22
25,0.3,58,187,294,0.212
25,0.3,58,188,296,0.003
25,0.3,58,189,297,0.04
25,0.3,58,190,298,0.041
25,0.3,58,191,299,0.445
50,0.05,10,0,0,0.0
50,0.05,10,1,1,0.0
50,0.05,10,2,3,0.0
50,0.05,10,3,5,0.0
50,0.05,10,4,6,0.0
50,0.05,10,5,7,0.0
50,0.05,10,6,11,0.0
50,0.05,10,7,13,0.0
50,0.05,10,8,15,0.0
50,0.05,10,9,16,0.0
50,0.05,10,10,18,0.0
50,0.05,10,11,19,0.0
50,0.05,10,12,20,0.0
50,0.05,10,13,21,0.0
50,0.05,10,14,27,0.0
50,0.05,10,15,28,0.0
50,0.05,10,16,30,0.0
50,0.05,10,17,31,0.0
50,0.05,10,18,32,0.0
50,0.05,10,19,33,0.003
50,0.05,10,20,34,0.0
50,0.05,10,21,35,0.0
50,0.05,10,22,36,0.0
50,0.05,10,23,37,0.0
50,0.05,10,24,38,0.0
50,0.05,10,25,39,0.0
50,0.05,10,26,41,0.0
50,0.05,10,27,42,0.0
50,0.05,10,28,44,0.0
50,0.05,10,29,45,0.0
50,0.05,10,30,47,0.0
50,0.05,10,31,48,0.0
50,0.05,10,32,50,0.015
50,0.05,10,33,52,0.0
50,0.05,10,34,53,0.0
50,0.05,10,35,55,0.001
50,0.05,10,36,57,0.0
50,0.05,10,37,60,0.0
50,0.05,10,38,62,0.0
50,0.05,10,39,64,0.615
50,0.05,10,40,65,0.002
50,0.05,10,41,66,0.0
50,0.05,10,42,67,0.0
50,0.05,10,43,68,0.0
50,0.05,10,44,70,0.0
50,0.05,10,45,71,0.014
50,0.05,10,46,72,0.0
50,0.05,10,47,74,0.0
50,0.05,10,48,75,0.106
50,0.05,10,49,80,0.0
50,0.05,10,50,81,0.0
50,0.05,10,51,82,0.003
50,0.05,10,52,83,0.504
50,0.05,10,53,85,0.0
50,0.05,10,54,86,0.001
50,0.05,10,55,87,0.0
50,0.05,10,56,90,0.47
50,0.05,10,57,93,0.494
50,0.05,10,58,94,0.561
50,0.05,10,59,97,0.0
50,0.05,10,60,98,0.0
50,0.05,10,61,100,0.003
50,0.05,10,62,104,0.0
50,0.05,10,63,105,0.098
50,0.05,10,64,106,0.0
50,0.05,10,65,110,0.116
50,0.05,10,66,113,0.001
50,0.05,10,67,114,0.0
50,0.05,10,68,117,0.0
50,0.05,10,69,119,0.0
50,0.05,10,70,120,0.097
50,0.05,10,71,121,0.004
50,0.05,10,72,124,0.001
50,0.05,10,73,125,0.0
50,0.05,10,74,126,0.159
50,0.05,10,75,127,0.0
50,0.05,10,76,131,0.0
50,0.05,10,77,132,0.0
50,0.05,10,78,133,0.0
50,0.05,10,79,134,0.0
50,0.05,10,80,135,0.0
50,0.05,10,81,136,0.258
50,0.05,10,82,138,0.004
50,0.05,10,83,139,0.0
50,0.05,10,84,140,0.0
50,0.05,10,85,141,0.0
50,0.05,10,86,142,0.0
50,0.05,10,87,145,0.109
50,0.05,10,88,146,0.0
50,0.05,10,89,150,0.0
50,0.05,10,90,151,0.0
50,0.05,10,91,152,0.0
50,0.05,10,92,156,0.0
50,0.05,10,93,159,0.0
50,0.05,10,94,160,0.0
50,0.05,10,95,161,0.0
50,0.05,10,96,163,0.0
50,0.05,10,97,164,0.0
50,0.05,10,98,166,0.0
50,0.05,10,99,168,0.005
50,0.05,10,100,171,0.0
50,0.05,10,101,172,0.0
50,0.05,10,102,173,0.0
50,0.05,10,103,174,0.0
50,0.05,10,104,175,0.0
50,0.05,10,105,176,0.0
50,0.05,10,106,178,0.0
50,0.05,10,107,179,0.042
50,0.05,10,108,180,0.0
50,0.05,10,109,181,0.0
50,0.05,10,110,183,0.0
50,0.05,10,111,185,0.0
50,0.05,10,112,186,0.0
50,0.05,10,113,187,0.0
50,0.05,10,114,188,0.0
50,0.05,10,115,190,0.0
50,0.05,10,116,191,0.081
50,0.05,10,117,194,0.067
50,0.05,10,118,196,0.0
50,0.05,10,119,197,0.38
50,0.05,10,120,198,0.0
50,0.05,10,121,200,0.0
50,0.05,10,122,201,0.478
50,0.05,10,123,202,0.0
50,0.05,10,124,203,0.0
50,0.05,10,125,204,0.034
50,0.05,10,126,205,0.0
50,0.05,10,127,206,0.0
50,0.05,10,128,208,0.0
50,0.05,10,129,209,0.03
50,0.05,10,130,210,0.001
50,0.05,10,131,211,0.0
50,0.05,10,132,213,0.0
50,0.05,10,133,215,0.0
50,0.05,10,134,216,0.002
50,0.05,10,135,217,0.0
50,0.05,10,136,218,0.0
50,0.05,10,137,219,0.0
50,0.05,10,138,220,0.005
50,0.05,10,139,221,0.198
50,0.05,10,140,222,0.0
50,0.05,10,141,223,0.001
50,0.05,10,142,224,0.202
50,0.05,10,143,225,0.347
50,0.05,10,144,227,0.0
50,0.05,10,145,228,0.0
50,0.05,10,146,230,0.863
50,0.05,10,147,234,0.107
50,0.05,10,148,235,0.024
50,0.05,10,149,236,0.541
50,0.05,10,150,237,0.001
50,0.05,10,151,239,0.012
50,0.05,10,152,242,0.031
50,0.05,10,153,243,0.77
50,0.05,10,154,244,0.001
50,0.05,10,155,247,0.825
50,0.05,10,156,250,0.001
50,0.05,10,157,253,0.039
50,0.05,10,158,254,0.0
50,0.05,10,159,255,0.0
50,0.05,10,160,256,0.003
50,0.05,10,161,257,0.0
50,0.05,10,162,258,0.001
50,0.05,10,163,259,0.0
50,0.05,10,164,260,0.0
50,0.05,10,165,261,0.572
50,0.05,10,166,262,0.0
50,0.05,10,167,263,0.001
50,0.05,10,168,265,0.0
50,0.05,10,169,268,0.0
50,0.05,10,170,269,0.278
50,0.05,10,171,270,0.0
50,0.05,10,172,271,0.082
50,0.05,10,173,272,0.0
50,0.05,10,174,273,0.0
50,0.05,10,175,274,0.0
50,0.05,10,176,275,0.0
50,0.05,10,177,276,0.003
50,0.05,10,178,278,0.0
50,0.05,10,179,279,0.0
50,0.05,10,180,280,0.0
50,0.05,10,181,286,0.0
50,0.05,10,182,287,0.0
50,0.05,10,183,289,0.072
50,0.05,10,184,290,0.26
50,0.05,10,185,291,0.0
50,0.05,10,186,292,0.0
50,0.05,10,187,294,0.0
50,0.05,10,188,296,0.0
50,0.05,10,189,297,0.0
50,0.05,10,190,298,0.0
50,0.05,10,191,299,0.001
50,0.1,19,0,0,0.0
50,0.1,19,1,1,0.0
50,0.1,19,2,3,0.0
50,0.1,19,3,5,0.01
50,0.1,19,4,6,0.0
50,0.1,19,5,7,0.015
50,0.1,19,6,11,0.0
50,0.1,19,7,13,0.0
