task_id,method,policy_seed,condition,rollout_index,paired_eval_seed,success,recovery_success,failed,steps,checkpoint_sha256,cuda_used
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,20,20260940,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,21,20260941,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,22,20260942,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,23,20260943,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,24,20260944,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,25,20260945,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,26,20260946,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,27,20260947,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,28,20260948,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
transport_recovery,pathgraph_reward_v1_locked,20260913,natural,29,20260949,1,0,0,12,eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8,True
