boundary_source,closed_full_input_cycle_residual,episode_id,partition_residual,root_family_id,segment_return_sum,split,whole_return_phi_last_minus_phi_first
best_budget,not_measured,formal_u2_family_110_r02,0.0,u2_family_110,0.6548998355865479,test,0.6548998355865479
gold,not_measured,formal_u2_family_110_r03,0.0,u2_family_110,0.6560003608465195,test,0.6560003608465195
best_causal,not_measured,formal_u2_family_110_r03,0.0,u2_family_110,0.6560003608465195,test,0.6560003608465195
best_rule,not_measured,formal_u2_family_110_r03,0.0,u2_family_110,0.6560003608465195,test,0.6560003608465195
uniform,not_measured,formal_u2_family_110_r03,0.0,u2_family_110,0.6560003608465195,test,0.6560003608465195
best_budget,not_measured,formal_u2_family_110_r03,0.0,u2_family_110,0.6560003608465195,test,0.6560003608465195
gold,not_measured,formal_u2_family_110_r04,0.0,u2_family_110,0.6536691188812256,test,0.6536691188812256
best_causal,not_measured,formal_u2_family_110_r04,0.0,u2_family_110,0.6536691188812256,test,0.6536691188812256
best_rule,not_measured,formal_u2_family_110_r04,0.0,u2_family_110,0.6536691188812256,test,0.6536691188812256
uniform,not_measured,formal_u2_family_110_r04,0.0,u2_family_110,0.6536691188812256,test,0.6536691188812256
best_budget,not_measured,formal_u2_family_110_r04,0.0,u2_family_110,0.6536691188812256,test,0.6536691188812256
gold,not_measured,formal_u2_family_110_r05,0.0,u2_family_110,0.6609942317008972,test,0.6609942317008972
best_causal,not_measured,formal_u2_family_110_r05,0.0,u2_family_110,0.6609942317008972,test,0.6609942317008972
best_rule,not_measured,formal_u2_family_110_r05,0.0,u2_family_110,0.6609942317008972,test,0.6609942317008972
uniform,not_measured,formal_u2_family_110_r05,0.0,u2_family_110,0.6609942317008972,test,0.6609942317008972
best_budget,not_measured,formal_u2_family_110_r05,0.0,u2_family_110,0.6609942317008972,test,0.6609942317008972
gold,not_measured,formal_u2_family_111_r00,0.0,u2_family_111,0.6507273316383362,test,0.6507273316383362
best_causal,not_measured,formal_u2_family_111_r00,0.0,u2_family_111,0.6507273316383362,test,0.6507273316383362
best_rule,not_measured,formal_u2_family_111_r00,0.0,u2_family_111,0.6507273316383362,test,0.6507273316383362
uniform,not_measured,formal_u2_family_111_r00,0.0,u2_family_111,0.6507273316383362,test,0.6507273316383362
best_budget,not_measured,formal_u2_family_111_r00,0.0,u2_family_111,0.6507273316383362,test,0.6507273316383362
gold,not_measured,formal_u2_family_111_r01,0.0,u2_family_111,0.6597139537334442,test,0.6597139537334442
best_causal,not_measured,formal_u2_family_111_r01,0.0,u2_family_111,0.6597139537334442,test,0.6597139537334442
best_rule,not_measured,formal_u2_family_111_r01,0.0,u2_family_111,0.6597139537334442,test,0.6597139537334442
uniform,not_measured,formal_u2_family_111_r01,0.0,u2_family_111,0.6597139537334442,test,0.6597139537334442
best_budget,not_measured,formal_u2_family_111_r01,0.0,u2_family_111,0.6597139537334442,test,0.6597139537334442
gold,not_measured,formal_u2_family_111_r02,0.0,u2_family_111,0.6578987836837769,test,0.6578987836837769
best_causal,not_measured,formal_u2_family_111_r02,0.0,u2_family_111,0.6578987836837769,test,0.6578987836837769
best_rule,not_measured,formal_u2_family_111_r02,0.0,u2_family_111,0.6578987836837769,test,0.6578987836837769
uniform,not_measured,formal_u2_family_111_r02,0.0,u2_family_111,0.6578987836837769,test,0.6578987836837769
best_budget,not_measured,formal_u2_family_111_r02,0.0,u2_family_111,0.6578987836837769,test,0.6578987836837769
gold,not_measured,formal_u2_family_111_r03,0.0,u2_family_111,0.6521179676055908,test,0.6521179676055908
best_causal,not_measured,formal_u2_family_111_r03,0.0,u2_family_111,0.6521179676055908,test,0.6521179676055908
best_rule,not_measured,formal_u2_family_111_r03,0.0,u2_family_111,0.6521179676055908,test,0.6521179676055908
uniform,not_measured,formal_u2_family_111_r03,0.0,u2_family_111,0.6521179676055908,test,0.6521179676055908
best_budget,not_measured,formal_u2_family_111_r03,0.0,u2_family_111,0.6521179676055908,test,0.6521179676055908
gold,not_measured,formal_u2_family_111_r04,0.0,u2_family_111,0.6589339375495911,test,0.6589339375495911
best_causal,not_measured,formal_u2_family_111_r04,0.0,u2_family_111,0.6589339375495911,test,0.6589339375495911
best_rule,not_measured,formal_u2_family_111_r04,0.0,u2_family_111,0.6589339375495911,test,0.6589339375495911
uniform,not_measured,formal_u2_family_111_r04,0.0,u2_family_111,0.6589339375495911,test,0.6589339375495911
best_budget,not_measured,formal_u2_family_111_r04,0.0,u2_family_111,0.6589339375495911,test,0.6589339375495911
gold,not_measured,formal_u2_family_111_r05,0.0,u2_family_111,0.6583926677703857,test,0.6583926677703857
best_causal,not_measured,formal_u2_family_111_r05,0.0,u2_family_111,0.6583926677703857,test,0.6583926677703857
best_rule,not_measured,formal_u2_family_111_r05,0.0,u2_family_111,0.6583926677703857,test,0.6583926677703857
uniform,not_measured,formal_u2_family_111_r05,0.0,u2_family_111,0.6583926677703857,test,0.6583926677703857
best_budget,not_measured,formal_u2_family_111_r05,0.0,u2_family_111,0.6583926677703857,test,0.6583926677703857
gold,not_measured,formal_u2_family_112_r00,0.0,u2_family_112,-0.31078040599823,test,-0.31078040599823
best_causal,not_measured,formal_u2_family_112_r00,0.0,u2_family_112,-0.31078040599823,test,-0.31078040599823
best_rule,not_measured,formal_u2_family_112_r00,0.0,u2_family_112,-0.31078040599823,test,-0.31078040599823
uniform,not_measured,formal_u2_family_112_r00,0.0,u2_family_112,-0.31078040599823,test,-0.31078040599823
best_budget,not_measured,formal_u2_family_112_r00,0.0,u2_family_112,-0.31078040599823,test,-0.31078040599823
gold,not_measured,formal_u2_family_112_r01,0.0,u2_family_112,-0.3109952211380005,test,-0.3109952211380005
best_causal,not_measured,formal_u2_family_112_r01,0.0,u2_family_112,-0.3109952211380005,test,-0.3109952211380005
best_rule,not_measured,formal_u2_family_112_r01,0.0,u2_family_112,-0.3109952211380005,test,-0.3109952211380005
uniform,not_measured,formal_u2_family_112_r01,0.0,u2_family_112,-0.3109952211380005,test,-0.3109952211380005
best_budget,not_measured,formal_u2_family_112_r01,0.0,u2_family_112,-0.3109952211380005,test,-0.3109952211380005
gold,not_measured,formal_u2_family_112_r02,0.0,u2_family_112,-0.31352874636650085,test,-0.31352874636650085
best_causal,not_measured,formal_u2_family_112_r02,0.0,u2_family_112,-0.31352874636650085,test,-0.31352874636650085
best_rule,not_measured,formal_u2_family_112_r02,0.0,u2_family_112,-0.31352874636650085,test,-0.31352874636650085
uniform,not_measured,formal_u2_family_112_r02,0.0,u2_family_112,-0.31352874636650085,test,-0.31352874636650085
best_budget,not_measured,formal_u2_family_112_r02,0.0,u2_family_112,-0.31352874636650085,test,-0.31352874636650085
gold,not_measured,formal_u2_family_112_r03,0.0,u2_family_112,-0.31318795680999756,test,-0.31318795680999756
best_causal,not_measured,formal_u2_family_112_r03,0.0,u2_family_112,-0.31318795680999756,test,-0.31318795680999756
best_rule,not_measured,formal_u2_family_112_r03,0.0,u2_family_112,-0.31318795680999756,test,-0.31318795680999756
uniform,not_measured,formal_u2_family_112_r03,0.0,u2_family_112,-0.31318795680999756,test,-0.31318795680999756
best_budget,not_measured,formal_u2_family_112_r03,0.0,u2_family_112,-0.31318795680999756,test,-0.31318795680999756
gold,not_measured,formal_u2_family_112_r04,0.0,u2_family_112,-0.31063950061798096,test,-0.31063950061798096
best_causal,not_measured,formal_u2_family_112_r04,0.0,u2_family_112,-0.31063950061798096,test,-0.31063950061798096
best_rule,not_measured,formal_u2_family_112_r04,0.0,u2_family_112,-0.31063950061798096,test,-0.31063950061798096
uniform,not_measured,formal_u2_family_112_r04,0.0,u2_family_112,-0.31063950061798096,test,-0.31063950061798096
best_budget,not_measured,formal_u2_family_112_r04,0.0,u2_family_112,-0.31063950061798096,test,-0.31063950061798096
gold,not_measured,formal_u2_family_112_r05,0.0,u2_family_112,-0.3103061318397522,test,-0.3103061318397522
best_causal,not_measured,formal_u2_family_112_r05,0.0,u2_family_112,-0.3103061318397522,test,-0.3103061318397522
best_rule,not_measured,formal_u2_family_112_r05,0.0,u2_family_112,-0.3103061318397522,test,-0.3103061318397522
uniform,not_measured,formal_u2_family_112_r05,0.0,u2_family_112,-0.3103061318397522,test,-0.3103061318397522
best_budget,not_measured,formal_u2_family_112_r05,0.0,u2_family_112,-0.3103061318397522,test,-0.3103061318397522
gold,not_measured,formal_u2_family_113_r00,0.0,u2_family_113,0.5833698213100433,test,0.5833698213100433
best_causal,not_measured,formal_u2_family_113_r00,0.0,u2_family_113,0.5833698213100433,test,0.5833698213100433
best_rule,not_measured,formal_u2_family_113_r00,0.0,u2_family_113,0.5833698213100433,test,0.5833698213100433
uniform,not_measured,formal_u2_family_113_r00,0.0,u2_family_113,0.5833698213100433,test,0.5833698213100433
best_budget,not_measured,formal_u2_family_113_r00,0.0,u2_family_113,0.5833698213100433,test,0.5833698213100433
gold,not_measured,formal_u2_family_113_r01,0.0,u2_family_113,0.5852877199649811,test,0.5852877199649811
best_causal,not_measured,formal_u2_family_113_r01,0.0,u2_family_113,0.5852877199649811,test,0.5852877199649811
best_rule,not_measured,formal_u2_family_113_r01,0.0,u2_family_113,0.5852877199649811,test,0.5852877199649811
uniform,not_measured,formal_u2_family_113_r01,0.0,u2_family_113,0.5852877199649811,test,0.5852877199649811
best_budget,not_measured,formal_u2_family_113_r01,0.0,u2_family_113,0.5852877199649811,test,0.5852877199649811
gold,not_measured,formal_u2_family_113_r02,0.0,u2_family_113,0.5868021547794342,test,0.5868021547794342
best_causal,not_measured,formal_u2_family_113_r02,0.0,u2_family_113,0.5868021547794342,test,0.5868021547794342
best_rule,not_measured,formal_u2_family_113_r02,0.0,u2_family_113,0.5868021547794342,test,0.5868021547794342
uniform,not_measured,formal_u2_family_113_r02,0.0,u2_family_113,0.5868021547794342,test,0.5868021547794342
best_budget,not_measured,formal_u2_family_113_r02,0.0,u2_family_113,0.5868021547794342,test,0.5868021547794342
gold,not_measured,formal_u2_family_113_r03,0.0,u2_family_113,0.5846504718065262,test,0.5846504718065262
best_causal,not_measured,formal_u2_family_113_r03,0.0,u2_family_113,0.5846504718065262,test,0.5846504718065262
best_rule,not_measured,formal_u2_family_113_r03,0.0,u2_family_113,0.5846504718065262,test,0.5846504718065262
uniform,not_measured,formal_u2_family_113_r03,0.0,u2_family_113,0.5846504718065262,test,0.5846504718065262
best_budget,not_measured,formal_u2_family_113_r03,0.0,u2_family_113,0.5846504718065262,test,0.5846504718065262
gold,not_measured,formal_u2_family_113_r04,0.0,u2_family_113,0.587432250380516,test,0.587432250380516
best_causal,not_measured,formal_u2_family_113_r04,0.0,u2_family_113,0.587432250380516,test,0.587432250380516
best_rule,not_measured,formal_u2_family_113_r04,0.0,u2_family_113,0.587432250380516,test,0.587432250380516
uniform,not_measured,formal_u2_family_113_r04,0.0,u2_family_113,0.587432250380516,test,0.587432250380516
best_budget,not_measured,formal_u2_family_113_r04,0.0,u2_family_113,0.587432250380516,test,0.587432250380516
gold,not_measured,formal_u2_family_113_r05,0.0,u2_family_113,0.5916938036680222,test,0.5916938036680222
best_causal,not_measured,formal_u2_family_113_r05,0.0,u2_family_113,0.5916938036680222,test,0.5916938036680222
best_rule,not_measured,formal_u2_family_113_r05,0.0,u2_family_113,0.5916938036680222,test,0.5916938036680222
uniform,not_measured,formal_u2_family_113_r05,0.0,u2_family_113,0.5916938036680222,test,0.5916938036680222
best_budget,not_measured,formal_u2_family_113_r05,0.0,u2_family_113,0.5916938036680222,test,0.5916938036680222
gold,not_measured,formal_u2_family_114_r00,0.0,u2_family_114,0.6568778157234192,test,0.6568778157234192
best_causal,not_measured,formal_u2_family_114_r00,0.0,u2_family_114,0.6568778157234192,test,0.6568778157234192
best_rule,not_measured,formal_u2_family_114_r00,0.0,u2_family_114,0.6568778157234192,test,0.6568778157234192
uniform,not_measured,formal_u2_family_114_r00,0.0,u2_family_114,0.6568778157234192,test,0.6568778157234192
best_budget,not_measured,formal_u2_family_114_r00,0.0,u2_family_114,0.6568778157234192,test,0.6568778157234192
gold,not_measured,formal_u2_family_114_r01,0.0,u2_family_114,0.658553272485733,test,0.658553272485733
best_causal,not_measured,formal_u2_family_114_r01,0.0,u2_family_114,0.658553272485733,test,0.658553272485733
best_rule,not_measured,formal_u2_family_114_r01,0.0,u2_family_114,0.658553272485733,test,0.658553272485733
uniform,not_measured,formal_u2_family_114_r01,0.0,u2_family_114,0.658553272485733,test,0.658553272485733
best_budget,not_measured,formal_u2_family_114_r01,0.0,u2_family_114,0.658553272485733,test,0.658553272485733
gold,not_measured,formal_u2_family_114_r02,0.0,u2_family_114,0.6577084511518478,test,0.6577084511518478
best_causal,not_measured,formal_u2_family_114_r02,0.0,u2_family_114,0.6577084511518478,test,0.6577084511518478
best_rule,not_measured,formal_u2_family_114_r02,0.0,u2_family_114,0.6577084511518478,test,0.6577084511518478
uniform,not_measured,formal_u2_family_114_r02,0.0,u2_family_114,0.6577084511518478,test,0.6577084511518478
best_budget,not_measured,formal_u2_family_114_r02,0.0,u2_family_114,0.6577084511518478,test,0.6577084511518478
gold,not_measured,formal_u2_family_114_r03,0.0,u2_family_114,0.6526260823011398,test,0.6526260823011398
best_causal,not_measured,formal_u2_family_114_r03,0.0,u2_family_114,0.6526260823011398,test,0.6526260823011398
best_rule,not_measured,formal_u2_family_114_r03,0.0,u2_family_114,0.6526260823011398,test,0.6526260823011398
uniform,not_measured,formal_u2_family_114_r03,0.0,u2_family_114,0.6526260823011398,test,0.6526260823011398
best_budget,not_measured,formal_u2_family_114_r03,0.0,u2_family_114,0.6526260823011398,test,0.6526260823011398
gold,not_measured,formal_u2_family_114_r04,0.0,u2_family_114,0.6560813188552856,test,0.6560813188552856
best_causal,not_measured,formal_u2_family_114_r04,0.0,u2_family_114,0.6560813188552856,test,0.6560813188552856
best_rule,not_measured,formal_u2_family_114_r04,0.0,u2_family_114,0.6560813188552856,test,0.6560813188552856
uniform,not_measured,formal_u2_family_114_r04,0.0,u2_family_114,0.6560813188552856,test,0.6560813188552856
best_budget,not_measured,formal_u2_family_114_r04,0.0,u2_family_114,0.6560813188552856,test,0.6560813188552856
gold,not_measured,formal_u2_family_114_r05,0.0,u2_family_114,0.7726318091154099,test,0.7726318091154099
best_causal,not_measured,formal_u2_family_114_r05,0.0,u2_family_114,0.7726318091154099,test,0.7726318091154099
best_rule,not_measured,formal_u2_family_114_r05,0.0,u2_family_114,0.7726318091154099,test,0.7726318091154099
uniform,not_measured,formal_u2_family_114_r05,0.0,u2_family_114,0.7726318091154099,test,0.7726318091154099
best_budget,not_measured,formal_u2_family_114_r05,0.0,u2_family_114,0.7726318091154099,test,0.7726318091154099
gold,not_measured,formal_u2_family_115_r00,0.0,u2_family_115,0.6516964733600616,test,0.6516964733600616
best_causal,not_measured,formal_u2_family_115_r00,0.0,u2_family_115,0.6516964733600616,test,0.6516964733600616
best_rule,not_measured,formal_u2_family_115_r00,0.0,u2_family_115,0.6516964733600616,test,0.6516964733600616
uniform,not_measured,formal_u2_family_115_r00,0.0,u2_family_115,0.6516964733600616,test,0.6516964733600616
best_budget,not_measured,formal_u2_family_115_r00,0.0,u2_family_115,0.6516964733600616,test,0.6516964733600616
gold,not_measured,formal_u2_family_115_r01,0.0,u2_family_115,0.6545513868331909,test,0.6545513868331909
best_causal,not_measured,formal_u2_family_115_r01,0.0,u2_family_115,0.6545513868331909,test,0.6545513868331909
best_rule,not_measured,formal_u2_family_115_r01,0.0,u2_family_115,0.6545513868331909,test,0.6545513868331909
uniform,not_measured,formal_u2_family_115_r01,0.0,u2_family_115,0.6545513868331909,test,0.6545513868331909
best_budget,not_measured,formal_u2_family_115_r01,0.0,u2_family_115,0.6545513868331909,test,0.6545513868331909
gold,not_measured,formal_u2_family_115_r02,0.0,u2_family_115,0.27303948998451233,test,0.27303948998451233
best_causal,not_measured,formal_u2_family_115_r02,0.0,u2_family_115,0.27303948998451233,test,0.27303948998451233
best_rule,not_measured,formal_u2_family_115_r02,0.0,u2_family_115,0.27303948998451233,test,0.27303948998451233
uniform,not_measured,formal_u2_family_115_r02,0.0,u2_family_115,0.27303948998451233,test,0.27303948998451233
best_budget,not_measured,formal_u2_family_115_r02,0.0,u2_family_115,0.27303948998451233,test,0.27303948998451233
gold,not_measured,formal_u2_family_115_r03,0.0,u2_family_115,0.6586641073226929,test,0.6586641073226929
best_causal,not_measured,formal_u2_family_115_r03,0.0,u2_family_115,0.6586641073226929,test,0.6586641073226929
best_rule,not_measured,formal_u2_family_115_r03,0.0,u2_family_115,0.6586641073226929,test,0.6586641073226929
uniform,not_measured,formal_u2_family_115_r03,0.0,u2_family_115,0.6586641073226929,test,0.6586641073226929
best_budget,not_measured,formal_u2_family_115_r03,0.0,u2_family_115,0.6586641073226929,test,0.6586641073226929
gold,not_measured,formal_u2_family_115_r04,0.0,u2_family_115,0.6568972766399384,test,0.6568972766399384
best_causal,not_measured,formal_u2_family_115_r04,0.0,u2_family_115,0.6568972766399384,test,0.6568972766399384
best_rule,not_measured,formal_u2_family_115_r04,0.0,u2_family_115,0.6568972766399384,test,0.6568972766399384
uniform,not_measured,formal_u2_family_115_r04,0.0,u2_family_115,0.6568972766399384,test,0.6568972766399384
best_budget,not_measured,formal_u2_family_115_r04,0.0,u2_family_115,0.6568972766399384,test,0.6568972766399384
gold,not_measured,formal_u2_family_115_r05,0.0,u2_family_115,0.29003217816352844,test,0.29003217816352844
best_causal,not_measured,formal_u2_family_115_r05,0.0,u2_family_115,0.29003217816352844,test,0.29003217816352844
best_rule,not_measured,formal_u2_family_115_r05,0.0,u2_family_115,0.29003217816352844,test,0.29003217816352844
uniform,not_measured,formal_u2_family_115_r05,0.0,u2_family_115,0.29003217816352844,test,0.29003217816352844
best_budget,not_measured,formal_u2_family_115_r05,0.0,u2_family_115,0.29003217816352844,test,0.29003217816352844
gold,not_measured,formal_u2_family_116_r00,0.0,u2_family_116,0.6584970951080322,test,0.6584970951080322
best_causal,not_measured,formal_u2_family_116_r00,0.0,u2_family_116,0.6584970951080322,test,0.6584970951080322
best_rule,not_measured,formal_u2_family_116_r00,0.0,u2_family_116,0.6584970951080322,test,0.6584970951080322
uniform,not_measured,formal_u2_family_116_r00,0.0,u2_family_116,0.6584970951080322,test,0.6584970951080322
best_budget,not_measured,formal_u2_family_116_r00,0.0,u2_family_116,0.6584970951080322,test,0.6584970951080322
gold,not_measured,formal_u2_family_116_r01,0.0,u2_family_116,0.654311329126358,test,0.654311329126358
best_causal,not_measured,formal_u2_family_116_r01,0.0,u2_family_116,0.654311329126358,test,0.654311329126358
best_rule,not_measured,formal_u2_family_116_r01,0.0,u2_family_116,0.654311329126358,test,0.654311329126358
uniform,not_measured,formal_u2_family_116_r01,0.0,u2_family_116,0.654311329126358,test,0.654311329126358
best_budget,not_measured,formal_u2_family_116_r01,0.0,u2_family_116,0.654311329126358,test,0.654311329126358
gold,not_measured,formal_u2_family_116_r02,0.0,u2_family_116,0.6516359746456146,test,0.6516359746456146
best_causal,not_measured,formal_u2_family_116_r02,0.0,u2_family_116,0.6516359746456146,test,0.6516359746456146
best_rule,not_measured,formal_u2_family_116_r02,0.0,u2_family_116,0.6516359746456146,test,0.6516359746456146
uniform,not_measured,formal_u2_family_116_r02,0.0,u2_family_116,0.6516359746456146,test,0.6516359746456146
best_budget,not_measured,formal_u2_family_116_r02,0.0,u2_family_116,0.6516359746456146,test,0.6516359746456146
gold,not_measured,formal_u2_family_116_r03,0.0,u2_family_116,0.6532590687274933,test,0.6532590687274933
best_causal,not_measured,formal_u2_family_116_r03,0.0,u2_family_116,0.6532590687274933,test,0.6532590687274933
best_rule,not_measured,formal_u2_family_116_r03,0.0,u2_family_116,0.6532590687274933,test,0.6532590687274933
uniform,not_measured,formal_u2_family_116_r03,0.0,u2_family_116,0.6532590687274933,test,0.6532590687274933
best_budget,not_measured,formal_u2_family_116_r03,0.0,u2_family_116,0.6532590687274933,test,0.6532590687274933
gold,not_measured,formal_u2_family_116_r04,0.0,u2_family_116,0.6553662717342377,test,0.6553662717342377
best_causal,not_measured,formal_u2_family_116_r04,0.0,u2_family_116,0.6553662717342377,test,0.6553662717342377
best_rule,not_measured,formal_u2_family_116_r04,0.0,u2_family_116,0.6553662717342377,test,0.6553662717342377
uniform,not_measured,formal_u2_family_116_r04,0.0,u2_family_116,0.6553662717342377,test,0.6553662717342377
best_budget,not_measured,formal_u2_family_116_r04,0.0,u2_family_116,0.6553662717342377,test,0.6553662717342377
gold,not_measured,formal_u2_family_116_r05,0.0,u2_family_116,0.6516665518283844,test,0.6516665518283844
best_causal,not_measured,formal_u2_family_116_r05,0.0,u2_family_116,0.6516665518283844,test,0.6516665518283844
best_rule,not_measured,formal_u2_family_116_r05,0.0,u2_family_116,0.6516665518283844,test,0.6516665518283844
uniform,not_measured,formal_u2_family_116_r05,0.0,u2_family_116,0.6516665518283844,test,0.6516665518283844
best_budget,not_measured,formal_u2_family_116_r05,0.0,u2_family_116,0.6516665518283844,test,0.6516665518283844
gold,not_measured,formal_u2_family_117_r00,0.0,u2_family_117,0.774272009730339,test,0.774272009730339
best_causal,not_measured,formal_u2_family_117_r00,0.0,u2_family_117,0.774272009730339,test,0.774272009730339
best_rule,not_measured,formal_u2_family_117_r00,0.0,u2_family_117,0.774272009730339,test,0.774272009730339
uniform,not_measured,formal_u2_family_117_r00,0.0,u2_family_117,0.774272009730339,test,0.774272009730339
best_budget,not_measured,formal_u2_family_117_r00,0.0,u2_family_117,0.774272009730339,test,0.774272009730339
gold,not_measured,formal_u2_family_117_r01,0.0,u2_family_117,0.7661287039518356,test,0.7661287039518356
best_causal,not_measured,formal_u2_family_117_r01,0.0,u2_family_117,0.7661287039518356,test,0.7661287039518356
best_rule,not_measured,formal_u2_family_117_r01,0.0,u2_family_117,0.7661287039518356,test,0.7661287039518356
uniform,not_measured,formal_u2_family_117_r01,0.0,u2_family_117,0.7661287039518356,test,0.7661287039518356
best_budget,not_measured,formal_u2_family_117_r01,0.0,u2_family_117,0.7661287039518356,test,0.7661287039518356
gold,not_measured,formal_u2_family_117_r02,0.0,u2_family_117,0.6571924388408661,test,0.6571924388408661
best_causal,not_measured,formal_u2_family_117_r02,0.0,u2_family_117,0.6571924388408661,test,0.6571924388408661
best_rule,not_measured,formal_u2_family_117_r02,0.0,u2_family_117,0.6571924388408661,test,0.6571924388408661
uniform,not_measured,formal_u2_family_117_r02,0.0,u2_family_117,0.6571924388408661,test,0.6571924388408661
best_budget,not_measured,formal_u2_family_117_r02,0.0,u2_family_117,0.6571924388408661,test,0.6571924388408661
gold,not_measured,formal_u2_family_117_r03,0.0,u2_family_117,0.6585434377193451,test,0.6585434377193451
best_causal,not_measured,formal_u2_family_117_r03,0.0,u2_family_117,0.6585434377193451,test,0.6585434377193451
best_rule,not_measured,formal_u2_family_117_r03,0.0,u2_family_117,0.6585434377193451,test,0.6585434377193451
uniform,not_measured,formal_u2_family_117_r03,0.0,u2_family_117,0.6585434377193451,test,0.6585434377193451
best_budget,not_measured,formal_u2_family_117_r03,0.0,u2_family_117,0.6585434377193451,test,0.6585434377193451
gold,not_measured,formal_u2_family_117_r04,0.0,u2_family_117,0.6582468599081039,test,0.6582468599081039
best_causal,not_measured,formal_u2_family_117_r04,0.0,u2_family_117,0.6582468599081039,test,0.6582468599081039
best_rule,not_measured,formal_u2_family_117_r04,0.0,u2_family_117,0.6582468599081039,test,0.6582468599081039
uniform,not_measured,formal_u2_family_117_r04,0.0,u2_family_117,0.6582468599081039,test,0.6582468599081039
best_budget,not_measured,formal_u2_family_117_r04,0.0,u2_family_117,0.6582468599081039,test,0.6582468599081039
gold,not_measured,formal_u2_family_117_r05,0.0,u2_family_117,0.6494918167591095,test,0.6494918167591095
best_causal,not_measured,formal_u2_family_117_r05,0.0,u2_family_117,0.6494918167591095,test,0.6494918167591095
best_rule,not_measured,formal_u2_family_117_r05,0.0,u2_family_117,0.6494918167591095,test,0.6494918167591095
uniform,not_measured,formal_u2_family_117_r05,0.0,u2_family_117,0.6494918167591095,test,0.6494918167591095
best_budget,not_measured,formal_u2_family_117_r05,0.0,u2_family_117,0.6494918167591095,test,0.6494918167591095
gold,not_measured,formal_u2_family_118_r00,0.0,u2_family_118,-0.2033766508102417,test,-0.2033766508102417
best_causal,not_measured,formal_u2_family_118_r00,0.0,u2_family_118,-0.2033766508102417,test,-0.2033766508102417
best_rule,not_measured,formal_u2_family_118_r00,0.0,u2_family_118,-0.2033766508102417,test,-0.2033766508102417
uniform,not_measured,formal_u2_family_118_r00,0.0,u2_family_118,-0.2033766508102417,test,-0.2033766508102417
best_budget,not_measured,formal_u2_family_118_r00,0.0,u2_family_118,-0.2033766508102417,test,-0.2033766508102417
gold,not_measured,formal_u2_family_118_r01,0.0,u2_family_118,-0.3066628575325012,test,-0.3066628575325012
best_causal,not_measured,formal_u2_family_118_r01,0.0,u2_family_118,-0.3066628575325012,test,-0.3066628575325012
best_rule,not_measured,formal_u2_family_118_r01,0.0,u2_family_118,-0.3066628575325012,test,-0.3066628575325012
uniform,not_measured,formal_u2_family_118_r01,0.0,u2_family_118,-0.3066628575325012,test,-0.3066628575325012
best_budget,not_measured,formal_u2_family_118_r01,0.0,u2_family_118,-0.3066628575325012,test,-0.3066628575325012
gold,not_measured,formal_u2_family_118_r02,0.0,u2_family_118,-0.3080627918243408,test,-0.3080627918243408
best_causal,not_measured,formal_u2_family_118_r02,0.0,u2_family_118,-0.3080627918243408,test,-0.3080627918243408
best_rule,not_measured,formal_u2_family_118_r02,0.0,u2_family_118,-0.3080627918243408,test,-0.3080627918243408
uniform,not_measured,formal_u2_family_118_r02,0.0,u2_family_118,-0.3080627918243408,test,-0.3080627918243408
best_budget,not_measured,formal_u2_family_118_r02,0.0,u2_family_118,-0.3080627918243408,test,-0.3080627918243408
gold,not_measured,formal_u2_family_118_r03,0.0,u2_family_118,-0.30876603722572327,test,-0.30876603722572327
best_causal,not_measured,formal_u2_family_118_r03,0.0,u2_family_118,-0.30876603722572327,test,-0.30876603722572327
best_rule,not_measured,formal_u2_family_118_r03,0.0,u2_family_118,-0.30876603722572327,test,-0.30876603722572327
uniform,not_measured,formal_u2_family_118_r03,0.0,u2_family_118,-0.30876603722572327,test,-0.30876603722572327
best_budget,not_measured,formal_u2_family_118_r03,0.0,u2_family_118,-0.30876603722572327,test,-0.30876603722572327
gold,not_measured,formal_u2_family_118_r04,0.0,u2_family_118,-0.30790841579437256,test,-0.30790841579437256
best_causal,not_measured,formal_u2_family_118_r04,0.0,u2_family_118,-0.30790841579437256,test,-0.30790841579437256
best_rule,not_measured,formal_u2_family_118_r04,0.0,u2_family_118,-0.30790841579437256,test,-0.30790841579437256
uniform,not_measured,formal_u2_family_118_r04,0.0,u2_family_118,-0.30790841579437256,test,-0.30790841579437256
best_budget,not_measured,formal_u2_family_118_r04,0.0,u2_family_118,-0.30790841579437256,test,-0.30790841579437256
gold,not_measured,formal_u2_family_118_r05,0.0,u2_family_118,-0.30714452266693115,test,-0.30714452266693115
best_causal,not_measured,formal_u2_family_118_r05,0.0,u2_family_118,-0.30714452266693115,test,-0.30714452266693115
best_rule,not_measured,formal_u2_family_118_r05,0.0,u2_family_118,-0.30714452266693115,test,-0.30714452266693115
uniform,not_measured,formal_u2_family_118_r05,0.0,u2_family_118,-0.30714452266693115,test,-0.30714452266693115
best_budget,not_measured,formal_u2_family_118_r05,0.0,u2_family_118,-0.30714452266693115,test,-0.30714452266693115
gold,not_measured,formal_u2_family_119_r00,0.0,u2_family_119,0.5820749849081039,test,0.5820749849081039
best_causal,not_measured,formal_u2_family_119_r00,0.0,u2_family_119,0.5820749849081039,test,0.5820749849081039
best_rule,not_measured,formal_u2_family_119_r00,0.0,u2_family_119,0.5820749849081039,test,0.5820749849081039
