episode_id,method,signed_return,positive_weight_sum,weight_ess,all_weights_zero,training_run,harm_to_policy_established
entry_return_geometry_assumed__p0.4__k8,GRAPH_COST_DEBT,4.440892098500626e-16,4.0,23.999999999999993,False,False,False
entry_return_geometry_assumed__p0.4__k8,FULL_FROZEN,1.6000000000000003,5.600000000000003,31.783783783783804,False,False,False
entry_return_geometry_assumed__p0.4__k8,NO_RECOVERY_CREDIT,-1.0666666666666664,2.9333333333333336,15.86885245901639,False,False,False
entry_return_geometry_assumed__p0.8__k1,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k1,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k1,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k1,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
entry_return_geometry_assumed__p0.8__k1,GRAPH_COST_PHI,0.4000000000000001,0.9000000000000001,3.3287671232876717,False,False,False
entry_return_geometry_assumed__p0.8__k1,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
entry_return_geometry_assumed__p0.8__k1,FULL_FROZEN,0.4000000000000001,0.9000000000000001,3.3287671232876717,False,False,False
entry_return_geometry_assumed__p0.8__k1,NO_RECOVERY_CREDIT,0.06666666666666671,0.5666666666666667,1.7100591715976325,False,False,False
entry_return_geometry_assumed__p0.8__k3,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k3,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k3,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k3,GRAPH_COST_ONLY,1.6653345369377348e-16,1.5000000000000002,9.000000000000002,False,False,False
entry_return_geometry_assumed__p0.8__k3,GRAPH_COST_PHI,1.2000000000000004,2.7,9.986301369863012,False,False,False
entry_return_geometry_assumed__p0.8__k3,GRAPH_COST_DEBT,1.6653345369377348e-16,1.5000000000000002,9.000000000000002,False,False,False
entry_return_geometry_assumed__p0.8__k3,FULL_FROZEN,1.2000000000000004,2.7,9.986301369863012,False,False,False
entry_return_geometry_assumed__p0.8__k3,NO_RECOVERY_CREDIT,0.20000000000000012,1.7,5.130177514792898,False,False,False
entry_return_geometry_assumed__p0.8__k8,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k8,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k8,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
entry_return_geometry_assumed__p0.8__k8,GRAPH_COST_ONLY,4.440892098500626e-16,4.0,23.999999999999993,False,False,False
entry_return_geometry_assumed__p0.8__k8,GRAPH_COST_PHI,3.1999999999999993,7.200000000000004,26.630136986301398,False,False,False
entry_return_geometry_assumed__p0.8__k8,GRAPH_COST_DEBT,4.440892098500626e-16,4.0,23.999999999999993,False,False,False
entry_return_geometry_assumed__p0.8__k8,FULL_FROZEN,3.1999999999999993,7.200000000000004,26.630136986301398,False,False,False
entry_return_geometry_assumed__p0.8__k8,NO_RECOVERY_CREDIT,0.5333333333333334,4.533333333333333,13.68047337278106,False,False,False
within_node_unwind,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
within_node_unwind,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
within_node_unwind,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
within_node_unwind,GRAPH_COST_ONLY,0.0,0.0,0.0,True,False,False
within_node_unwind,GRAPH_COST_PHI,0.0,0.2,1.0,False,False,False
within_node_unwind,GRAPH_COST_DEBT,0.0,0.0,0.0,True,False,False
within_node_unwind,FULL_FROZEN,0.0,0.2,1.0,False,False,False
within_node_unwind,NO_RECOVERY_CREDIT,0.0,0.2,1.0,False,False,False
event_fragmented_recovery,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
event_fragmented_recovery,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
event_fragmented_recovery,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
event_fragmented_recovery,GRAPH_COST_ONLY,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
event_fragmented_recovery,GRAPH_COST_PHI,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
event_fragmented_recovery,GRAPH_COST_DEBT,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
event_fragmented_recovery,FULL_FROZEN,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
event_fragmented_recovery,NO_RECOVERY_CREDIT,-0.3333333333333333,0.16666666666666669,1.0,False,False,False
no_debt_recovery,SPARSE_TERMINAL,0.0,0.0,0.0,True,False,False
no_debt_recovery,LINEAR_FIXED_ORDER,0.0,0.0,0.0,True,False,False
no_debt_recovery,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,True,False,False
no_debt_recovery,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,1.0,False,False,False
no_debt_recovery,GRAPH_COST_PHI,0.16666666666666663,0.16666666666666663,1.0,False,False,False
no_debt_recovery,GRAPH_COST_DEBT,0.0,0.0,0.0,True,False,False
no_debt_recovery,FULL_FROZEN,0.0,0.0,0.0,True,False,False
no_debt_recovery,NO_RECOVERY_CREDIT,0.0,0.0,0.0,True,False,False
dual_A_B,SPARSE_TERMINAL,1.0,1.0,1.0,False,False,False
dual_A_B,LINEAR_FIXED_ORDER,1.0,1.0,2.9999999999999996,False,False,False
dual_A_B,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,2.9999999999999996,False,False,False
dual_A_B,GRAPH_COST_ONLY,0.75,0.75,3.0,False,False,False
dual_A_B,GRAPH_COST_PHI,0.75,0.75,3.0,False,False,False
dual_A_B,GRAPH_COST_DEBT,0.75,0.75,3.0,False,False,False
dual_A_B,FULL_FROZEN,0.75,0.75,3.0,False,False,False
dual_A_B,NO_RECOVERY_CREDIT,0.75,0.75,3.0,False,False,False
dual_B_A,SPARSE_TERMINAL,1.0,1.0,1.0,False,False,False
dual_B_A,LINEAR_FIXED_ORDER,1.0,1.3333333333333335,2.0000000000000004,False,False,False
dual_B_A,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,2.9999999999999996,False,False,False
dual_B_A,GRAPH_COST_ONLY,0.75,0.75,3.0,False,False,False
dual_B_A,GRAPH_COST_PHI,0.75,0.75,3.0,False,False,False
dual_B_A,GRAPH_COST_DEBT,0.75,0.75,3.0,False,False,False
dual_B_A,FULL_FROZEN,0.75,0.75,3.0,False,False,False
dual_B_A,NO_RECOVERY_CREDIT,0.75,0.75,3.0,False,False,False
entry_return_geometry_assumed__p0.0__k1,PAIRED_EVENT_BALANCED_V1,0.0,1.0,1.0,False,False,False
entry_return_geometry_assumed__p0.0__k1,GLOBAL_POTENTIAL_AUDIT_V1,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
entry_return_geometry_assumed__p0.0__k3,PAIRED_EVENT_BALANCED_V1,0.0,3.0,3.0,False,False,False
entry_return_geometry_assumed__p0.0__k3,GLOBAL_POTENTIAL_AUDIT_V1,1.6653345369377348e-16,1.5000000000000002,9.000000000000002,False,False,False
entry_return_geometry_assumed__p0.0__k8,PAIRED_EVENT_BALANCED_V1,0.0,8.0,8.0,False,False,False
entry_return_geometry_assumed__p0.0__k8,GLOBAL_POTENTIAL_AUDIT_V1,4.440892098500626e-16,4.0,23.999999999999993,False,False,False
entry_return_geometry_assumed__p0.4__k1,PAIRED_EVENT_BALANCED_V1,0.0,1.0,1.0,False,False,False
entry_return_geometry_assumed__p0.4__k1,GLOBAL_POTENTIAL_AUDIT_V1,5.551115123125783e-17,0.7000000000000002,3.9729729729729746,False,False,False
entry_return_geometry_assumed__p0.4__k3,PAIRED_EVENT_BALANCED_V1,0.0,3.0,3.0,False,False,False
entry_return_geometry_assumed__p0.4__k3,GLOBAL_POTENTIAL_AUDIT_V1,5.551115123125783e-17,2.1,11.918918918918916,False,False,False
entry_return_geometry_assumed__p0.4__k8,PAIRED_EVENT_BALANCED_V1,0.0,8.0,8.0,False,False,False
entry_return_geometry_assumed__p0.4__k8,GLOBAL_POTENTIAL_AUDIT_V1,5.551115123125783e-17,5.600000000000003,31.783783783783804,False,False,False
entry_return_geometry_assumed__p0.8__k1,PAIRED_EVENT_BALANCED_V1,0.0,1.0,1.0,False,False,False
entry_return_geometry_assumed__p0.8__k1,GLOBAL_POTENTIAL_AUDIT_V1,-5.551115123125783e-17,0.9000000000000001,3.3287671232876717,False,False,False
entry_return_geometry_assumed__p0.8__k3,PAIRED_EVENT_BALANCED_V1,0.0,3.0,3.0,False,False,False
entry_return_geometry_assumed__p0.8__k3,GLOBAL_POTENTIAL_AUDIT_V1,-1.6653345369377348e-16,2.7,9.986301369863012,False,False,False
entry_return_geometry_assumed__p0.8__k8,PAIRED_EVENT_BALANCED_V1,0.0,8.0,8.0,False,False,False
entry_return_geometry_assumed__p0.8__k8,GLOBAL_POTENTIAL_AUDIT_V1,-1.6653345369377348e-16,7.200000000000004,26.630136986301398,False,False,False
within_node_unwind,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0,True,False,False
within_node_unwind,GLOBAL_POTENTIAL_AUDIT_V1,0.0,0.2,1.0,False,False,False
event_fragmented_recovery,PAIRED_EVENT_BALANCED_V1,0.0,1.0,1.0,False,False,False
event_fragmented_recovery,GLOBAL_POTENTIAL_AUDIT_V1,5.551115123125783e-17,0.5,2.9999999999999996,False,False,False
no_debt_recovery,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0,True,False,False
no_debt_recovery,GLOBAL_POTENTIAL_AUDIT_V1,0.16666666666666663,0.16666666666666663,1.0,False,False,False
dual_A_B,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0,True,False,False
dual_A_B,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,3.0,False,False,False
dual_B_A,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0,True,False,False
dual_B_A,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,3.0,False,False,False
