rollout_id,family_id,family_seed,rollout_seed,case_id,trace_complete,frame_manifest_complete,detector_job_complete,numeric_health_pass,pre_hold_verified,physical_loss_confirmed,state,reference_action,resolvable,commanded_release,force_start_time,phase_grid_time,requested_phase_offset_ms,actual_phase_offset_ms,loss_onset_time_abs,loss_confirmed_time_abs,peak_relative_separation_m,reference_path,physics_trace_path,candidate_input_path
L2RAR2_R19_CONF_00_886000__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_00_886000,886000,88700007,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.5800000000000012,1.7000000000000013,0.351801451095273,../../../confirmation/L2RAR2_R19_CONF_00_886000__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_00_886000__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_00_886000__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_00_886000__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_00_886000,886000,88700008,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.4270159357772832,../../../confirmation/L2RAR2_R19_CONF_00_886000__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_00_886000__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_00_886000__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R19_CONF_01_886001__T10_transport_strong_phase_30ms,L2RAR2_R19_CONF_01_886001,886001,88700109,T10_transport_strong_phase_30ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.330000000000001,1.300000000000001,30,30.00000000000003,1.5500000000000012,1.7300000000000013,0.5187365998592621,../../../confirmation/L2RAR2_R19_CONF_01_886001__T10_transport_strong_phase_30ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T10_transport_strong_phase_30ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T10_transport_strong_phase_30ms/candidate_input
L2RAR2_R19_CONF_01_886001__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R19_CONF_01_886001,886001,88700110,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.5600000000000012,1.7400000000000013,0.516308602954749,../../../confirmation/L2RAR2_R19_CONF_01_886001__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R19_CONF_01_886001__T12_transport_commanded_release,L2RAR2_R19_CONF_01_886001,886001,88700111,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.3858844206377998,../../../confirmation/L2RAR2_R19_CONF_01_886001__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T12_transport_commanded_release/candidate_input
L2RAR2_R19_CONF_01_886001__T1_transport_stable_clean,L2RAR2_R19_CONF_01_886001,886001,88700100,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013214857031971412,../../../confirmation/L2RAR2_R19_CONF_01_886001__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T1_transport_stable_clean/candidate_input
L2RAR2_R19_CONF_01_886001__T2_transport_camera_jitter,L2RAR2_R19_CONF_01_886001,886001,88700101,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013214857031971412,../../../confirmation/L2RAR2_R19_CONF_01_886001__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T2_transport_camera_jitter/candidate_input
L2RAR2_R19_CONF_01_886001__T3_transport_single_contact_proxy_dropout,L2RAR2_R19_CONF_01_886001,886001,88700102,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013214857031971412,../../../confirmation/L2RAR2_R19_CONF_01_886001__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R19_CONF_01_886001__T4_transport_same_time_contact_false_then_true,L2RAR2_R19_CONF_01_886001,886001,88700103,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013214857031971412,../../../confirmation/L2RAR2_R19_CONF_01_886001__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R19_CONF_01_886001__T5_transport_weak_outcome,L2RAR2_R19_CONF_01_886001,886001,88700104,T5_transport_weak_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5800000000000012,1.6800000000000013,0.42480516271650276,../../../confirmation/L2RAR2_R19_CONF_01_886001__T5_transport_weak_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T5_transport_weak_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T5_transport_weak_outcome/candidate_input
L2RAR2_R19_CONF_01_886001__T6_transport_medium_outcome,L2RAR2_R19_CONF_01_886001,886001,88700105,T6_transport_medium_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5800000000000012,1.6900000000000013,0.37748719791397095,../../../confirmation/L2RAR2_R19_CONF_01_886001__T6_transport_medium_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T6_transport_medium_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T6_transport_medium_outcome/candidate_input
L2RAR2_R19_CONF_01_886001__T7_transport_strong_phase_00ms,L2RAR2_R19_CONF_01_886001,886001,88700106,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.5200000000000011,1.6900000000000013,0.518294087578905,../../../confirmation/L2RAR2_R19_CONF_01_886001__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R19_CONF_01_886001__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_01_886001,886001,88700107,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.5300000000000011,1.7000000000000013,0.5137308402191971,../../../confirmation/L2RAR2_R19_CONF_01_886001__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_01_886001__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_01_886001,886001,88700108,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5400000000000011,1.7200000000000013,0.5148042148612129,../../../confirmation/L2RAR2_R19_CONF_01_886001__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_01_886001__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_01_886001__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R19_CONF_02_886002__T10_transport_strong_phase_30ms,L2RAR2_R19_CONF_02_886002,886002,88700209,T10_transport_strong_phase_30ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.330000000000001,1.300000000000001,30,30.00000000000003,1.370000000000001,1.470000000000001,38.097454611844896,../../../confirmation/L2RAR2_R19_CONF_02_886002__T10_transport_strong_phase_30ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T10_transport_strong_phase_30ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T10_transport_strong_phase_30ms/candidate_input
L2RAR2_R19_CONF_02_886002__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R19_CONF_02_886002,886002,88700210,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.380000000000001,1.480000000000001,37.78542559632654,../../../confirmation/L2RAR2_R19_CONF_02_886002__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R19_CONF_02_886002__T12_transport_commanded_release,L2RAR2_R19_CONF_02_886002,886002,88700211,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.34393603811448586,../../../confirmation/L2RAR2_R19_CONF_02_886002__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T12_transport_commanded_release/candidate_input
L2RAR2_R19_CONF_02_886002__T1_transport_stable_clean,L2RAR2_R19_CONF_02_886002,886002,88700200,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014942938411668683,../../../confirmation/L2RAR2_R19_CONF_02_886002__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T1_transport_stable_clean/candidate_input
L2RAR2_R19_CONF_02_886002__T2_transport_camera_jitter,L2RAR2_R19_CONF_02_886002,886002,88700201,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014942938411668683,../../../confirmation/L2RAR2_R19_CONF_02_886002__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T2_transport_camera_jitter/candidate_input
L2RAR2_R19_CONF_02_886002__T3_transport_single_contact_proxy_dropout,L2RAR2_R19_CONF_02_886002,886002,88700202,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014942938411668683,../../../confirmation/L2RAR2_R19_CONF_02_886002__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R19_CONF_02_886002__T4_transport_same_time_contact_false_then_true,L2RAR2_R19_CONF_02_886002,886002,88700203,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014942938411668683,../../../confirmation/L2RAR2_R19_CONF_02_886002__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R19_CONF_02_886002__T5_transport_weak_outcome,L2RAR2_R19_CONF_02_886002,886002,88700204,T5_transport_weak_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.360000000000001,1.470000000000001,21.969141052775214,../../../confirmation/L2RAR2_R19_CONF_02_886002__T5_transport_weak_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T5_transport_weak_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T5_transport_weak_outcome/candidate_input
L2RAR2_R19_CONF_02_886002__T6_transport_medium_outcome,L2RAR2_R19_CONF_02_886002,886002,88700205,T6_transport_medium_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.360000000000001,1.460000000000001,30.15109633547624,../../../confirmation/L2RAR2_R19_CONF_02_886002__T6_transport_medium_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T6_transport_medium_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T6_transport_medium_outcome/candidate_input
L2RAR2_R19_CONF_02_886002__T7_transport_strong_phase_00ms,L2RAR2_R19_CONF_02_886002,886002,88700206,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.340000000000001,1.440000000000001,38.85856062417349,../../../confirmation/L2RAR2_R19_CONF_02_886002__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R19_CONF_02_886002__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_02_886002,886002,88700207,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.350000000000001,1.450000000000001,38.30193459395412,../../../confirmation/L2RAR2_R19_CONF_02_886002__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_02_886002__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_02_886002,886002,88700208,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.360000000000001,1.460000000000001,38.5368732299422,../../../confirmation/L2RAR2_R19_CONF_02_886002__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_02_886002__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_02_886002__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R19_CONF_03_886003__T10_transport_strong_phase_30ms,L2RAR2_R19_CONF_03_886003,886003,88700309,T10_transport_strong_phase_30ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.330000000000001,1.300000000000001,30,30.00000000000003,1.5500000000000012,1.7100000000000013,0.43953593816834674,../../../confirmation/L2RAR2_R19_CONF_03_886003__T10_transport_strong_phase_30ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T10_transport_strong_phase_30ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T10_transport_strong_phase_30ms/candidate_input
L2RAR2_R19_CONF_03_886003__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R19_CONF_03_886003,886003,88700310,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.5600000000000012,1.7200000000000013,0.3910532482855381,../../../confirmation/L2RAR2_R19_CONF_03_886003__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R19_CONF_03_886003__T12_transport_commanded_release,L2RAR2_R19_CONF_03_886003,886003,88700311,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.3529505886284205,../../../confirmation/L2RAR2_R19_CONF_03_886003__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T12_transport_commanded_release/candidate_input
L2RAR2_R19_CONF_03_886003__T1_transport_stable_clean,L2RAR2_R19_CONF_03_886003,886003,88700300,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014382228616461094,../../../confirmation/L2RAR2_R19_CONF_03_886003__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T1_transport_stable_clean/candidate_input
L2RAR2_R19_CONF_03_886003__T2_transport_camera_jitter,L2RAR2_R19_CONF_03_886003,886003,88700301,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014382228616461094,../../../confirmation/L2RAR2_R19_CONF_03_886003__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T2_transport_camera_jitter/candidate_input
L2RAR2_R19_CONF_03_886003__T3_transport_single_contact_proxy_dropout,L2RAR2_R19_CONF_03_886003,886003,88700302,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014382228616461094,../../../confirmation/L2RAR2_R19_CONF_03_886003__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R19_CONF_03_886003__T4_transport_same_time_contact_false_then_true,L2RAR2_R19_CONF_03_886003,886003,88700303,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.014382228616461094,../../../confirmation/L2RAR2_R19_CONF_03_886003__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T4_transport_same_time_contact_false_then_true/candidate_input
