rollout_id,capture_order,time,phase,action,physics_step_index,capture_kind,action_end,camera_jitter_deg,frame_missing,frame_missing_reason,dropout_requested_offset_s,dropout_actual_offset_s,raw_rgb_sha256,jpeg_sha256,jpeg_path
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,0,0.0,initial,,0,action_end,True,0.0,False,,,,f90318cb455d2b561062e6fc56816d34faacb8f75eb4e3fe2ed30abcb5427a00,7918a22fe92176eb0171514aed2e662215a5e72f6b5422f8eef2207e164d1bdc,online_raw/rgb/front/000000.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,1,0.05,approach_object,approach_object,5,periodic,False,0.0,False,,,,5d8a32bb219b466e540832bed5057e7ebeba84b858788e40339b7f61884b9bda,7be63c050b2307c99ffc20c3f1da4c97b992d9183536b3bf851c0deb1555c30d,online_raw/rgb/front/000001.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,2,0.09999999999999999,approach_object,approach_object,10,periodic,False,0.0,False,,,,ab63d34ef2429daa4361abd56c6ad74a8fe5e32ae2649edb7ce48492d95b2892,b58a1530bf6c8cc981a19e130b0815e6e9f63c2f502204a5b9b7c7f4410844c4,online_raw/rgb/front/000002.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,3,0.15,approach_object,approach_object,15,periodic,False,0.0,False,,,,8263c02272af24f3262e15961f7d08e65e9975d683b54ec2da7f3b43cc77e0c7,c9f0b5426cbb5e5945d1f7fc155d129016f4b49bcc13517c2d8a990e4c5a04f1,online_raw/rgb/front/000003.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,4,0.20000000000000004,approach_object,approach_object,20,periodic,False,0.0,False,,,,8e00d70535415a06688294a6fb3d27721bb98cf84c292d432f5146d782c14713,8321a01d025279708b0fd4dc4ee661503c0de06f3f3de901fdd164262479868f,online_raw/rgb/front/000004.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,5,0.20000000000000004,approach_object,approach_object,20,action_end,True,0.0,False,,,,8e00d70535415a06688294a6fb3d27721bb98cf84c292d432f5146d782c14713,8321a01d025279708b0fd4dc4ee661503c0de06f3f3de901fdd164262479868f,online_raw/rgb/front/000005.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,6,0.25000000000000006,close_gripper,close_gripper,25,periodic,False,0.0,False,,,,ff3761ffdd6bc3074ed6c638222a8d88bc1bb9c2b9e9c567c65135384eea6f4b,89bf4ee471a367bccec5e13f3aeb1f30477c75e57378da0cfa6e078af64ea9b3,online_raw/rgb/front/000006.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,7,0.3000000000000001,close_gripper,close_gripper,30,periodic,False,0.0,False,,,,8739be8e01e91a78797e90143f99f049e67937eb22a0dfe12aec150c55669689,2105f9043d1b76a9919063222255587d5eedbdd1746af1c9ba3d8e4679618114,online_raw/rgb/front/000007.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,8,0.3000000000000001,close_gripper,close_gripper,30,action_end,True,0.0,False,,,,8739be8e01e91a78797e90143f99f049e67937eb22a0dfe12aec150c55669689,2105f9043d1b76a9919063222255587d5eedbdd1746af1c9ba3d8e4679618114,online_raw/rgb/front/000008.jpg
L2RAR2_R19_CONF_00_886000__T10_transport_strong_phase_30ms,9,0.35000000000000014,lift,lift,35,periodic,False,0.0,False,,,,77f3b72ef244145506625866d89dfac4bd6854e377a06a106978af09a11b7c8a,f58cd662a5a33ea9fbd28e94ca38e27bfd6cb48d9973f648774cf001fdb87e18,online_raw/rgb/front/000009.jpg
