epoch,loss
0,3.532083926598231
1,1.7019970536231994
2,1.5263512591520945
3,1.1841260115305583
4,1.0450452268123627
5,0.9813952853282293
6,0.874437986811002
7,0.8823104858398437
8,0.8128279219071071
9,0.9726365307966868
10,0.8135768165191014
11,0.7680722445249557
12,0.7362915148337682
13,0.8752026756604513
14,0.6990064471960068
15,0.6819176013271014
16,0.7014948144555092
17,0.6777593776583671
18,0.649704651037852
19,0.6616449827949206
20,0.6332134485244751
21,0.6761136780182521
22,0.6515084092815717
23,0.5879787564277649
24,0.600028890868028
25,0.5996666118502617
26,0.5618927905956904
27,0.5985015193621318
28,0.6314537634452184
29,0.6188613171378772
30,0.5780515427390734
31,0.5570699686805407
32,0.5644238601128261
33,0.577826610704263
34,0.5715192263325055
35,0.5207934806744258
36,0.6394422814249993
37,0.5259447197119395
38,0.5828555891911189
39,0.5700475325187048
40,0.5597631692886352
41,0.6363842929402987
42,0.5799805084864299
43,0.5534820079803466
44,0.5255440503358841
45,0.5055423418680827
46,0.5351279387871425
47,0.6291861141721408
48,0.5371226112047831
49,0.490512282649676
