variant	seed	path	size_bytes	sha256	torch_load_ok
offline_teacher_to_causal	623	artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/boundary_models_v1/formal/offline_teacher_to_causal_s623/best.pt	200284	fe0464076a3590de19b31d88cd668d4c0e8cf92ee2a80ec413e8191fea34c94e	true
