path	size_bytes	job_id	artifact_type	reason_omitted	packaged
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r03.npz	10475	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r04.npz	12443	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r05.npz	12440	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r00.npz	4124	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r01.npz	4119	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r02.npz	4119	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r03.npz	4523	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r04.npz	4114	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_088_r05.npz	4123	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r00.npz	14432	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r01.npz	14037	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r02.npz	13618	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r03.npz	13634	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r04.npz	14040	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_089_r05.npz	15227	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r00.npz	11212	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r01.npz	11198	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r02.npz	10813	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r03.npz	10813	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r04.npz	10822	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_090_r05.npz	10412	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r00.npz	12411	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r01.npz	11215	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r02.npz	10818	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r03.npz	11609	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r04.npz	11221	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_091_r05.npz	10810	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r00.npz	11613	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r01.npz	11614	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r02.npz	11612	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r03.npz	12023	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r04.npz	11602	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_092_r05.npz	11620	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r00.npz	10407	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r01.npz	11608	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r02.npz	10425	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r03.npz	10809	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r04.npz	10815	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_093_r05.npz	10411	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r00.npz	4926	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r01.npz	4120	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r02.npz	4518	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r03.npz	4922	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r04.npz	4915	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_094_r05.npz	4920	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r00.npz	13594	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r01.npz	13592	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r02.npz	13987	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r03.npz	14391	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r04.npz	13987	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_095_r05.npz	13587	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r00.npz	12458	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r01.npz	12848	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r02.npz	13232	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r03.npz	12836	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r04.npz	11655	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_096_r05.npz	12062	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r00.npz	13231	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r01.npz	12841	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r02.npz	20402	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r03.npz	12439	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r04.npz	12049	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_097_r05.npz	20416	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r00.npz	12821	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r01.npz	13234	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r02.npz	12436	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r03.npz	13226	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r04.npz	14427	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_098_r05.npz	11664	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r00.npz	12438	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r01.npz	12438	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r02.npz	13249	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r03.npz	13218	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r04.npz	11254	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_099_r05.npz	12055	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r00.npz	3716	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r01.npz	4113	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r02.npz	4120	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r03.npz	4119	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r04.npz	4518	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_100_r05.npz	4119	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r00.npz	14428	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r01.npz	14435	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r02.npz	15219	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r03.npz	14815	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r04.npz	14841	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_101_r05.npz	13247	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/best.pt	200284	budget0_s642	checkpoint_or_model_weight	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r00.npz	12478	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r01.npz	12884	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r02.npz	12102	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r03.npz	11694	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r04.npz	12897	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_084_r05.npz	11706	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_085_r00.npz	12090	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s642/val_predictions/formal_u2_family_085_r01.npz	13283	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
