path	size_bytes	job_id	artifact_type	reason_omitted	packaged
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/best.pt	200284	budget0_s641	checkpoint_or_model_weight	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r00.npz	12441	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r01.npz	12843	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r02.npz	12047	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r03.npz	11664	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r04.npz	12850	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_084_r05.npz	11649	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r00.npz	12044	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r01.npz	13241	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r02.npz	12457	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r03.npz	12837	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r04.npz	12443	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_085_r05.npz	12841	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r00.npz	13229	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r01.npz	13624	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r02.npz	11663	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r03.npz	13229	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r04.npz	12053	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_086_r05.npz	12453	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r00.npz	12056	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r01.npz	12054	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
artifacts/pathgraph_sarm/upgrade_v2/u2_stochastic_boundary/budgeted_correction_v1/models/budget0_s641/val_predictions/formal_u2_family_087_r02.npz	12832	val_predictions	numeric_array	large/raw artifact excluded from single ZIP; placeholder retained	False
