bootstrap_resamples,bootstrap_unit,ci_high,ci_low,comparison,effect,metric,paired_family_count,status
5000,root_family_id_stratified_by_scenario,0.0,0.0,G2_minus_G1,0.0,transition_coverage_macro,12,estimable
5000,root_family_id_stratified_by_scenario,0.0,0.0,G2_minus_G1,0.0,typed_occurrence_coverage,12,estimable
0,root_family_id_stratified_by_scenario,,,G2_minus_G1,0.0,failure_event_recall,0,not_estimable
0,root_family_id_stratified_by_scenario,,,G2_minus_G1,0.0,recovery_achieved_recall,0,not_estimable
5000,root_family_id_stratified_by_scenario,0.0,0.0,G2_minus_G1,0.0,false_terminal_claim_rate,1,estimable
