logical_path	original_path	size_bytes	reason_omitted
r20_confirmation_raw	/home/__compress_data/xushijie/graph_l2ra_r2_r20_logical_clock_confirm_v1_data/confirmation	182247384	raw JPEG and full physics traces externalized
