subset_id,train_fraction,seed,train_episode_count,val_episode_count,test_episode_count,content_groups_train,statistics_unit,provenance
f025_s20260906,0.25,20260906,0,0,0,0,content_group_id,derived_coverage_subset
f025_s20260907,0.25,20260907,0,0,0,0,content_group_id,derived_coverage_subset
f025_s20260908,0.25,20260908,0,0,0,0,content_group_id,derived_coverage_subset
f050_s20260906,0.5,20260906,0,0,0,0,content_group_id,derived_coverage_subset
f050_s20260907,0.5,20260907,0,0,0,0,content_group_id,derived_coverage_subset
f050_s20260908,0.5,20260908,0,0,0,0,content_group_id,derived_coverage_subset
