candidate_id,sampling,events,families,primary_events,reference_unresolved_events,positive_events,positive_correct,positive_recall,miss_recall,loss_recall,regular_loss_recall,brief_loss_recall,long_gap_recall,wrong_or_unknown_rate,conflict_rate,premature_emergency_rate,conflict_rollout_rate,negative_false_emergency_rate,touch_false_emergency_rate,release_false_emergency_rate,pause_false_emergency_rate,information_false_emergency_rate,hold_evidence_rate,regular_hold_evidence_rate,brief_hold_evidence_rate,touch_false_hold_evidence_rate,pause_hold_retention_rate,delay_p95_seconds,delay_observed_count,paired_sampling,type_recall_json,stratum_false_emergency_json,stratum_counts_json,data_role
B_count1,control_tick_20hz,64,16,56,0,32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.375,1.0,0.1500000000000007,32,True,"{""held_object_loss_recovery_required"": 1.0, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 1.0, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 1.0, ""loss_after_observed_hold"": 1.0, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
B_count1,action_end,64,16,56,0,32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,1.0,0.4000000000000009,32,True,"{""held_object_loss_recovery_required"": 1.0, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 1.0, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 1.0, ""loss_after_observed_hold"": 1.0, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
B_count2,control_tick_20hz,64,16,56,0,32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1500000000000007,32,True,"{""held_object_loss_recovery_required"": 1.0, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 1.0, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 1.0, ""loss_after_observed_hold"": 1.0, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
B_count2,action_end,64,16,56,0,32,20,0.625,1.0,0.5,0.5,0.5,0.5,0.375,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.4000000000000009,20,True,"{""held_object_loss_recovery_required"": 0.5, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 0.5, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 0.5, ""loss_after_observed_hold"": 0.5, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C3_vector_rho035,control_tick_20hz,64,16,56,0,32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1500000000000007,32,True,"{""held_object_loss_recovery_required"": 1.0, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 1.0, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 1.0, ""loss_after_observed_hold"": 1.0, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C3_vector_rho035,action_end,64,16,56,0,32,26,0.8125,1.0,0.75,0.75,0.75,0.75,0.1875,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.75,0.4000000000000009,26,True,"{""held_object_loss_recovery_required"": 0.75, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 0.75, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 0.75, ""loss_after_observed_hold"": 0.75, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C3_vector_rho055,control_tick_20hz,64,16,56,0,32,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.1500000000000007,32,True,"{""held_object_loss_recovery_required"": 1.0, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 1.0, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 1.0, ""loss_after_observed_hold"": 1.0, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C3_vector_rho055,action_end,64,16,56,0,32,26,0.8125,1.0,0.75,0.75,0.75,0.75,0.1875,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.75,0.4000000000000009,26,True,"{""held_object_loss_recovery_required"": 0.75, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 0.75, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 0.75, ""loss_after_observed_hold"": 0.75, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C4_time010_disp004,control_tick_20hz,64,16,56,0,32,29,0.90625,1.0,0.875,0.875,0.875,0.875,0.09375,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.875,0.875,0.875,0.0,1.0,0.1500000000000007,29,True,"{""held_object_loss_recovery_required"": 0.875, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 0.875, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 0.875, ""loss_after_observed_hold"": 0.875, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
C4_time010_disp004,action_end,64,16,56,0,32,26,0.8125,1.0,0.75,0.75,0.75,0.75,0.1875,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.75,0.4000000000000009,26,True,"{""held_object_loss_recovery_required"": 0.75, ""missed_grasp_retry_required"": 1.0}","{""brief_true_hold_then_loss"": 0.75, ""commanded_release"": 0.0, ""history_or_visual_unavailable"": 0.0, ""long_gap_after_loss"": 0.75, ""loss_after_observed_hold"": 0.75, ""miss_without_prior_hold"": 1.0, ""normal_hold_pause_resume"": 0.0, ""touch_without_hold_then_loss"": 1.0}","{""brief_true_hold_then_loss"": {""events"": 8, ""families"": 2}, ""commanded_release"": {""events"": 8, ""families"": 2}, ""history_or_visual_unavailable"": {""events"": 8, ""families"": 2}, ""long_gap_after_loss"": {""events"": 8, ""families"": 2}, ""loss_after_observed_hold"": {""events"": 8, ""families"": 2}, ""miss_without_prior_hold"": {""events"": 8, ""families"": 2}, ""normal_hold_pause_resume"": {""events"": 8, ""families"": 2}, ""touch_without_hold_then_loss"": {""events"": 8, ""families"": 2}}",new_dynamic_mujoco_r1
