ambiguous_guard_rate_macro,censored_occurrence_count,eligible_family_count,failure_event_f1_macro,failure_event_precision_macro,failure_event_recall_macro,failure_terminal_f1_macro,failure_terminal_precision_macro,failure_terminal_recall_macro,false_terminal_claim_rate_macro,graph_id,guard_ambiguous_count,occurrence_count,path,recovery_achieved_f1_macro,recovery_achieved_precision_macro,recovery_achieved_recall_macro,recovery_attempt_f1_macro,recovery_attempt_precision_macro,recovery_attempt_recall_macro,status,terminal_abstention_rate_macro,terminal_claim_coverage_macro,transition_coverage_macro,typed_occurrence_coverage_macro,unknown_rate_macro
0.0,0,12,,,0.0,,0.0,0.0,1.0,G0_raw_topology,0,528,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G0_raw_topology.json,,,0.0,,,0.0,estimable,0.978778794622872,0.02122120537712802,1.0,0.0,1.0
0.0,0,12,,0.0,0.0,,0.0,0.0,1.0,G1_single_label_v2,0,528,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G1_semantic_only.json,,,0.0,,0.0,0.0,estimable,0.978778794622872,0.02122120537712802,1.0,0.451115037318145,0.5488849626818549
0.0,0,12,,0.0,0.0,,,0.0,,G2_conditional_role_compatibility,14,528,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G2_evidence_edited.json,,,0.0,,0.0,0.0,estimable,1.0,0.0,1.0,0.451115037318145,0.5488849626818549
