preload_cycles,debt_at_suffix_entry,suffix_signed_return,max_step_reward_difference_from_zero_preload,changed,claim_scope
0,0.0,0.33333333333333337,0.0,False,MATCHED_TESTED_SYMBOLIC_SUFFIX_ONLY
1,0.16666666666666663,0.33333333333333337,0.0,False,MATCHED_TESTED_SYMBOLIC_SUFFIX_ONLY
3,0.4999999999999999,0.33333333333333337,0.0,False,MATCHED_TESTED_SYMBOLIC_SUFFIX_ONLY
8,1.3333333333333326,0.33333333333333337,0.0,False,MATCHED_TESTED_SYMBOLIC_SUFFIX_ONLY
