task_id,condition_or_aggregate,metric,method_a,method_b,point_estimate_a,point_estimate_b,difference,ci95_low,ci95_high,prob_difference_gt_0,resamples,seed
all_graph_tasks,predefined_equal_condition_aggregate,graph_task_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.8333333333333334,0.7666666666666666,0.06666666666666676,0.0,0.13333333333333336,0.915,5000,20261021
all_graph_tasks,predefined_equal_condition_aggregate,recovery_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.9166666666666666,0.75,0.16666666666666663,0.0,0.3333333333333333,0.915,5000,20261021
all_graph_tasks,predefined_equal_condition_aggregate,worst_order_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.5,0.5,0.0,0.0,0.0,0.0,5000,20261021
all_graph_tasks,predefined_equal_condition_aggregate,fixed_order_success,pathgraph_reward_v1_locked,linear_sarm_equiv,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,5000,20261021
all_graph_tasks,predefined_equal_condition_aggregate,long_horizon_completion,pathgraph_reward_v1_locked,linear_sarm_equiv,0.8333333333333334,0.7666666666666666,0.06666666666666676,0.0,0.13333333333333336,0.915,5000,20261021
all_graph_tasks,predefined_equal_condition_aggregate,order_gap,pathgraph_reward_v1_locked,linear_sarm_equiv,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,5000,20261021
