task_id,method,n_rollouts,success_rate,completion_mean,recovery_success_rate
transport_dual_order,linear_sarm_equiv,600,0.6666666666666666,0.6666666666666666,0.0
transport_dual_order,pathgraph_reward_v1_locked,600,0.6666666666666666,0.6666666666666666,0.0
transport_recovery,linear_sarm_equiv,900,0.8333333333333334,0.8333333333333334,0.5
transport_recovery,pathgraph_reward_v1_locked,900,0.9444444444444444,0.9444444444444444,0.6111111111111112
