accepted_edit_count,automatic_boundary_status,boundary_source,candidate_reachability,continuation_calls,contradicted_claim_count,edge_count,eligible_family_count,failure_event_precision,failure_event_recall,false_terminal_claim_rate,graph_id,label_origin,mixed_failure_recovery_rate,node_count,observed_only_reachability,path,provenance,recovery_achieved_precision,recovery_achieved_recall,recovery_attempt_precision,recovery_attempt_recall,split,status,supported_claim_count,terminal_claim_coverage,transition_coverage_denominator,transition_coverage_macro,transition_coverage_micro,transition_coverage_numerator,typed_occurrence_coverage,unknown_rate,untested_claim_count
0,not_computed_current_python_without_torch,frozen_rule_fallback,True,15,0,30,12,,0.0,0.9774647887323944,G0_raw_topology,simulator_info.events,0.0,11,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G0_raw_topology.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.3034188034188034,1170,0.4541146487222327,0.4641025641025641,543,0.0,1.0,30
0,not_computed_current_python_without_torch,frozen_rule_fallback,True,15,0,30,12,,0.0,0.9774647887323944,G1_semantic_only,simulator_info.events,0.0,11,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G1_semantic_only.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.3034188034188034,1170,0.4541146487222327,0.4641025641025641,543,0.03333333333333333,0.9666666666666667,30
1,not_computed_current_python_without_torch,frozen_rule_fallback,True,15,0,30,12,,0.0,0.9647577092511013,G2_evidence_edited,simulator_info.events,0.0,11,True,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/graphs/G2_evidence_edited.json,confirmation_same_input_frozen_pipeline,,0.0,,0.0,confirm,estimable,0,0.19401709401709402,1170,0.4541146487222327,0.4641025641025641,543,0.03333333333333333,0.9666666666666667,30
