split,family,motif,slot,fallback_initial,left_error,right_error,structure_hash_left,structure_hash_right,parameter_hash
development,1301217,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,9,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,10,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,11,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,12,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,13,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,14,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301217,ALTERNATIVE_COST,15,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,f4c8e6448beac931f233813016904bb5965fc71031a06532ad205f43bab8515a
development,1301218,ALTERNATIVE_COST,0,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,1,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,9,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,10,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,11,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,12,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,13,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,14,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301218,ALTERNATIVE_COST,15,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,bd6914d1413725efa4540848d91a3f40a73a12eab4a008e3494e5c59602a1edc
development,1301219,ALTERNATIVE_COST,0,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,1,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,9,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,10,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,11,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,12,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,13,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,14,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301219,ALTERNATIVE_COST,15,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,0e32ba81cd8564d1252170401fa9a6c68db7aba07480b1ac4902e1436b823b6a
development,1301220,ALTERNATIVE_COST,0,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,1,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,9,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,10,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,11,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,12,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,13,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,14,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301220,ALTERNATIVE_COST,15,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,67954d586a3f962d8d8072bc762965d0d008232e45ea004fa9fd9cefb248b7d7
development,1301221,ALTERNATIVE_COST,0,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,1,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,9,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,10,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,11,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,12,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,13,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,14,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301221,ALTERNATIVE_COST,15,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,9b029052f3f385e157af4626b3ae7dad55869628504a875a203be2f543a8d0da
development,1301222,ALTERNATIVE_COST,0,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,1,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,2,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,3,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,4,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,5,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,6,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,7,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
development,1301222,ALTERNATIVE_COST,8,False,,,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,ffaf179f54fcdce13c117cb59eb4c3b47f75a68700f8bf6b4e8ba34acbddb730,448aeca4a50fe379e5efbcb22416e0f8604deb07be0a5cbeb2eb325e1bd5d45d
