episode,seed,success,decision_points,first_timestep,last_timestep,episode_file,video_file,episode_sha256,video_sha256,obs_shape,action_shape
52,100052,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0052_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0052_fail.mp4,93872eb160bda37c89f5cb79c3133ac6cf8acb1fb204640d736b42a89bedd17b,196bfd387a307b3e2b9854d0dd72c96f92651a61620cf8f2c1003c7f9f3a4d55,"(2, 59)","(16, 20)"
53,100053,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0053_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0053_fail.mp4,26ea1e983b95a85053264ae310e10d7b15d03c3652d4a3a75e960f8836671572,2319f43b0a793066cb32434e1d19ff695318d78bbd3858d1a9d7677b33c33979,"(2, 59)","(16, 20)"
54,100054,True,64,0,504,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0054_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0054_succ.mp4,71c5f5812a98592adcdb2c4e478e7acb385fb2218f5ae35e9112ae97a474d9aa,b68eef9051c9da27c50464a9f29082bca3db01ad0b1d811e8ad7af5ab29a9b67,"(2, 59)","(16, 20)"
55,100055,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0055_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0055_fail.mp4,40b1273fc6d8533399a0b5be717472d50823822196e70acad3ed83d2ca91deec,ed097495f05241f1c1f1158dd712fb7374c3ebb65e7c8d95e9a36229d369f6df,"(2, 59)","(16, 20)"
56,100056,True,56,0,440,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0056_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0056_succ.mp4,93438db6f500eabf157b0a562664fd99311d1b2b62fb566352ef542d7260f05d,468fb1617af9411a4fed335b2fab6913d882d32e48194a4ad16f13bae3e0465f,"(2, 59)","(16, 20)"
57,100057,True,64,0,504,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0057_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0057_succ.mp4,23286303e265aa065ef7d0a100cb12f262360ee228603b044042942e818cce7d,191b3ca0365a70a95c1d8a0a1b96d198c7619a44e36f1c02f230f4bd28e250e1,"(2, 59)","(16, 20)"
58,100058,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0058_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0058_fail.mp4,38b192d08cc66beea166f35bb4d2696c5445a0162e7b8d68d478f1269d3ce4b4,c76bb8252322d7b48157f86138eb206ef0197912062141200aecd25d99745a91,"(2, 59)","(16, 20)"
59,100059,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0059_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0059_fail.mp4,6bd209aa1955379cd121cecebada4a3ac931c9a31ef46007c8f0c3a9d5d9b71b,f9505630b6f0d02152c7010d77cdd7f148ec055f5d31e228494da8823570c7c9,"(2, 59)","(16, 20)"
60,100060,True,70,0,552,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0060_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0060_succ.mp4,de61caef6966e6094d9a308de6c800db9405a98bbb7641bd995cdb5c4e448dd3,d366f304b74fcd344e1868a662d7bb039cc226fc803b7d07af79203d6f4a6a3d,"(2, 59)","(16, 20)"
61,100061,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0061_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0061_fail.mp4,575b25f6179602937199441f8033436e847b2c55486f58c50c2b669250103686,b0048fe7156835d9a9805b0467ede4733e7de69c48c416f709b974663f543310,"(2, 59)","(16, 20)"
62,100062,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0062_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0062_fail.mp4,92c729a45ec778a23a1e64149b80a38f7343c86578308f7f09bc341b60f04edc,726b5fa28d431afe6afbaf2f41b2a3ec3c008a2ab6cb0f6b6f44f63a4b5ba3a1,"(2, 59)","(16, 20)"
63,100063,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0063_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0063_fail.mp4,ced8a6a8b0ac8af04e59976a89915430b301f72aee431f38395d649b7b42414c,969ddd38e96ae094909268b5f22e7e902c04739298f6be677f9c03c930ada597,"(2, 59)","(16, 20)"
64,100064,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0064_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0064_fail.mp4,a725a0a6e1f68ba4bce720e86439e27ecf83c43518dd812693dc938c70345eff,392d3fc217e88210268bbe7084ef187c94854dfa9942b637927db2adc92e4bbb,"(2, 59)","(16, 20)"
65,100065,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0065_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0065_fail.mp4,38b923317a68b6b04f0d8ea92b76f1a2b425398205501d664977ed36a61fd0f8,04fbb421ed7ca49e224e23c699490645e89f49e0670d4e206706ebca19bed092,"(2, 59)","(16, 20)"
66,100066,True,83,0,656,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0066_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0066_succ.mp4,45d359b3953eeed12f24cc2e75b2cb0fae1e30f0f903f0f23ab8e82f4fff9de7,72b23f465be3c4e1bf08a78ab188db76088b91e6749c5cca09faf3b7a9e821ff,"(2, 59)","(16, 20)"
67,100067,True,67,0,528,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0067_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0067_succ.mp4,0ec4e8b7a937e72ba86dee4372b943b59f3dcd8c78f7c1c04f2921c508a40621,44f3924c866372408608c1a9f0710c803b8aa8463acefa7d6047b9a1098ba460,"(2, 59)","(16, 20)"
68,100068,True,64,0,504,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0068_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0068_succ.mp4,64c4d27e6f5bce12b8968ebe3cc3db6322b2e298ac137d4676f8da7c58f9a858,fbd12605ecf9ed0cb732bba2e4a5acb350d0e94fb6c00bfa0766299eb9db8789,"(2, 59)","(16, 20)"
69,100069,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0069_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0069_fail.mp4,417f85c83c6cbb8170a5f7a55d99cda9c481d7d98f6788e79678938e587cd3cf,c6767e2308260ea1cf940ec199a9cab543cc79e751d6f7cfdba0692d2408a55c,"(2, 59)","(16, 20)"
70,100070,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0070_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0070_fail.mp4,012f73e2eb79feb8005b94df8b0f3adcc4177f9a31877f33c03ef56e35d98d0e,f5e75cfe236875405565e78fd7d105ed8edd89f74dddba6f70a0e296fe26d89b,"(2, 59)","(16, 20)"
71,100071,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0071_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0071_fail.mp4,9119df4f8b4352ae7790812076d33534987f9dbe381214fb612260932fc34faf,b55baef0b7cdd1fd03df372420cc0024a28d33ad226d73136141667ab40dea48,"(2, 59)","(16, 20)"
72,100072,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0072_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0072_fail.mp4,5eba24457994a039729da0f3a29f0cfab1f6d209f343cca707fe9d40f96aaa7f,a1071201f59bca222a880f8e081b97294cd5ff5ed3fe8999d8eeee2a777cfed8,"(2, 59)","(16, 20)"
73,100073,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0073_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0073_fail.mp4,6b01d7b815d66f6e0d406a59efb112e3c7d22f85c071828a5f3a535b089ff523,0a7829fa4c9d73fbc7875ad79c8360ed7484e14e393d52fe89c24a405c6c9d57,"(2, 59)","(16, 20)"
74,100074,True,75,0,592,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0074_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0074_succ.mp4,62895c575d61fbc76a4768c735b5c654b23a3815b17fc72f8329a4ddbadfafa6,325379a781b13a4842feaa2dfe94e58f4373dc80c97357c9e80fe71f9c995b85,"(2, 59)","(16, 20)"
75,100075,True,57,0,448,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0075_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0075_succ.mp4,89fc055df11046ff758dbb4279fc83fd3d012c05f80c589fe375769030926f9e,afeb55668a4f17270aae5d9a784a4d51016068e8572c885f59a1c66c146405e5,"(2, 59)","(16, 20)"
76,100076,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0076_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0076_fail.mp4,991b407d04b112ebbbfd22cb41802190a52a2444503e24a86cf916c29c152af9,25f9bfa74f9b5e2873413e5508aee5a7663cb6e5205734d0bce0f76bc3ae18b3,"(2, 59)","(16, 20)"
77,100077,True,55,0,432,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0077_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0077_succ.mp4,8fac4a5cdcbc56d13cd7632f50b25dd92d9db6c1c18313b3ba41f0d0de0fafe2,bcd14df027ce31f4410542a8bfcc9cb2b34b59cd2f2bcc577e38ac844b41e4b4,"(2, 59)","(16, 20)"
78,100078,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0078_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0078_fail.mp4,de6b5d8335423cfd36e447ea34ae9e42efbd0816459d517772688b04005ab646,daa937c9ce46440f59e18ace37f60cdc8d9c279e5de1c654caa5c6d913a0d171,"(2, 59)","(16, 20)"
79,100079,True,76,0,600,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0079_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0079_succ.mp4,043ff6760572d3479230779d794208345734099d357bc22b7493741f8698337a,e92880e3e6a14004ff1d424c883b56d5b1ae6dd08c09b1e448b86b1fdf0a0723,"(2, 59)","(16, 20)"
80,100080,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0080_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0080_fail.mp4,c79b2bc9fe437901611ad425ca366bfd2df18e2f189c48689550dbbdbe40680e,0c74c3eb20ec988e7758286eb9ece5d21f40c1dd5818e078c6ed6684cce75014,"(2, 59)","(16, 20)"
81,100081,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0081_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0081_fail.mp4,54787b2691b80877d0747f9dd087c789243b1c4a1f3d55b731f5d79d409acdd8,8497040bf9bf1eb474e9e3bf059290f7ef9bee7d96fd2184ba4cb92a04bdc74b,"(2, 59)","(16, 20)"
82,100082,True,87,0,688,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0082_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0082_succ.mp4,4abfc905534c19b3df23c5b238de273b77bb2530a077b3e5d67364b5e5976e46,0916e2ab314d2fd62aead41efb22cff1f8fe50eb958060d353dbdd238984e2a2,"(2, 59)","(16, 20)"
83,100083,True,65,0,512,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0083_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0083_succ.mp4,b42a635ffdf7f1bdaf3fbd4d382843038d4eee1902b5e7701fc139e27b0d1b81,0eda7df44d40f4be902190f2090493a6836aa83b7d06c92cd047a64e0becd965,"(2, 59)","(16, 20)"
84,100084,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0084_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0084_fail.mp4,91afaae02f0ac26de520ea396060b45518893a97638a71ef62ea7e4911480db0,5af70f48e71b3e326e41515f234f1085f0cbbfef754e11403bb99d02f078ac0e,"(2, 59)","(16, 20)"
85,100085,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0085_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0085_fail.mp4,e389cb7ce6861b831faff57476ea8bf08d60844c4f77681ced4637b1ce589da0,d3bb90e9b6dcdb9aa073f64aa4bcae44981884703001a77493d279198b15e3c5,"(2, 59)","(16, 20)"
86,100086,True,75,0,592,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0086_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0086_succ.mp4,a44f8835c1707adde472bdf5a6d4f0862ed1b1f163fa92825553e378bd5030ee,8a0567dddc38ed3658872c3d0a66b8a6249086fb7836899735d14094dcf783ce,"(2, 59)","(16, 20)"
87,100087,True,76,0,600,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0087_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0087_succ.mp4,a7bd39d85ded01d76189e7c289414f4e26e9f9f128fe0f389f542eb70a6365f8,18bedc5547ee7d817f8d49c669ccb954b52f018d2a4fa56264e910634b95578c,"(2, 59)","(16, 20)"
88,100088,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0088_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0088_fail.mp4,9ff3d4e3b9366eae99594d45f2127cf53b1a7f7443b1eccca04c4320fc1cf7c2,8cb9fd6c6fbb0fa2bdc1371b01650209511bdcb9709de0c456f258a81d514091,"(2, 59)","(16, 20)"
89,100089,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0089_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0089_fail.mp4,b1c9e13541d6b5735151015bc3ec3425902740cc839a68f69eeeeaa0be5d57d0,ae52808a1ee3b067f31caeb38ad595c7d6dfe87ce1ace872066a520dcf1c09ca,"(2, 59)","(16, 20)"
90,100090,True,68,0,536,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0090_succ.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0090_succ.mp4,876d3c7489186d488589e00e76aaa98b4c44b232d13731f115b3c39711cbd1ee,f9ecdd98d0d7c2474dd0cd0646c28faff472a3b33cf0f528bda7fc144a68bd68,"(2, 59)","(16, 20)"
91,100091,False,88,0,696,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/episodes/ep0091_fail.pkl,/home/__compress_data/xushijie/CUPID/repo/data/outputs/eval_save_episodes/20260722_cupid_transport_stage3_rollout100/20260722_cupid_transport_stage3_train_diffusion_unet_lowdim_transport_mh_0/latest/media/ep0091_fail.mp4,651ce3af97b345ada5f89375b1c7c60b85c973b88c1f43de7a1622f00c6de998,a3d8dadd168d1f8770da42aa4eb6b1acd9a3865704e38bd9be17a83ba4df9e12,"(2, 59)","(16, 20)"
