case_id,split,seed,target_x,target_y,interferer_x,interferer_y,dx,dy,abs_dx,abs_dy,aabb_overlap_x,aabb_overlap_y,aabb_overlap,classification,source_sha256
T_C_train_18,train,3118,-0.16496994898915426,-0.06885785326020158,-0.13163808231551696,-0.05060993107572078,0.0333318666736373,0.0182479221844808,0.0333318666736373,0.0182479221844808,0.0066681333263627005,0.021752077815519202,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_19,train,3119,-0.09873625408802227,-0.13740244529948314,-0.07081908707474704,-0.11162199173572873,0.02791716701327522,0.025780453563754413,0.02791716701327522,0.025780453563754413,0.01208283298672478,0.014219546436245588,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_20,train,3120,-0.15993532347478795,-0.17166894841792132,-0.13109597668443815,-0.14692441211784205,0.0288393467903498,0.02474453630007928,0.0288393467903498,0.02474453630007928,0.0111606532096502,0.015255463699920722,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_21,train,3121,-0.09212393369719102,-0.10686344692071822,-0.06293645789795661,-0.08253052156290097,0.029187475799234405,0.024332925357817253,0.029187475799234405,0.024332925357817253,0.010812524200765596,0.015667074642182748,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_22,train,3122,-0.11877034232201052,-0.06887017148576484,-0.08665016936712505,-0.04856513542698759,0.032120172954885465,0.020305036058777245,0.032120172954885465,0.020305036058777245,0.007879827045114536,0.019694963941222755,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_23,train,3123,-0.07566130526012185,-0.12168132711125089,-0.04804685514300574,-0.09557688027303374,0.027614450117116114,0.026104446838217152,0.027614450117116114,0.026104446838217152,0.012385549882883887,0.013895553161782849,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_24,train,3124,-0.2183038692634934,-0.14203348670538543,-0.18655770788023437,-0.12114853428915827,0.03174616138325903,0.020884952416227162,0.03174616138325903,0.020884952416227162,0.00825383861674097,0.01911504758377284,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_25,train,3125,-0.10545780688043664,-0.17889896318328427,-0.07921274611495463,-0.15141811921123427,0.02624506076548201,0.02748084397205,0.02624506076548201,0.02748084397205,0.013754939234517989,0.01251915602795,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_26,train,3126,-0.038934579895810395,-0.09181581516349198,-0.011624185468747744,-0.0653934315420572,0.02731039442706265,0.026422383621434772,0.02731039442706265,0.026422383621434772,0.01268960557293735,0.013577616378565228,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_train_27,train,3127,-0.08317102500704013,-0.051094100341110754,-0.051311989513234985,-0.030381740325785025,0.03185903549380514,0.02071236001532573,0.03185903549380514,0.02071236001532573,0.008140964506194857,0.01928763998467427,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
