signed_return,positive_weight_sum,nonzero_weight_steps,ess,transitions,episode_id,method,case_id,family_id,note
1.1664990766095849,1.4998324099718052,86,6.683813947282944,285,P1V6_931100_C1_NORMAL_93310000,FULL_FROZEN,C1_NORMAL,931100,"weight diagnostic, not policy harm"
0.6666666666666667,1.1666108033376243,85,4.078556877754936,285,P1V6_931100_C1_NORMAL_93310000,V6_CAP_POTENTIAL,C1_NORMAL,931100,"weight diagnostic, not policy harm"
0.6666666666666666,1.4998324099718052,86,6.683813947282944,285,P1V6_931100_C1_NORMAL_93310000,OLD_GLOBAL_PHI_DIAGNOSTIC,C1_NORMAL,931100,"weight diagnostic, not policy harm"
0.34013845896142586,1.0333333329857237,39,5.455681716414285,250,P1V6_931100_C2_LOSS_RETURN_P40_93310001,FULL_FROZEN,C2_LOSS_RETURN_P40,931100,"weight diagnostic, not policy harm"
0.3342002103371022,0.9652651769489407,39,4.22363684500575,250,P1V6_931100_C2_LOSS_RETURN_P40_93310001,V6_CAP_POTENTIAL,C2_LOSS_RETURN_P40,931100,"weight diagnostic, not policy harm"
0.33593384252111813,1.2291287161978062,39,5.047307856162545,250,P1V6_931100_C2_LOSS_RETURN_P40_93310001,OLD_GLOBAL_PHI_DIAGNOSTIC,C2_LOSS_RETURN_P40,931100,"weight diagnostic, not policy harm"
0.2333332960064165,0.7333332960064165,68,9.251702037080243,301,P1V6_931100_C3_LOSS_RETURN_P80_93310002,FULL_FROZEN,C3_LOSS_RETURN_P80,931100,"weight diagnostic, not policy harm"
-0.16666666666666674,0.4666666623884006,68,3.8999386267987433,301,P1V6_931100_C3_LOSS_RETURN_P80_93310002,V6_CAP_POTENTIAL,C3_LOSS_RETURN_P80,931100,"weight diagnostic, not policy harm"
-0.16666666666666669,0.7333332960064165,68,9.251702037080243,301,P1V6_931100_C3_LOSS_RETURN_P80_93310002,OLD_GLOBAL_PHI_DIAGNOSTIC,C3_LOSS_RETURN_P80,931100,"weight diagnostic, not policy harm"
0.04011982478386328,1.2333146988081871,75,7.721444861140497,450,P1V6_931100_C4_THREE_RETURNS_P40_93310003,FULL_FROZEN,C4_THREE_RETURNS_P40,931100,"weight diagnostic, not policy harm"
-0.16666666666666674,1.0319256158965575,75,4.824047008406549,450,P1V6_931100_C4_THREE_RETURNS_P40_93310003,V6_CAP_POTENTIAL,C4_THREE_RETURNS_P40,931100,"weight diagnostic, not policy harm"
-0.1666666666666668,1.4291100820202696,75,6.794416014511596,450,P1V6_931100_C4_THREE_RETURNS_P40_93310003,OLD_GLOBAL_PHI_DIAGNOSTIC,C4_THREE_RETURNS_P40,931100,"weight diagnostic, not policy harm"
0.1999999996523903,0.6999999996523903,38,5.791457163501235,161,P1V6_931100_C5_RECOVERY_COMMAND_NO_MOTION_93310004,FULL_FROZEN,C5_RECOVERY_COMMAND_NO_MOTION,931100,"weight diagnostic, not policy harm"
-0.16666666666666674,0.4000000243762254,37,2.8726798120795483,161,P1V6_931100_C5_RECOVERY_COMMAND_NO_MOTION_93310004,V6_CAP_POTENTIAL,C5_RECOVERY_COMMAND_NO_MOTION,931100,"weight diagnostic, not policy harm"
