scenario,backend,seed,anchor_step,continuation_steps,anchor_max_abs_state_error,continuation_max_abs_state_error,max_per_step_abs_state_error,tolerance,state_restore_exact,contact_steps_before_anchor,contact_steps_after_anchor,object_displacement_before_anchor,object_displacement_after_anchor
stochastic_continuous_push_anchor_restore,explicit_state_stochastic_simulator,20260905,4,6,0.0,0.0,0.0,1e-12,True,2,0,0.145069325200388,0.09206283358495078
