rollout_id,capture_order,time,phase,action,physics_step_index,action_end,camera_jitter_deg,frame_missing,frame_missing_reason,raw_rgb_sha256,jpeg_sha256,jpeg_path
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,8,0.3000000000000001,close_gripper,close_gripper,30,True,0.0,False,,fd59e0435d4c8f2bc85dfa23246bfe26ec5eca1a1b65d2e0bf70f69917561895,3ec3755c50871e426fb331204a618939d445691b2ada56b7631b3e0544e04143,online_raw/rgb/front/000008.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,9,0.35000000000000014,lift,lift,35,False,0.0,False,,1950a8df4bf33470a934bb293a3e68f31c99d89207b71cd77f8391be718026be,6f0182938855540538ff222d567c70f0a8645789628b39f21d2dbd66d61aaf41,online_raw/rgb/front/000009.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,10,0.4000000000000002,lift,lift,40,False,0.0,False,,e8505e76dbeb73571804e50f96fcccf84bf209d0bc79465345f15d04f5d15114,431edaf17652756627e09809134c4d38b9b6982d153a0395165dc25b1dc5a526,online_raw/rgb/front/000010.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,11,0.45000000000000023,lift,lift,45,False,0.0,False,,cd75e34f4d95103754545c2edd464d23d0f3ea76859944ab7506fd16298251ac,53e7a1e8b4b6bbf4b572b5e5a3df14058d2b0f715e8fad4960e942a76b22bc47,online_raw/rgb/front/000011.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,12,0.5000000000000002,lift,lift,50,False,0.0,False,,1680da92b400473c63080d664bab0d2f2aee978a9111d7f99bc21df9f4dd1289,324a0c54461abad4c56d8d363fef63b5df9b897778d0b110dbb20fc201402c3b,online_raw/rgb/front/000012.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,13,0.5000000000000002,lift,lift,50,True,0.0,False,,1680da92b400473c63080d664bab0d2f2aee978a9111d7f99bc21df9f4dd1289,324a0c54461abad4c56d8d363fef63b5df9b897778d0b110dbb20fc201402c3b,online_raw/rgb/front/000013.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,14,0.5500000000000003,pre_hold_settle,hold,55,False,0.0,False,,4a3c7feeeec9a6591f4207c405d09a68b8772649d38b74d141cdc97e9bc700ea,8590433aa97cab5e89cef598dfc4d1797730c88cd557b9f8101e72342d5397e7,online_raw/rgb/front/000014.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,15,0.6000000000000003,pre_hold_settle,hold,60,False,0.0,False,,bc4adc77a4f7f7af908043e7ecaaa08b322370be398f4b3201d64dc6d9aeb213,65b9cab6f45a10e192536d1a31870841f530f31a38ade89960665ff67948dd57,online_raw/rgb/front/000015.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,16,0.6500000000000004,pre_hold,hold,65,False,0.0,False,,fa132d5f44f289885695a7e492bfba41907ecc6f72530c875b2da4a3007dcd70,8813b4ab8f1330c740d328add2e2899c2f2f6acc157ec53df61c0aab810e5962,online_raw/rgb/front/000016.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,17,0.7000000000000004,pre_hold,hold,70,False,0.0,False,,7febadd8d749d22bb501ad07d09f29bb4f4d589f7d50169f768b7b7cd286ee85,2d55ac4952bef416a9e098ccdec0539b3f18768c1b26b5c2b8556f56e50b6d01,online_raw/rgb/front/000017.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,18,0.7500000000000004,pre_hold,hold,75,False,0.0,False,,7febadd8d749d22bb501ad07d09f29bb4f4d589f7d50169f768b7b7cd286ee85,2d55ac4952bef416a9e098ccdec0539b3f18768c1b26b5c2b8556f56e50b6d01,online_raw/rgb/front/000018.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,19,0.8000000000000005,pre_hold,hold,80,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000019.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,20,0.8500000000000005,pre_hold,hold,85,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000020.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,21,0.9000000000000006,pre_hold,hold,90,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000021.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,22,0.9500000000000006,pre_hold,hold,95,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000022.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,23,1.0000000000000007,pre_hold,hold,100,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000023.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,24,1.0500000000000007,pre_hold,hold,105,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000024.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,25,1.1000000000000008,pre_hold,hold,110,False,0.0,False,,8786e5e77bbfd8005666eda25f1022e6a1de8af97d91bf72ed128977a3854bce,3c191f7129bc5d4d9a22f17af25af14ab8f6a623f5fa5d968ff61f3a7c770ac5,online_raw/rgb/front/000025.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,26,1.1500000000000008,transport_pre_force,transport_to_target,115,False,0.0,False,,72ab1d81d5c5b69d4aa28558a076d9704db430b74c3bfc213d8ab7371c0c1ac7,9a66f624da918baad920915657aefefbbc6fd97a6884b912b76cda8a31c6eedd,online_raw/rgb/front/000026.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,27,1.2000000000000008,transport_pre_force,transport_to_target,120,False,0.0,False,,f722357b405438faeaf12085bb222720fdd77d0f1b10c3534003dece1646e3bc,3294389a24d2d56372707ea756a00b89cdd1f359b89b2e96cb2707ac6ff43d11,online_raw/rgb/front/000027.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,28,1.2500000000000009,transport_pre_force,transport_to_target,125,False,0.0,False,,bea84aeff559444f85b3e3cb23037c59136bc35e94422e7ddf622ffe7c12e042,33fead4147a5a4394f4111384f5023e60bd0d09acc87da8807e96d26b7788a2a,online_raw/rgb/front/000028.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,29,1.300000000000001,transport_pre_force,transport_to_target,130,False,0.0,False,,5b3b270c29f3d135020a9a4f404d65aceb017a04d56a982efff65fc84931f7d6,94e1e57cbfc0c0393031a5447ae9b8ea0df161d8f5778d40a5ae232328515ae6,online_raw/rgb/front/000029.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,30,1.300000000000001,transport_pre_force,transport_to_target,130,False,0.0,False,,5b3b270c29f3d135020a9a4f404d65aceb017a04d56a982efff65fc84931f7d6,94e1e57cbfc0c0393031a5447ae9b8ea0df161d8f5778d40a5ae232328515ae6,online_raw/rgb/front/000030.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,31,1.350000000000001,force_pulse,intervention,135,False,0.0,False,,eec2ad934213a7dd9348751e8c53833ae016985e893eafe0d82cfa7b8729097f,81659483673e48504b5dc3c0f8b4dfbe11c406375faddf948f0681c56e8fea0c,online_raw/rgb/front/000031.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,32,1.400000000000001,force_pulse,intervention,140,False,0.0,False,,e59a864e31798e6057ae4381bdf029a1fc13ca1257a85d57d889ab503d7dacae,330a2e92620f327248cbce555f6e5d527c8fdd4629e298ad421c0e49c451ca0b,online_raw/rgb/front/000032.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,33,1.450000000000001,force_pulse,intervention,145,False,0.0,False,,70cd481134e3d7093a5189ae0737f0e901d85924ba7c5e6d3e83bfbdc888b5bd,9f9bac965965b0e5ecf5fd6311741096e53beb554be6ba138fee5ede98f97708,online_raw/rgb/front/000033.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,34,1.500000000000001,force_pulse,intervention,150,False,0.0,False,,9d4a0983f2cfc6a4d56b2e20c145bfb3da168537bbac174db9e4d56cc81c5a24,5acf8dc73b096a0a2bdeff8c19741abf3341f7d04d8a77823f7f10d2c78b5e61,online_raw/rgb/front/000034.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,35,1.500000000000001,force_pulse_ended,intervention,150,True,0.0,False,,9d4a0983f2cfc6a4d56b2e20c145bfb3da168537bbac174db9e4d56cc81c5a24,5acf8dc73b096a0a2bdeff8c19741abf3341f7d04d8a77823f7f10d2c78b5e61,online_raw/rgb/front/000035.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,36,1.5500000000000012,transport_post_force,transport_to_target,155,False,0.0,False,,50cbf41f6a37a9128ede376fea686a842b3d041eb0d8f25bad1b811cacfaf5b1,2d057d2ee82da9ad5a4802b87f3a2ad11be5741ac92611ffd335906840886be0,online_raw/rgb/front/000036.jpg
L2RAR2_RGB_CONF_00_882000__C11_transport_strong_loss,37,1.6000000000000012,transport_post_force,transport_to_target,160,False,0.0,False,,7101abc836b1475e57e86668b3dc27a3f7c3379b2a5ce2da6c233d39fc9884da,ebbf439e5f7a0cd42cb55e84ce69583821a7d292a2e3a48d76b087aa5d308c7b,online_raw/rgb/front/000037.jpg
