rollout_id,family_id,family_seed,rollout_seed,case_id,trace_complete,frame_manifest_complete,detector_job_complete,numeric_health_pass,pre_hold_verified,physical_loss_confirmed,state,reference_action,resolvable,commanded_release,force_start_time,loss_onset_time_abs,loss_confirmed_time_abs,peak_relative_separation_m,reference_path,physics_trace_path,candidate_input_path
L2RAR2_RGB_CONF_02_882002__C4_stable_hold_camera_jitter,L2RAR2_RGB_CONF_02_882002,882002,88300203,C4_stable_hold_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,2.1640001287228204e-05,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C4_stable_hold_camera_jitter/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C4_stable_hold_camera_jitter/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C4_stable_hold_camera_jitter/candidate_input
L2RAR2_RGB_CONF_02_882002__C5_weld_off_no_force_outcome_control,L2RAR2_RGB_CONF_02_882002,882002,88300204,C5_weld_off_no_force_outcome_control,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,,,,0.005071369342006104,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C5_weld_off_no_force_outcome_control/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C5_weld_off_no_force_outcome_control/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C5_weld_off_no_force_outcome_control/candidate_input
L2RAR2_RGB_CONF_02_882002__C6_weak_intervention_outcome,L2RAR2_RGB_CONF_02_882002,882002,88300205,C6_weak_intervention_outcome,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,1.1000000000000008,,,0.07087136416305015,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C6_weak_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C6_weak_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C6_weak_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_02_882002__C7_medium_intervention_outcome,L2RAR2_RGB_CONF_02_882002,882002,88300206,C7_medium_intervention_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.9300000000000015,2.0799999999999996,0.22919610950180017,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C7_medium_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C7_medium_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C7_medium_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_02_882002__C8_strong_loss_clean,L2RAR2_RGB_CONF_02_882002,882002,88300207,C8_strong_loss_clean,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.5500000000000012,1.7200000000000013,0.22000713184434073,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C8_strong_loss_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C8_strong_loss_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C8_strong_loss_clean/candidate_input
L2RAR2_RGB_CONF_02_882002__C9_strong_loss_frame_dropout,L2RAR2_RGB_CONF_02_882002,882002,88300208,C9_strong_loss_frame_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.5500000000000012,1.7200000000000013,0.22000713184434073,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C9_strong_loss_frame_dropout/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C9_strong_loss_frame_dropout/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_02_882002__C9_strong_loss_frame_dropout/candidate_input
L2RAR2_RGB_CONF_03_882003__C10_brief_hold_strong_loss,L2RAR2_RGB_CONF_03_882003,882003,88300309,C10_brief_hold_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,0.7000000000000004,0.9900000000000007,1.2000000000000008,0.3026308657835124,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C10_brief_hold_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C10_brief_hold_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C10_brief_hold_strong_loss/candidate_input
L2RAR2_RGB_CONF_03_882003__C11_transport_strong_loss,L2RAR2_RGB_CONF_03_882003,882003,88300310,C11_transport_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.5700000000000012,1.7000000000000013,0.3809847718755771,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C11_transport_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C11_transport_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C11_transport_strong_loss/candidate_input
L2RAR2_RGB_CONF_03_882003__C12_commanded_release,L2RAR2_RGB_CONF_03_882003,882003,88300311,C12_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,,,0.6575306091977994,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C12_commanded_release/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C12_commanded_release/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C12_commanded_release/candidate_input
L2RAR2_RGB_CONF_03_882003__C1_hold_request_ends_without_hold,L2RAR2_RGB_CONF_03_882003,882003,88300300,C1_hold_request_ends_without_hold,True,True,True,True,False,False,MISSED_HOLD_RESOLVED,retry_grasp,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C1_hold_request_ends_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C1_hold_request_ends_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C1_hold_request_ends_without_hold/candidate_input
L2RAR2_RGB_CONF_03_882003__C2_touch_request_completes_without_hold,L2RAR2_RGB_CONF_03_882003,882003,88300301,C2_touch_request_completes_without_hold,True,True,True,True,False,False,TOUCH_ONLY_RESOLVED,none,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C2_touch_request_completes_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C2_touch_request_completes_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C2_touch_request_completes_without_hold/candidate_input
L2RAR2_RGB_CONF_03_882003__C3_stable_hold_clean,L2RAR2_RGB_CONF_03_882003,882003,88300302,C3_stable_hold_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,0.00011321197265459606,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C3_stable_hold_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C3_stable_hold_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C3_stable_hold_clean/candidate_input
L2RAR2_RGB_CONF_03_882003__C4_stable_hold_camera_jitter,L2RAR2_RGB_CONF_03_882003,882003,88300303,C4_stable_hold_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,0.00011321197265459606,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C4_stable_hold_camera_jitter/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C4_stable_hold_camera_jitter/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C4_stable_hold_camera_jitter/candidate_input
L2RAR2_RGB_CONF_03_882003__C5_weld_off_no_force_outcome_control,L2RAR2_RGB_CONF_03_882003,882003,88300304,C5_weld_off_no_force_outcome_control,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,,,,0.005585228171001157,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C5_weld_off_no_force_outcome_control/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C5_weld_off_no_force_outcome_control/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C5_weld_off_no_force_outcome_control/candidate_input
L2RAR2_RGB_CONF_03_882003__C6_weak_intervention_outcome,L2RAR2_RGB_CONF_03_882003,882003,88300305,C6_weak_intervention_outcome,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,1.1000000000000008,,,0.051985689499053106,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C6_weak_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C6_weak_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C6_weak_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_03_882003__C7_medium_intervention_outcome,L2RAR2_RGB_CONF_03_882003,882003,88300306,C7_medium_intervention_outcome,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,1.1000000000000008,,,0.056778418920532064,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C7_medium_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C7_medium_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C7_medium_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_03_882003__C8_strong_loss_clean,L2RAR2_RGB_CONF_03_882003,882003,88300307,C8_strong_loss_clean,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.380000000000001,1.5700000000000012,0.33849673125177115,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C8_strong_loss_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C8_strong_loss_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C8_strong_loss_clean/candidate_input
L2RAR2_RGB_CONF_03_882003__C9_strong_loss_frame_dropout,L2RAR2_RGB_CONF_03_882003,882003,88300308,C9_strong_loss_frame_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.380000000000001,1.5700000000000012,0.33849673125177115,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C9_strong_loss_frame_dropout/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C9_strong_loss_frame_dropout/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_03_882003__C9_strong_loss_frame_dropout/candidate_input
L2RAR2_RGB_CONF_04_882004__C10_brief_hold_strong_loss,L2RAR2_RGB_CONF_04_882004,882004,88300409,C10_brief_hold_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,0.7000000000000004,0.9900000000000007,1.2200000000000009,0.33184021774804323,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C10_brief_hold_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C10_brief_hold_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C10_brief_hold_strong_loss/candidate_input
L2RAR2_RGB_CONF_04_882004__C11_transport_strong_loss,L2RAR2_RGB_CONF_04_882004,882004,88300410,C11_transport_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.5700000000000012,1.7000000000000013,0.4881938108346817,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C11_transport_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C11_transport_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C11_transport_strong_loss/candidate_input
L2RAR2_RGB_CONF_04_882004__C12_commanded_release,L2RAR2_RGB_CONF_04_882004,882004,88300411,C12_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,,,0.7220637163260599,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C12_commanded_release/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C12_commanded_release/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C12_commanded_release/candidate_input
L2RAR2_RGB_CONF_04_882004__C1_hold_request_ends_without_hold,L2RAR2_RGB_CONF_04_882004,882004,88300400,C1_hold_request_ends_without_hold,True,True,True,True,False,False,MISSED_HOLD_RESOLVED,retry_grasp,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C1_hold_request_ends_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C1_hold_request_ends_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C1_hold_request_ends_without_hold/candidate_input
L2RAR2_RGB_CONF_04_882004__C2_touch_request_completes_without_hold,L2RAR2_RGB_CONF_04_882004,882004,88300401,C2_touch_request_completes_without_hold,True,True,True,True,False,False,TOUCH_ONLY_RESOLVED,none,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C2_touch_request_completes_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C2_touch_request_completes_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C2_touch_request_completes_without_hold/candidate_input
L2RAR2_RGB_CONF_04_882004__C3_stable_hold_clean,L2RAR2_RGB_CONF_04_882004,882004,88300402,C3_stable_hold_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,0.00013591694449275568,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C3_stable_hold_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C3_stable_hold_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C3_stable_hold_clean/candidate_input
L2RAR2_RGB_CONF_04_882004__C4_stable_hold_camera_jitter,L2RAR2_RGB_CONF_04_882004,882004,88300403,C4_stable_hold_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,0.00013591694449275568,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C4_stable_hold_camera_jitter/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C4_stable_hold_camera_jitter/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C4_stable_hold_camera_jitter/candidate_input
L2RAR2_RGB_CONF_04_882004__C5_weld_off_no_force_outcome_control,L2RAR2_RGB_CONF_04_882004,882004,88300404,C5_weld_off_no_force_outcome_control,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,,,,0.005889140982647299,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C5_weld_off_no_force_outcome_control/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C5_weld_off_no_force_outcome_control/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C5_weld_off_no_force_outcome_control/candidate_input
L2RAR2_RGB_CONF_04_882004__C6_weak_intervention_outcome,L2RAR2_RGB_CONF_04_882004,882004,88300405,C6_weak_intervention_outcome,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,1.1000000000000008,,,0.053264936478732455,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C6_weak_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C6_weak_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C6_weak_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_04_882004__C7_medium_intervention_outcome,L2RAR2_RGB_CONF_04_882004,882004,88300406,C7_medium_intervention_outcome,True,True,True,True,True,False,WELD_OFF_CONTACT_SUPPORTED,none,True,False,1.1000000000000008,,,0.05874224493843923,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C7_medium_intervention_outcome/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C7_medium_intervention_outcome/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C7_medium_intervention_outcome/candidate_input
L2RAR2_RGB_CONF_04_882004__C8_strong_loss_clean,L2RAR2_RGB_CONF_04_882004,882004,88300407,C8_strong_loss_clean,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.380000000000001,1.5800000000000012,0.3889966748207432,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C8_strong_loss_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C8_strong_loss_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C8_strong_loss_clean/candidate_input
L2RAR2_RGB_CONF_04_882004__C9_strong_loss_frame_dropout,L2RAR2_RGB_CONF_04_882004,882004,88300408,C9_strong_loss_frame_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.1000000000000008,1.380000000000001,1.5800000000000012,0.3889966748207432,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C9_strong_loss_frame_dropout/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C9_strong_loss_frame_dropout/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_04_882004__C9_strong_loss_frame_dropout/candidate_input
L2RAR2_RGB_CONF_05_882005__C10_brief_hold_strong_loss,L2RAR2_RGB_CONF_05_882005,882005,88300509,C10_brief_hold_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,0.7000000000000004,0.8300000000000005,0.9300000000000006,14.04920222150271,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C10_brief_hold_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C10_brief_hold_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C10_brief_hold_strong_loss/candidate_input
L2RAR2_RGB_CONF_05_882005__C11_transport_strong_loss,L2RAR2_RGB_CONF_05_882005,882005,88300510,C11_transport_strong_loss,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.380000000000001,1.490000000000001,26.591230375293136,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C11_transport_strong_loss/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C11_transport_strong_loss/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C11_transport_strong_loss/candidate_input
L2RAR2_RGB_CONF_05_882005__C12_commanded_release,L2RAR2_RGB_CONF_05_882005,882005,88300511,C12_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,,,0.6417790324949957,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C12_commanded_release/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C12_commanded_release/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C12_commanded_release/candidate_input
L2RAR2_RGB_CONF_05_882005__C1_hold_request_ends_without_hold,L2RAR2_RGB_CONF_05_882005,882005,88300500,C1_hold_request_ends_without_hold,True,True,True,True,False,False,MISSED_HOLD_RESOLVED,retry_grasp,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C1_hold_request_ends_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C1_hold_request_ends_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C1_hold_request_ends_without_hold/candidate_input
L2RAR2_RGB_CONF_05_882005__C2_touch_request_completes_without_hold,L2RAR2_RGB_CONF_05_882005,882005,88300501,C2_touch_request_completes_without_hold,True,True,True,True,False,False,TOUCH_ONLY_RESOLVED,none,True,False,,,,,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C2_touch_request_completes_without_hold/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C2_touch_request_completes_without_hold/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C2_touch_request_completes_without_hold/candidate_input
L2RAR2_RGB_CONF_05_882005__C3_stable_hold_clean,L2RAR2_RGB_CONF_05_882005,882005,88300502,C3_stable_hold_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,,,2.12531947062273e-07,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C3_stable_hold_clean/reference/physical_reference.json,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C3_stable_hold_clean/reference/physics_trace.jsonl,../../../../../../graph_l2ra_r2_r17_rgb_confirm_v1_data/confirmation/L2RAR2_RGB_CONF_05_882005__C3_stable_hold_clean/candidate_input
