task_id,scene_id,cache_key,request_started_n,known_client_attempts,confirmed_service_responses,success_n,api_error_n,final_status,complete_marker,raw_response_present,processing_status,missing_files,retry_budget_cross_process,transport_failure_treated_as_empty_prior,protocol_deviation
T_A,T_A_dev_00,c5c33f6ffbe39838aed61683c4cf41a678f98c5143ad31783b44ed5dd6547da3,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_01,6949f96195976f5201adff90e683d3ce9d32172ed569d9925ca0e091b41bf076,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_02,60474d7f449d8be3d9d83fc1375583ba959525c6cf7cc30297448975644fe226,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_03,298e1e8782dc0533d52fbff5e8a54ac2c55ed30740ac4f6c89548563382f57e6,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_04,1aa4dc8820ec454f7b7b599e7ce47a6d754b5b830738481823e9d4f558262317,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_05,b7dfd5e19214102c6230158ede04d5c1c0f5b8d4515cc9cb3e9d1f51676fe77c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_06,9acd1d840f5fa1c9bdec0ed5c8255191ba37d4adfa23024faf3681ce315d1c32,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_07,959bc2707efbbb3e550554901b8f880ccb9a0e2a2d2c6af9f95a146c84c94720,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_08,ed93a16a138f5f7f1478d5d5b81a135cafee3df40902112f93ea7df26bfa0f2d,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_09,2cbfe4b5ae5077072e083c5172c3c8b25e15758ac83b9e1f1dc537d140ba44bc,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_10,32d6181c387dee5d696c0a16213b5a2050255115c9cd99e1f899b0bce2b5302f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_11,1336e097bfef50034bfa52f2f974d009b7a5146426a1fdb9a63a08c4ba258929,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_12,593442fe1e4cd304b31c80dfea9b59986881e0ef82fa90f2b8b00274148cf324,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_13,9b6f55a437baec50de80db43dc17658d6718dbd56a3fe5d893a2ad54b201bd8f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_14,83509b208510e9b2ea61beed6707999eda311247016aaa3491c97d5c4926bd84,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_15,3c4dbd14e2da872d840e56893771ce5b19b7a478ed7f020da729372617b6f86f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_16,165ae6ae46f9819c44323f73e90a2b24d279f4e22a1f043551a0c938a95608a3,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_17,b6a307e8d9020848ef154868d174db0ed4aea192dc4cb083d344bd3dd8200d67,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_18,19e93f1a16f3e903ce7503dbbb8c6588365d00ead90cc4121e04689c047316e6,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_dev_19,104c873255533dab817b1cf0dcc86bfc817b8c228507f7aab9ed28260ca81405,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_00,04f50f83a063345fcd956c663b4159d89762ec94d84c4884f777cf352a85f130,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_01,8ed3127a0d94da5e38b9df5963c6cb99c77798b759b96460ed649374cc3c5e73,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_02,f531b605a8424157ff0ff080328f1a8088438af5f1f1d8b7026576709b998d21,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_03,d9632baafd82cec0a24373fa71c7d586add0f86e366366f303dfeeeca1402472,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_04,f7d27044b342be7be08fe4c47172b6158e51bfcdfa627a4c670584dedeefe159,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_05,1a881921a35b045d7d0b46a88e850f8e504454a72bddb0e516ce409a8dd3281f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_06,483b1c396ba17a1d019b1fa65ed7033c10cc18be52c783c5c4c1d8f2623ba787,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_07,1450ba0e8173ce17f11d6755620d4b7ee8b277321174d448bb077740bc1a8f8c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_08,eb021bb9548931f8a52fe4b2e3ee47ce49111c4e74dda5b4b7d00ad8f1ba7b8b,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_09,e23f88ce6078cdcd1a174c30b1117190932233eba9a68b4acf9d0a9e157cbfa2,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_10,24621e7141495070d7ca05525ef2acb046167523f215c2907338f88eeaacf4d1,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_11,774f295c87d7646c510f8af315fd6f16bf06b816666d078da4738d3aa9d3d29b,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_12,8898a2f75bb724442944c8a8ed6544a3fa16ab6c45ecc5f1589870e7899b7385,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_13,b3652030535b490dbee5b6f4c6fb7b2b51e315eb14e4a65db31622d11335cd7e,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_14,d8e22d0db27854fe8760db65cfe720c5147c026bd56761beaf67880aa1cc5b1e,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_15,599bd915620d0a623e03adccd6a2b718c1e781f53ab3f24a1cfbcc714df4d30b,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_16,4ffa0f9e147a8427a51c6a8020581482e2cabcb8c1cd53385892a2ce229e87aa,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
