task_id,scene_id,cache_key,request_started_n,known_client_attempts,confirmed_service_responses,success_n,api_error_n,final_status,complete_marker,raw_response_present,processing_status,missing_files,retry_budget_cross_process,transport_failure_treated_as_empty_prior,protocol_deviation
T_A,T_A_train_17,f340db55eafc6e2b5c9a92dec2608eafb38ef70aa1bf285aefd85dc09094350b,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_18,73af2379f7c0cacf0c536006276a6dcaabe89d806129001ed40f99e5c8505170,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_19,f3e2d4dcecce619f6921cd17d8746597a64c317e646e7b60b80efa29bd2caee4,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_20,0ac514cf7114f7ab5a89e86a9292cf6e2927f7e7507c845a81aa19ffccf32ee4,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_21,a7dbb146b567126770fedb14ab92f2d8a30853633d267fad9ca563f2f1eafd3e,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_22,88e35e765da786212605f8004ebf8b79a86827993501563682ef652a2c5e20a4,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_23,6aaeb6c7f1cc6bbb14677e57e8ada8c6ed9c249556bb03bbc7732644299cd2ab,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_24,8c12dd34120b33171e4a21a05f5fa98f7621168817a6c2353955d8393372c325,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_25,12f568ec9070bab249f363be49de202ff8fe72eaaf70348a7558a7a81bb7d3df,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_26,bbb9ace0c7c909cf295fcad548138ab78f5fa427106ffca81abeb1743b71175a,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_27,b6a2a9d9daba811e011788cbe20fc4652fa4f1a04d1dd3940692c980efb813ed,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_28,c47b02ee13342882673c41a31a47230e842d777462a392c4af24bc258e4afb03,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_29,b3ba6106c52d6948a4e5c7af281fc66f0c54f0b6a27caf114eac1286d2741d3a,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_30,9b44476872d6f0e951bf74b537727fbffdfdaa8a63417e0dc6a324b929322f52,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_31,55cb6e53edbd05a6b1b01e306411c4b96d976c7785dff12f70f81945fa0ba99f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_32,f5723b1f4472353f4d011729eec511a1c6abcac4043a64896a2a30307ebcf254,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_33,d7c402ac9f16f613f1dd12ad11c4886bbd1c61a543ae4321dca380cca3b14bb2,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_34,24aca24022cb73ade8bd8c6a5cd27ec4f06a5cb0b467448baa4837f149118855,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_35,1c53ca70126196d71baaa55d0372564862a512d4e9015e30dabb2a1afb1de966,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_36,f9f9bba5c1a2888b789261a04898d0f3e6e77ebcb67afe332127b335d4307955,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_37,18e16be5697f956a02bb3d11c93c621c70bd89917137c172d1b1dd5abeecc5c2,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_38,2f62c8bae8bb151402942e107a26703b716001cf65a853b7566a3b862829d529,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_39,fa7a494ae2c3a68433def7119cde380ba5e0bc026532151c222f27ebdeb94d8d,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_40,8486645a2173da298504d722fafa39f5db3899760905c5ca54b23fd8df69b1a3,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_41,f00d4d6bcff791931e508cbfacce01a0879ba52016c82a916f2294be1f171cec,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_42,9974f59203b59dc87007c52ba414149ffeedb86637b529a9e7fe0a48f8caeb13,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_43,bbc52dc055d4c147d6d93f8dde7e67296e2fcec65f416ea169097ce6ba7a8e3c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_44,364a0bb21994402738a4fe883c84185badf4e5655c9c29fdf7cd4cafba9cd3a5,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_45,fedff3b3d16632d987d60d09735074928f15ce742731859e51f07a9efe1cbf78,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_46,544275bfe247d73ccfc348619748eaa67e417fdba0502887c10d04be0250866d,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_47,55c77c8d5bdf84f91af655b1feb4f4fa578ba2dbb3ed3580f421da77fec426f1,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_48,2794fe0f551a16cca205ff40654351be0fd3a4f66e43faa014cb2beed5310cb9,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_49,ae9ac3b423f1d2f71811937175bb1cac7688afe17798885f7f99ade9f138b3fd,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_50,f4f5190b49ba520d43adb716b35f7a848f8e6266d666dd7ba5b82f7ad7f2db54,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_51,0909b9a0e6e4b1d51040f03370ad530b6963f8061131f5570ef4a7e2ba5127be,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_52,4fdc771141ca271eeba521eed60ba7e3794e526a37dcda78e359962b8a91c86c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_53,364f976860d2480409953177c2046220fe9f4f05580f1d25ee93ea14d8af930d,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_54,77127f5c8d353ace2388a7d57578f28aeccc0a72a1fb0ae4f5acb1d3e912617f,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_55,864666b6d9e4f4b1f7b3269e3554f0a5055efb43c90751ab6417510938408b63,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_56,bdbf6a55492018a7e9e6b4ce539eb5429b09cc4d1dd4eda02cd08892c3266fd1,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_57,990bf1de2cb4d85ffa10a3c3189eee7e34afbe1c14106d638746a76da9d151d2,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_58,a79d98ae5c42c318cc12f9a81ff741017de6f4bfca09b51c2fb122bb51cae575,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_59,6821217dd7ddcfb3d4fec9129647467bd0d637130aa6df5ce71728892c0a8e1b,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_60,e3a3d0ce379401e9fb81001bf21f00e509280329b8aee6dea22265fa8e2972ae,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_61,dc60063d33bb2948a59e8d4029f2c15f08cac7db15544c4121ab58c938f1f09c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_62,5ce0f2556a45cda3b2e990a13c00ad6235bba9a1b6d7626a3b2bf711b16cabc6,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_A,T_A_train_63,2af36ae433f949c2de4f108c10c839b35f585d7515c009a1e86c0bdcc4412d25,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_00,0a1bb8f6d1f22301bf623ee90ad60745580250f5ae3887affa1b247fb68fc014,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_01,c995b088c9f5a2d5bc1ad96ee1c5753954cbe0acd876edeccfecf3221620f1f8,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_02,1ffa79ef625899e5b935d064f39bfb44eb73907a52dd03af199ef4907fe923d9,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_03,06ba22b44e0d6c70ed9df6ee1009f22fa83e19372b105bc495d7702a70e06ea5,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_04,4b9bf6cc110caef40fd28d67db2a5fe7a7055df39c537e062d7d52a87a811908,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_05,bb748233357d3160c637756657ceaa5078a69c59d9982f18959d8c042eb087c3,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_06,3b3db10df1f02774c94c421f8e4e2f548440dc2a85f1ffa80333daf90f2174c6,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_07,a91f091cadb5ed361315a8a8a2e43590c48a1b72cf69efd9bdd50eff558fb2cf,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_08,a9e3f089698533b831ad0881901835f7cc281f72893fcccb1c67a1eaa8b8d383,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_09,1d0fd7055980793ba8c84f5f436e5141f063b0f5483be1477b4aba8423c11670,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_10,42f49ae05d3b36a297d3918d466e86d6fb1f053fc23907170abbe590c97f5694,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_11,98bb76101ebadbe0d0a84a6fad7855d81befbeba1cb0e3d8face39b541f82dec,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_12,9ecf196d45b867f311058862d0b93388997f8158df53f0f05994ffd835728f61,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_13,3be531213761f216dbdff3a9c996749f1c4f2269642101720d6498605a6d30fc,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_14,f93e62401813b1e78a8036f4350633a7c27a1b9956fb82b6a1eaf7b7e58ac5b8,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_15,01d3e863ce7714b882ad770d23c132e46d320907609b92eba2d497a64ad7dbc5,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_16,c5f72c6d95c56757a718029b68441d59be19bf8c662fcced20078818967d1c1a,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_17,d7d2b563e30ff5822c392f8a0632056c2aa4cc49e3061d664c5d03139ae663fb,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_18,f9e1d79576428f64e1f46ae9fe345f463bc1fa5832d70e2e1a4a67928efca8a0,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_dev_19,9c33517b6f52b153eb27e67967d0194afd7499cc3d952c51826324de99b4df49,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_00,f880d5fda06598849673e1888dde557be0bfcc0362c18b2213cbdd83f88c58b3,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_01,52806d69820dd5d3c9f3c4fabdfa0e54a020afcf47bb06dd7047820ad7a70f06,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_02,f647e67554a6024446775d57ba25ef9dd4e7d323083544d93d0317dcfdb3d902,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_03,ce34d1df09e5a97e2b6eec0b4f432538f29b13c8f8f467fad04a066d69e19f69,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_04,a7e3ed71bf4c8fb62be3677dfc70490d071a01c919e0574d115a7acf9e2b7e0f,3,3,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_05,e4dc96d2cd6c4d24b703dc1530aba11a7087352d66444086ab00906d93bfe732,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_06,974869bb1a858b0ff675d2d3d4f175f0ca3a8b2d1684453ef72a29ffafe74402,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_07,392c830b13cc5098dc0b76b78a16edaf3aac3b9ed2d1f0149cc00875fc9dc461,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_08,e4d13aefffdf4995a1666e03b4f8a174d1f13bc212bf071fa7cd0a7934e456d3,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_09,068f3c3abe0af1560209d52a42482fc9bed090acd8803d5e2f0eaab149b99eb9,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_10,5f422541611b432c919553e3456db0f8d9e96a9a6c1e005c0d61924efae5cde4,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_11,4f515867d2a7abeadb901a44fd96a005cc490ef86fe581fd39769a4e907fc5be,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_12,90fba5119c6af76d9357976015bf58a2ef3d2fff05b15ed1556f6a430adefb56,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_13,0923994e026240ccd05d9ae4f6f6ea2f1b2c2525f4562b97cffd8608ecf3141c,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_14,417fd37ab2705cfa870610bb07b42839f117482be7ab329db0338cc9a10fd596,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_15,12c465d22c96108d5270a64a6c669a2f3ddd3d05560dc4453b854b112b062b8d,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_16,f39b7c8cc9ea7703c5ca25a95c85f36173dd936dbb63e830a6d0e5aac965022e,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_17,239d5094cf95f37ae2d6bd34f3ece149470676062d96e8ff0c1246dd23576fb7,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_18,01a65969453af52476506558c5f049166859242da13ad46df09a3303713f0672,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_19,c7bcfa1ce9d2fdad044f3fc620dfccaf9b1420da1a2497c53676f0b30dcc70d2,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_20,1a2b54809b9369a909154545c31cee2d3d58d06976a2fbdd5c4e30d669884f9b,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_21,4182a1fbb6cf6a09987ecd6d2e995db60cbc1997bcc069ae81901e7aad162812,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_22,28e9a7cf77c465103f79c0fb283afc9163cbc88df6982f29d56d3b16f47b905c,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_23,bd7c75539b052b384ae540abc1745023bde05a5acb10bcb5740c07c09d40b62d,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_24,eca2216b1f0080c447dfe2872aff0f252038c9669d4e878786ee59d8234000a2,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_25,c64a8fdfc696a78146c0926a67391a5e671e356e52e0dd825e7c7ae7db63f820,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_26,b669290ad62288dfcaad357cf6721de34d36c60aef65bb9c8e542a40f17c696c,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_27,a4dab5e66487b27602a2f0e7783241fca1b63227b96230d79409211e182bfcd9,2,2,2,1,1,SUCCESS,True,True,SUCCESS,,NOT_PERSISTED_HISTORICAL,False,True
T_C,T_C_train_28,ee6aff71f5d2dc49a752e4ba0e0fe7baa743ae401dd2b74310f56aa9647d90bb,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_29,c1cddca7d32dee48e8dd0c0f64a04545ebee1ae9583914fdfd5d28b341dc6ad1,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_30,43a687eb5b46dfa9fb8782d98a4785ba5c42bb8e26a644ed110caa589813e462,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_31,0516e830e36f466c1d32b0141ee0fd832d92073024b4f3f4d2cb35fcd03b088c,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_32,a6b19b25e92575629665709e5dc4bae755bd963804fa5e131462a2a7f43bce32,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
T_C,T_C_train_33,4fb81e4d8c6fc1433b889cfc0a29facc9a1ff991b13ced6856f2e8c88e80b3f9,1,1,1,1,0,SUCCESS,True,True,SUCCESS,,SINGLE_PASS,False,False
