update,fragment_updates,complete,valid_transitions,rollout_n,success_episodes,zero_reward_episodes,policy_loss,value_loss,q_loss,total_loss,grad_norm,NaN_n,original_episode_n,absent_episode_n,interaction_seconds,H,actor_episode_discount_weight,num_envs,dp_rms_all,dk_rms_all,dh_rms_all,residual_rms_all,max_abs_residual,dp_nonzero_rate_all,residual_nonzero_rate_all,dp_nonzero_rate_conditioned,residual_nonzero_rate_conditioned,qualifying_n,mean_duration,median_duration,candidate_count_mean,dp_opportunity_n,dp_nonzero_n,delta_nonzero_n
1,0,True,1024,1024,39,97,-0.013464866108626988,0.03328708616390941,0.013151963139534928,-0.002884991521568736,0.27163463254692033,0,110,27,4933.200000000423,23.09999999999752,False,1,0.003546342222123633,0.013379958468235966,0.013390885341454696,3.253965429258136e-05,0.0002815626794472337,0.0419921875,0.0419921875,1.0,1.0,43,4.817578125000413,4.2000000000048665,2.3232421875,43,43,43
2,0,True,2048,1024,100,180,-0.043191670215742634,0.03920306355939829,0.008194273530477858,-0.029438152894726954,0.8388735137414187,0,225,56,9795.450000000741,23.09999999999752,False,1,0.010428038144625422,0.05655622291496415,0.055790941893928504,0.0004705538745306596,0.00782292801886797,0.044921875,0.044921875,1.0,1.0,46,4.748291015625305,4.149999999999654,2.2919921875,46,46,46
3,0,True,3072,1024,177,259,-0.05790027132377762,0.040735085029155016,0.005800031201943057,-0.04390288583090296,0.8958712054882199,0,356,81,14885.60000000106,23.09999999999752,False,1,0.01326505038800506,0.05246333032580028,0.05168023286484986,0.0033565620152748625,0.04428621381521225,0.0400390625,0.0400390625,1.0,1.0,41,4.970849609375315,4.449999999997534,2.4091796875,41,41,41
4,0,True,4096,1024,333,305,-0.05789866357158374,0.03805686891428195,0.010041566456493456,-0.043633380824758206,1.260552508290857,0,517,122,19921.350000000875,23.09999999999752,False,1,0.021538978728328533,0.11526776813445704,0.11299387334340891,0.016627762880831364,0.20157775282859802,0.048828125,0.048828125,1.0,1.0,50,4.91772460937493,4.40000000000147,2.4892578125,50,50,50
5,0,True,5120,1024,558,331,-0.05390234351852996,0.02177237240903196,0.008830539842165308,-0.04587794718099758,0.5457505126250908,0,706,183,25055.800000000596,23.09999999999752,False,1,0.02061065328491346,0.1453686595836735,0.14319469318550004,0.005458456410294129,0.057361166924238205,0.037109375,0.037109375,1.0,1.0,38,5.014111328124919,4.55000000000152,2.5810546875,38,38,38
6,0,True,6144,1024,834,357,-0.027593403350920198,0.015375930546724703,0.011810357867943821,-0.01981397969848331,0.35336146046756767,0,944,248,30255.400000000478,23.09999999999752,False,1,0.0293041557219529,0.20376801062922004,0.2005658139719445,0.0065621638915122306,0.05234328657388687,0.0576171875,0.0576171875,1.0,1.0,59,5.0777343750001815,4.600000000001537,2.65625,59,59,59
7,0,True,7168,1024,1148,385,-0.003208150447748123,0.012963506371306721,0.008977438796136994,0.003918917304872593,0.04902677690552082,0,1221,313,35480.65000000081,23.09999999999752,False,1,0.03171125592161524,0.2633075607405748,0.2594677372927515,0.002324050614851966,0.014233160763978958,0.0439453125,0.0439453125,1.0,1.0,45,5.102783203125514,4.650000000001554,2.66796875,45,45,45
8,0,True,8192,1024,1470,412,-0.00015988346023476652,0.011976089343079366,0.00794809197759605,0.006486835791292833,0.047989383136155084,0,1498,385,40727.25000000116,23.09999999999752,False,1,0.03684033055962289,0.28906437506849625,0.28394595525654304,0.012047178006826302,0.06624007970094681,0.05078125,0.05078125,1.0,1.0,52,5.12363281250058,4.650000000001554,2.6845703125,52,52,52
