job_id,source_job,seed,node_macro_f1,edge_type_macro_f1_non_none,alternative_edge_f1,recovery_edge_f1,cost_mae,phi_spearman,failure_negative_rate,recovery_positive_rate,cycle_nonpositive_rate,return_by_path,reward_count,prediction_count
f025_s20260906__test,f025_s20260906,20260906,0.0,0.0,nan,nan,0.3927632905184649,-0.5756854201532193,nan,nan,nan,{'forward': -0.011860947196300212},403,416
f025_s20260907__test,f025_s20260907,20260907,0.0,0.0,nan,nan,0.40236365125299645,-0.04009924590448123,nan,nan,nan,{'forward': -0.018946570845750663},403,416
f025_s20260908__test,f025_s20260908,20260908,0.0,0.0,0.0,nan,0.37174722072310173,-0.3818800381381641,nan,nan,nan,{'forward': -0.008786823887091417},403,416
f050_s20260906__test,f050_s20260906,20260906,0.0,0.0,nan,nan,0.3927632905184649,-0.5756854201532193,nan,nan,nan,{'forward': -0.011860947196300212},403,416
f050_s20260907__test,f050_s20260907,20260907,0.0,0.0,nan,nan,0.40236365125299645,-0.04009924590448123,nan,nan,nan,{'forward': -0.018946570845750663},403,416
f050_s20260908__test,f050_s20260908,20260908,0.0,0.0,0.0,nan,0.375931791208971,-0.49093035117781586,nan,nan,nan,{'forward': -0.00752614438533783},403,416
