job_id	status	gpu_id	cuda_used	optimizer_steps	checkpoint_sha256
f025_s20260906	PASS	0	True	1	bf6f54a2ce22b136933008227b83ffaf77dba58f778c228e3b034014841a7080
f025_s20260907	PASS	1	True	1	7cbcfd980a22e795b27a59bb0a37e3ca700f84c8e3930b470f338b7f8a24fb03
f025_s20260908	PASS	3	True	1	ac231013751e9add6795f2b18f5bf9bfd449117418e23b186dbc574ac2e62a7d
f050_s20260906	PASS	4	True	1	4d5029634d5dc0401ca899a4f28be7c11ddee1d02152ca95e1dbebad39390159
f050_s20260907	PASS	5	True	1	887c7d33ef4848cdcb5804e2f34ef198447b255b5d59bf346086e939cb1378a0
f050_s20260908	PASS	0	True	1	65df24697bcf24dfc5f276934ceffbd1225604481c43108f6a8d589a18df0d6a
