rollout_id,root_family_id,case_id,capture_order,time,front_path,front_sha256,object_centroid_x_px,object_centroid_y_px,gripper_centroid_x_px,gripper_centroid_y_px,relative_centroid_x_px,relative_centroid_y_px,relative_step_delta_px,relative_step_delta_diagonal_ratio,object_confidence,gripper_confidence,contact_present_raw,gripper_command_raw,observation_valid
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,15,0.6,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00015.jpg,233d92e2f09593281fc8284ee4e7b491a87b2ab61f150dcd0669579e8ec6175b,71.47167755991285,61.89651416122004,70.79113924050633,50.620253164556964,0.6805383194065229,11.276260996663076,,,1.0,1.0,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,16,0.65,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00016.jpg,117dd80bd8c1e431d2a3fdc629cd63c256855146208080b4b5ea56f98afa651a,77.96581196581197,61.86538461538461,78.65418227215979,51.58551810237203,-0.6883703063478208,10.279866513012585,1.6931369680902293,0.007054737367042622,1.0,0.89,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,17,0.7,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00017.jpg,2ec54f031124fd7090dfc86c27be14f525fa1b18b092e80ac2d3c5c00c4d43eb,84.6097271648873,61.75800711743772,83.95515151515151,51.36727272727273,0.65457564973579,10.390734390164994,1.3475145740011887,0.005614644058338286,1.0,0.9166666666666666,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,18,0.75,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00018.jpg,fb986502000963f0ee9630ff93a5a8bcba0689a52151de39a5e2765429b9253b,90.50625711035266,62.091012514220694,91.13477737665463,51.44404332129964,-0.6285202663019618,10.646969192921055,1.3084308938175508,0.0054517953909064614,1.0,0.9233333333333333,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,19,0.8,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00019.jpg,d99e3ff5ccfeca95d35823c1040f093911eea1f1166a878b880684456c8ae680,96.76333333333334,62.35333333333333,97.28214285714286,51.720238095238095,-0.5188095238095229,10.633095238095237,0.11058450904512386,0.00046076878768801607,1.0,0.9333333333333333,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,20,0.85,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00020.jpg,1b64c580aa12000ba40251776e7677c9593ab81182fcd69bcf739344a1c1b6cf,96.7418630751964,62.38608305274971,97.0736579275905,51.80898876404494,-0.331794852394097,10.577094288704771,0.1952193475484775,0.0008134139481186562,1.0,0.89,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,21,0.9,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00021.jpg,87b7bff00b0a18bdf3f5813159bd1f975f2d42fc6e4c55f6dd9e3566b3f852d4,96.67804323094424,62.445961319681444,97.03489771359807,51.73646209386282,-0.35685448265383,10.709499225818625,0.1347555284241735,0.0005614813684340562,1.0,0.9233333333333333,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,22,0.95,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00022.jpg,9f868576adbb8bb350653aaad5aacd773f9c52f655bcdeaf885f90b08d5acfd3,96.89966555183946,62.752508361204015,97.1094890510949,51.774939172749384,-0.2098234992554353,10.97756918845463,0.30574436208500766,0.0012739348420208651,1.0,0.9133333333333333,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,23,1.0,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00023.jpg,c3d2600e91b82085502595ec7489ce43ed331d25c4c01833c5cdc6d0e7c027f3,97.15011037527593,62.63024282560706,97.15073529411765,51.743872549019606,-0.0006249188417228879,10.886370276587456,0.22821325021319225,0.0009508885425549677,1.0,0.9066666666666666,True,closed,True
L2RAR2_REPAIR_00_840000:K4_regular_hold_loss,L2RAR2_REPAIR_00_840000,K4_regular_hold_loss,24,1.05,/home/__compress_data/xushijie/graph_l2ra_r2_worktree/artifacts/pathgraph_sarm/upgrade_v2/task_context_l2rar2_v1/data_attach_relpose_repair_v1/rollouts/L2RAR2_REPAIR_00_840000/K4_regular_hold_loss/rgb/front/frame_00024.jpg,0fedb6dbff91c253b8ce7c742889564d1d9d69c4cd7e499f72bce4b62e4eb31f,97.12345679012346,62.7003367003367,97.23687423687423,51.82295482295482,-0.11341744675077337,10.877381877381879,0.11315010239674005,0.00047145875998641685,1.0,0.91,True,closed,True
