cluster_purity_gold_analysis_only,nmi_gold_analysis_only,ari_gold_analysis_only,unknown_segment_rate,minimum_cluster_family_support,segments,recovery_vs_approach_separability_gold_analysis_only
0.8516078017923037,0.6753940661996432,0.49801624032112907,0.7092557327380501,11,3794,0.6753940661996432
