episode_id,from_cluster_id,from_end_t,from_segment_id,root_family_id,source_type,split,to_cluster_id,to_segment_id,to_start_t,transition_index
formal_u2_family_000_r00,3,2,formal_u2_family_000_r00_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r00_s01,3,0
formal_u2_family_000_r00,5,6,formal_u2_family_000_r00_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r00_s02,7,1
formal_u2_family_000_r00,4,17,formal_u2_family_000_r00_s02,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r00_s03,18,2
formal_u2_family_000_r00,9,20,formal_u2_family_000_r00_s03,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r00_s04,21,3
formal_u2_family_000_r00,9,23,formal_u2_family_000_r00_s04,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r00_s05,24,4
formal_u2_family_000_r01,3,2,formal_u2_family_000_r01_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r01_s01,3,0
formal_u2_family_000_r01,5,6,formal_u2_family_000_r01_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r01_s02,7,1
formal_u2_family_000_r01,4,16,formal_u2_family_000_r01_s02,u2_family_000,train_only_observed_transition,train,7,formal_u2_family_000_r01_s03,17,2
formal_u2_family_000_r01,7,19,formal_u2_family_000_r01_s03,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r01_s04,20,3
formal_u2_family_000_r01,9,22,formal_u2_family_000_r01_s04,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r01_s05,23,4
formal_u2_family_000_r02,3,2,formal_u2_family_000_r02_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r02_s01,3,0
formal_u2_family_000_r02,5,5,formal_u2_family_000_r02_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r02_s02,6,1
formal_u2_family_000_r02,4,16,formal_u2_family_000_r02_s02,u2_family_000,train_only_observed_transition,train,7,formal_u2_family_000_r02_s03,17,2
formal_u2_family_000_r02,7,19,formal_u2_family_000_r02_s03,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r02_s04,20,3
formal_u2_family_000_r02,9,23,formal_u2_family_000_r02_s04,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r02_s05,24,4
formal_u2_family_000_r03,3,2,formal_u2_family_000_r03_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r03_s01,3,0
formal_u2_family_000_r03,5,6,formal_u2_family_000_r03_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r03_s02,7,1
formal_u2_family_000_r03,4,16,formal_u2_family_000_r03_s02,u2_family_000,train_only_observed_transition,train,7,formal_u2_family_000_r03_s03,17,2
formal_u2_family_000_r03,7,19,formal_u2_family_000_r03_s03,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r03_s04,20,3
formal_u2_family_000_r03,9,24,formal_u2_family_000_r03_s04,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r03_s05,25,4
formal_u2_family_000_r04,3,2,formal_u2_family_000_r04_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r04_s01,3,0
formal_u2_family_000_r04,5,6,formal_u2_family_000_r04_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r04_s02,7,1
formal_u2_family_000_r04,4,15,formal_u2_family_000_r04_s02,u2_family_000,train_only_observed_transition,train,7,formal_u2_family_000_r04_s03,16,2
formal_u2_family_000_r04,7,18,formal_u2_family_000_r04_s03,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r04_s04,19,3
formal_u2_family_000_r04,9,25,formal_u2_family_000_r04_s04,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r04_s05,26,4
formal_u2_family_000_r05,3,2,formal_u2_family_000_r05_s00,u2_family_000,train_only_observed_transition,train,5,formal_u2_family_000_r05_s01,3,0
formal_u2_family_000_r05,5,6,formal_u2_family_000_r05_s01,u2_family_000,train_only_observed_transition,train,4,formal_u2_family_000_r05_s02,7,1
formal_u2_family_000_r05,4,17,formal_u2_family_000_r05_s02,u2_family_000,train_only_observed_transition,train,9,formal_u2_family_000_r05_s03,18,2
formal_u2_family_000_r05,9,21,formal_u2_family_000_r05_s03,u2_family_000,train_only_observed_transition,train,2,formal_u2_family_000_r05_s04,22,3
formal_u2_family_001_r00,3,2,formal_u2_family_001_r00_s00,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r00_s01,3,0
formal_u2_family_001_r00,5,6,formal_u2_family_001_r00_s01,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r00_s02,7,1
formal_u2_family_001_r00,4,16,formal_u2_family_001_r00_s02,u2_family_001,train_only_observed_transition,train,7,formal_u2_family_001_r00_s03,17,2
formal_u2_family_001_r00,7,19,formal_u2_family_001_r00_s03,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r00_s04,20,3
formal_u2_family_001_r00,9,25,formal_u2_family_001_r00_s04,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r00_s05,26,4
formal_u2_family_001_r01,3,2,formal_u2_family_001_r01_s00,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r01_s01,3,0
formal_u2_family_001_r01,5,6,formal_u2_family_001_r01_s01,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r01_s02,7,1
formal_u2_family_001_r01,4,16,formal_u2_family_001_r01_s02,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r01_s03,17,2
formal_u2_family_001_r01,9,23,formal_u2_family_001_r01_s03,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r01_s04,24,3
formal_u2_family_001_r02,3,2,formal_u2_family_001_r02_s00,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r02_s01,3,0
formal_u2_family_001_r02,5,5,formal_u2_family_001_r02_s01,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r02_s02,6,1
formal_u2_family_001_r02,4,16,formal_u2_family_001_r02_s02,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r02_s03,17,2
formal_u2_family_001_r02,9,19,formal_u2_family_001_r02_s03,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r02_s04,20,3
formal_u2_family_001_r02,9,22,formal_u2_family_001_r02_s04,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r02_s05,23,4
formal_u2_family_001_r03,3,2,formal_u2_family_001_r03_s00,u2_family_001,train_only_observed_transition,train,8,formal_u2_family_001_r03_s01,3,0
formal_u2_family_001_r03,8,5,formal_u2_family_001_r03_s01,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r03_s02,6,1
formal_u2_family_001_r03,5,8,formal_u2_family_001_r03_s02,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r03_s03,9,2
formal_u2_family_001_r03,4,19,formal_u2_family_001_r03_s03,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r03_s04,20,3
formal_u2_family_001_r03,9,22,formal_u2_family_001_r03_s04,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r03_s05,23,4
formal_u2_family_001_r03,9,25,formal_u2_family_001_r03_s05,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r03_s06,26,5
formal_u2_family_001_r04,3,2,formal_u2_family_001_r04_s00,u2_family_001,train_only_observed_transition,train,8,formal_u2_family_001_r04_s01,3,0
formal_u2_family_001_r04,8,5,formal_u2_family_001_r04_s01,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r04_s02,6,1
formal_u2_family_001_r04,5,9,formal_u2_family_001_r04_s02,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r04_s03,10,2
formal_u2_family_001_r04,4,19,formal_u2_family_001_r04_s03,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r04_s04,20,3
formal_u2_family_001_r04,9,22,formal_u2_family_001_r04_s04,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r04_s05,23,4
formal_u2_family_001_r04,9,25,formal_u2_family_001_r04_s05,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r04_s06,26,5
formal_u2_family_001_r05,3,2,formal_u2_family_001_r05_s00,u2_family_001,train_only_observed_transition,train,5,formal_u2_family_001_r05_s01,3,0
formal_u2_family_001_r05,5,7,formal_u2_family_001_r05_s01,u2_family_001,train_only_observed_transition,train,4,formal_u2_family_001_r05_s02,8,1
formal_u2_family_001_r05,4,15,formal_u2_family_001_r05_s02,u2_family_001,train_only_observed_transition,train,9,formal_u2_family_001_r05_s03,16,2
formal_u2_family_001_r05,9,18,formal_u2_family_001_r05_s03,u2_family_001,train_only_observed_transition,train,2,formal_u2_family_001_r05_s04,19,3
formal_u2_family_002_r00,3,2,formal_u2_family_002_r00_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r00_s01,3,0
formal_u2_family_002_r00,8,5,formal_u2_family_002_r00_s01,u2_family_002,train_only_observed_transition,train,5,formal_u2_family_002_r00_s02,6,1
formal_u2_family_002_r00,5,8,formal_u2_family_002_r00_s02,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r00_s03,9,2
formal_u2_family_002_r00,4,20,formal_u2_family_002_r00_s03,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r00_s04,21,3
formal_u2_family_002_r00,9,24,formal_u2_family_002_r00_s04,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r00_s05,25,4
formal_u2_family_002_r01,3,2,formal_u2_family_002_r01_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r01_s01,3,0
formal_u2_family_002_r01,8,5,formal_u2_family_002_r01_s01,u2_family_002,train_only_observed_transition,train,5,formal_u2_family_002_r01_s02,6,1
formal_u2_family_002_r01,5,8,formal_u2_family_002_r01_s02,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r01_s03,9,2
formal_u2_family_002_r01,4,18,formal_u2_family_002_r01_s03,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r01_s04,19,3
formal_u2_family_002_r01,9,21,formal_u2_family_002_r01_s04,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r01_s05,22,4
formal_u2_family_002_r02,3,2,formal_u2_family_002_r02_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r02_s01,3,0
formal_u2_family_002_r02,8,5,formal_u2_family_002_r02_s01,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r02_s02,6,1
formal_u2_family_002_r02,4,19,formal_u2_family_002_r02_s02,u2_family_002,train_only_observed_transition,train,7,formal_u2_family_002_r02_s03,20,2
formal_u2_family_002_r02,7,22,formal_u2_family_002_r02_s03,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r02_s04,23,3
formal_u2_family_002_r02,9,27,formal_u2_family_002_r02_s04,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r02_s05,28,4
formal_u2_family_002_r03,3,2,formal_u2_family_002_r03_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r03_s01,3,0
formal_u2_family_002_r03,8,5,formal_u2_family_002_r03_s01,u2_family_002,train_only_observed_transition,train,5,formal_u2_family_002_r03_s02,6,1
formal_u2_family_002_r03,5,8,formal_u2_family_002_r03_s02,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r03_s03,9,2
formal_u2_family_002_r03,4,19,formal_u2_family_002_r03_s03,u2_family_002,train_only_observed_transition,train,7,formal_u2_family_002_r03_s04,20,3
formal_u2_family_002_r03,7,22,formal_u2_family_002_r03_s04,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r03_s05,23,4
formal_u2_family_002_r03,9,27,formal_u2_family_002_r03_s05,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r03_s06,28,5
formal_u2_family_002_r04,3,2,formal_u2_family_002_r04_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r04_s01,3,0
formal_u2_family_002_r04,8,5,formal_u2_family_002_r04_s01,u2_family_002,train_only_observed_transition,train,5,formal_u2_family_002_r04_s02,6,1
formal_u2_family_002_r04,5,8,formal_u2_family_002_r04_s02,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r04_s03,9,2
formal_u2_family_002_r04,4,19,formal_u2_family_002_r04_s03,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r04_s04,20,3
formal_u2_family_002_r04,9,22,formal_u2_family_002_r04_s04,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r04_s05,23,4
formal_u2_family_002_r04,9,25,formal_u2_family_002_r04_s05,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r04_s06,26,5
formal_u2_family_002_r05,3,2,formal_u2_family_002_r05_s00,u2_family_002,train_only_observed_transition,train,8,formal_u2_family_002_r05_s01,3,0
formal_u2_family_002_r05,8,5,formal_u2_family_002_r05_s01,u2_family_002,train_only_observed_transition,train,5,formal_u2_family_002_r05_s02,6,1
formal_u2_family_002_r05,5,8,formal_u2_family_002_r05_s02,u2_family_002,train_only_observed_transition,train,4,formal_u2_family_002_r05_s03,9,2
formal_u2_family_002_r05,4,19,formal_u2_family_002_r05_s03,u2_family_002,train_only_observed_transition,train,7,formal_u2_family_002_r05_s04,20,3
formal_u2_family_002_r05,7,22,formal_u2_family_002_r05_s04,u2_family_002,train_only_observed_transition,train,9,formal_u2_family_002_r05_s05,23,4
formal_u2_family_002_r05,9,27,formal_u2_family_002_r05_s05,u2_family_002,train_only_observed_transition,train,2,formal_u2_family_002_r05_s06,28,5
formal_u2_family_003_r00,3,2,formal_u2_family_003_r00_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r00_s01,3,0
formal_u2_family_003_r00,5,5,formal_u2_family_003_r00_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r00_s02,6,1
formal_u2_family_003_r00,4,17,formal_u2_family_003_r00_s02,u2_family_003,train_only_observed_transition,train,7,formal_u2_family_003_r00_s03,18,2
formal_u2_family_003_r00,7,20,formal_u2_family_003_r00_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r00_s04,21,3
formal_u2_family_003_r00,9,26,formal_u2_family_003_r00_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r00_s05,27,4
formal_u2_family_003_r01,3,2,formal_u2_family_003_r01_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r01_s01,3,0
formal_u2_family_003_r01,5,6,formal_u2_family_003_r01_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r01_s02,7,1
formal_u2_family_003_r01,4,16,formal_u2_family_003_r01_s02,u2_family_003,train_only_observed_transition,train,7,formal_u2_family_003_r01_s03,17,2
formal_u2_family_003_r01,7,19,formal_u2_family_003_r01_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r01_s04,20,3
formal_u2_family_003_r01,9,25,formal_u2_family_003_r01_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r01_s05,26,4
formal_u2_family_003_r02,3,2,formal_u2_family_003_r02_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r02_s01,3,0
formal_u2_family_003_r02,5,6,formal_u2_family_003_r02_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r02_s02,7,1
formal_u2_family_003_r02,4,17,formal_u2_family_003_r02_s02,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r02_s03,18,2
formal_u2_family_003_r02,9,20,formal_u2_family_003_r02_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r02_s04,21,3
formal_u2_family_003_r02,9,23,formal_u2_family_003_r02_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r02_s05,24,4
formal_u2_family_003_r03,3,2,formal_u2_family_003_r03_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r03_s01,3,0
formal_u2_family_003_r03,5,6,formal_u2_family_003_r03_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r03_s02,7,1
formal_u2_family_003_r03,4,17,formal_u2_family_003_r03_s02,u2_family_003,train_only_observed_transition,train,7,formal_u2_family_003_r03_s03,18,2
formal_u2_family_003_r03,7,20,formal_u2_family_003_r03_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r03_s04,21,3
formal_u2_family_003_r03,9,25,formal_u2_family_003_r03_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r03_s05,26,4
formal_u2_family_003_r04,3,2,formal_u2_family_003_r04_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r04_s01,3,0
formal_u2_family_003_r04,5,5,formal_u2_family_003_r04_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r04_s02,6,1
formal_u2_family_003_r04,4,18,formal_u2_family_003_r04_s02,u2_family_003,train_only_observed_transition,train,7,formal_u2_family_003_r04_s03,19,2
formal_u2_family_003_r04,7,21,formal_u2_family_003_r04_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r04_s04,22,3
formal_u2_family_003_r04,9,26,formal_u2_family_003_r04_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r04_s05,27,4
formal_u2_family_003_r05,3,2,formal_u2_family_003_r05_s00,u2_family_003,train_only_observed_transition,train,5,formal_u2_family_003_r05_s01,3,0
formal_u2_family_003_r05,5,6,formal_u2_family_003_r05_s01,u2_family_003,train_only_observed_transition,train,4,formal_u2_family_003_r05_s02,7,1
formal_u2_family_003_r05,4,15,formal_u2_family_003_r05_s02,u2_family_003,train_only_observed_transition,train,7,formal_u2_family_003_r05_s03,16,2
formal_u2_family_003_r05,7,18,formal_u2_family_003_r05_s03,u2_family_003,train_only_observed_transition,train,9,formal_u2_family_003_r05_s04,19,3
formal_u2_family_003_r05,9,22,formal_u2_family_003_r05_s04,u2_family_003,train_only_observed_transition,train,2,formal_u2_family_003_r05_s05,23,4
formal_u2_family_004_r00,3,2,formal_u2_family_004_r00_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r00_s01,3,0
formal_u2_family_004_r01,3,2,formal_u2_family_004_r01_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r01_s01,3,0
formal_u2_family_004_r02,3,2,formal_u2_family_004_r02_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r02_s01,3,0
formal_u2_family_004_r03,3,2,formal_u2_family_004_r03_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r03_s01,3,0
formal_u2_family_004_r04,3,2,formal_u2_family_004_r04_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r04_s01,3,0
formal_u2_family_004_r05,3,2,formal_u2_family_004_r05_s00,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r05_s01,3,0
formal_u2_family_004_r05,5,6,formal_u2_family_004_r05_s01,u2_family_004,train_only_observed_transition,train,5,formal_u2_family_004_r05_s02,7,1
formal_u2_family_005_r00,10,7,formal_u2_family_005_r00_s00,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r00_s01,8,0
formal_u2_family_005_r00,5,10,formal_u2_family_005_r00_s01,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r00_s02,11,1
formal_u2_family_005_r00,5,13,formal_u2_family_005_r00_s02,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r00_s03,14,2
formal_u2_family_005_r00,4,24,formal_u2_family_005_r00_s03,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r00_s04,25,3
formal_u2_family_005_r00,9,27,formal_u2_family_005_r00_s04,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r00_s05,28,4
formal_u2_family_005_r01,10,7,formal_u2_family_005_r01_s00,u2_family_005,train_only_observed_transition,train,3,formal_u2_family_005_r01_s01,8,0
formal_u2_family_005_r01,3,10,formal_u2_family_005_r01_s01,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r01_s02,11,1
formal_u2_family_005_r01,4,23,formal_u2_family_005_r01_s02,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r01_s03,24,2
formal_u2_family_005_r01,9,26,formal_u2_family_005_r01_s03,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r01_s04,27,3
formal_u2_family_005_r01,9,29,formal_u2_family_005_r01_s04,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r01_s05,30,4
formal_u2_family_005_r02,10,8,formal_u2_family_005_r02_s00,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r02_s01,9,0
formal_u2_family_005_r02,5,12,formal_u2_family_005_r02_s01,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r02_s02,13,1
formal_u2_family_005_r02,4,22,formal_u2_family_005_r02_s02,u2_family_005,train_only_observed_transition,train,7,formal_u2_family_005_r02_s03,23,2
formal_u2_family_005_r02,7,25,formal_u2_family_005_r02_s03,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r02_s04,26,3
formal_u2_family_005_r02,9,29,formal_u2_family_005_r02_s04,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r02_s05,30,4
formal_u2_family_005_r03,10,7,formal_u2_family_005_r03_s00,u2_family_005,train_only_observed_transition,train,3,formal_u2_family_005_r03_s01,8,0
formal_u2_family_005_r03,3,10,formal_u2_family_005_r03_s01,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r03_s02,11,1
formal_u2_family_005_r03,5,13,formal_u2_family_005_r03_s02,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r03_s03,14,2
formal_u2_family_005_r03,4,23,formal_u2_family_005_r03_s03,u2_family_005,train_only_observed_transition,train,7,formal_u2_family_005_r03_s04,24,3
formal_u2_family_005_r03,7,26,formal_u2_family_005_r03_s04,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r03_s05,27,4
formal_u2_family_005_r03,9,32,formal_u2_family_005_r03_s05,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r03_s06,33,5
formal_u2_family_005_r04,10,7,formal_u2_family_005_r04_s00,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r04_s01,8,0
formal_u2_family_005_r04,5,12,formal_u2_family_005_r04_s01,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r04_s02,13,1
formal_u2_family_005_r04,4,22,formal_u2_family_005_r04_s02,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r04_s03,23,2
formal_u2_family_005_r04,9,26,formal_u2_family_005_r04_s03,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r04_s04,27,3
formal_u2_family_005_r05,10,7,formal_u2_family_005_r05_s00,u2_family_005,train_only_observed_transition,train,5,formal_u2_family_005_r05_s01,8,0
formal_u2_family_005_r05,5,10,formal_u2_family_005_r05_s01,u2_family_005,train_only_observed_transition,train,4,formal_u2_family_005_r05_s02,11,1
formal_u2_family_005_r05,4,21,formal_u2_family_005_r05_s02,u2_family_005,train_only_observed_transition,train,9,formal_u2_family_005_r05_s03,22,2
formal_u2_family_005_r05,9,29,formal_u2_family_005_r05_s03,u2_family_005,train_only_observed_transition,train,2,formal_u2_family_005_r05_s04,30,3
formal_u2_family_006_r00,3,2,formal_u2_family_006_r00_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r00_s01,3,0
formal_u2_family_006_r00,1,9,formal_u2_family_006_r00_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r00_s02,10,1
formal_u2_family_006_r00,6,20,formal_u2_family_006_r00_s02,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r00_s03,21,2
formal_u2_family_006_r01,3,2,formal_u2_family_006_r01_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r01_s01,3,0
formal_u2_family_006_r01,1,8,formal_u2_family_006_r01_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r01_s02,9,1
formal_u2_family_006_r01,6,20,formal_u2_family_006_r01_s02,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r01_s03,21,2
formal_u2_family_006_r02,3,2,formal_u2_family_006_r02_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r02_s01,3,0
formal_u2_family_006_r02,1,12,formal_u2_family_006_r02_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r02_s02,13,1
formal_u2_family_006_r02,6,22,formal_u2_family_006_r02_s02,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r02_s03,23,2
formal_u2_family_006_r03,3,2,formal_u2_family_006_r03_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r03_s01,3,0
formal_u2_family_006_r03,1,8,formal_u2_family_006_r03_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r03_s02,9,1
formal_u2_family_006_r03,6,21,formal_u2_family_006_r03_s02,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r03_s03,22,2
formal_u2_family_006_r04,3,2,formal_u2_family_006_r04_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r04_s01,3,0
formal_u2_family_006_r04,1,11,formal_u2_family_006_r04_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r04_s02,12,1
formal_u2_family_006_r04,6,14,formal_u2_family_006_r04_s02,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r04_s03,15,2
formal_u2_family_006_r04,6,22,formal_u2_family_006_r04_s03,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r04_s04,23,3
formal_u2_family_006_r05,3,2,formal_u2_family_006_r05_s00,u2_family_006,train_only_observed_transition,train,1,formal_u2_family_006_r05_s01,3,0
formal_u2_family_006_r05,1,8,formal_u2_family_006_r05_s01,u2_family_006,train_only_observed_transition,train,6,formal_u2_family_006_r05_s02,9,1
formal_u2_family_006_r05,6,20,formal_u2_family_006_r05_s02,u2_family_006,train_only_observed_transition,train,2,formal_u2_family_006_r05_s03,21,2
formal_u2_family_007_r00,3,2,formal_u2_family_007_r00_s00,u2_family_007,train_only_observed_transition,train,1,formal_u2_family_007_r00_s01,3,0
formal_u2_family_007_r00,1,9,formal_u2_family_007_r00_s01,u2_family_007,train_only_observed_transition,train,6,formal_u2_family_007_r00_s02,10,1
formal_u2_family_007_r00,6,12,formal_u2_family_007_r00_s02,u2_family_007,train_only_observed_transition,train,6,formal_u2_family_007_r00_s03,13,2
formal_u2_family_007_r00,6,15,formal_u2_family_007_r00_s03,u2_family_007,train_only_observed_transition,train,6,formal_u2_family_007_r00_s04,16,3
formal_u2_family_007_r00,6,23,formal_u2_family_007_r00_s04,u2_family_007,train_only_observed_transition,train,2,formal_u2_family_007_r00_s05,24,4
formal_u2_family_007_r01,3,2,formal_u2_family_007_r01_s00,u2_family_007,train_only_observed_transition,train,8,formal_u2_family_007_r01_s01,3,0
formal_u2_family_007_r01,8,5,formal_u2_family_007_r01_s01,u2_family_007,train_only_observed_transition,train,1,formal_u2_family_007_r01_s02,6,1
formal_u2_family_007_r01,1,8,formal_u2_family_007_r01_s02,u2_family_007,train_only_observed_transition,train,1,formal_u2_family_007_r01_s03,9,2
formal_u2_family_007_r01,1,13,formal_u2_family_007_r01_s03,u2_family_007,train_only_observed_transition,train,6,formal_u2_family_007_r01_s04,14,3
formal_u2_family_007_r01,6,23,formal_u2_family_007_r01_s04,u2_family_007,train_only_observed_transition,train,2,formal_u2_family_007_r01_s05,24,4
formal_u2_family_007_r02,3,2,formal_u2_family_007_r02_s00,u2_family_007,train_only_observed_transition,train,1,formal_u2_family_007_r02_s01,3,0
