episode_id,from_cluster_id,from_end_t,from_segment_id,root_family_id,source_type,split,to_cluster_id,to_segment_id,to_start_t,transition_index
formal_u2_family_041_r00,10,8,formal_u2_family_041_r00_s00,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r00_s01,9,0
formal_u2_family_041_r00,5,11,formal_u2_family_041_r00_s01,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r00_s02,12,1
formal_u2_family_041_r00,4,23,formal_u2_family_041_r00_s02,u2_family_041,train_only_observed_transition,train,7,formal_u2_family_041_r00_s03,24,2
formal_u2_family_041_r00,7,26,formal_u2_family_041_r00_s03,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r00_s04,27,3
formal_u2_family_041_r00,9,31,formal_u2_family_041_r00_s04,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r00_s05,32,4
formal_u2_family_041_r01,10,8,formal_u2_family_041_r01_s00,u2_family_041,train_only_observed_transition,train,3,formal_u2_family_041_r01_s01,9,0
formal_u2_family_041_r01,3,11,formal_u2_family_041_r01_s01,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r01_s02,12,1
formal_u2_family_041_r01,4,23,formal_u2_family_041_r01_s02,u2_family_041,train_only_observed_transition,train,7,formal_u2_family_041_r01_s03,24,2
formal_u2_family_041_r01,7,26,formal_u2_family_041_r01_s03,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r01_s04,27,3
formal_u2_family_041_r01,9,33,formal_u2_family_041_r01_s04,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r01_s05,34,4
formal_u2_family_041_r02,10,6,formal_u2_family_041_r02_s00,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r02_s01,7,0
formal_u2_family_041_r02,5,9,formal_u2_family_041_r02_s01,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r02_s02,10,1
formal_u2_family_041_r02,5,12,formal_u2_family_041_r02_s02,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r02_s03,13,2
formal_u2_family_041_r02,4,26,formal_u2_family_041_r02_s03,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r02_s04,27,3
formal_u2_family_041_r02,9,32,formal_u2_family_041_r02_s04,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r02_s05,33,4
formal_u2_family_041_r03,10,8,formal_u2_family_041_r03_s00,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r03_s01,9,0
formal_u2_family_041_r03,5,11,formal_u2_family_041_r03_s01,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r03_s02,12,1
formal_u2_family_041_r03,5,14,formal_u2_family_041_r03_s02,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r03_s03,15,2
formal_u2_family_041_r03,4,23,formal_u2_family_041_r03_s03,u2_family_041,train_only_observed_transition,train,7,formal_u2_family_041_r03_s04,24,3
formal_u2_family_041_r03,7,26,formal_u2_family_041_r03_s04,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r03_s05,27,4
formal_u2_family_041_r03,9,33,formal_u2_family_041_r03_s05,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r03_s06,34,5
formal_u2_family_041_r04,10,8,formal_u2_family_041_r04_s00,u2_family_041,train_only_observed_transition,train,3,formal_u2_family_041_r04_s01,9,0
formal_u2_family_041_r04,3,11,formal_u2_family_041_r04_s01,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r04_s02,12,1
formal_u2_family_041_r04,4,19,formal_u2_family_041_r04_s02,u2_family_041,train_only_observed_transition,train,7,formal_u2_family_041_r04_s03,20,2
formal_u2_family_041_r04,7,22,formal_u2_family_041_r04_s03,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r04_s04,23,3
formal_u2_family_041_r04,9,31,formal_u2_family_041_r04_s04,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r04_s05,32,4
formal_u2_family_041_r05,10,8,formal_u2_family_041_r05_s00,u2_family_041,train_only_observed_transition,train,3,formal_u2_family_041_r05_s01,9,0
formal_u2_family_041_r05,3,11,formal_u2_family_041_r05_s01,u2_family_041,train_only_observed_transition,train,5,formal_u2_family_041_r05_s02,12,1
formal_u2_family_041_r05,5,14,formal_u2_family_041_r05_s02,u2_family_041,train_only_observed_transition,train,4,formal_u2_family_041_r05_s03,15,2
formal_u2_family_041_r05,4,25,formal_u2_family_041_r05_s03,u2_family_041,train_only_observed_transition,train,7,formal_u2_family_041_r05_s04,26,3
formal_u2_family_041_r05,7,28,formal_u2_family_041_r05_s04,u2_family_041,train_only_observed_transition,train,9,formal_u2_family_041_r05_s05,29,4
formal_u2_family_041_r05,9,33,formal_u2_family_041_r05_s05,u2_family_041,train_only_observed_transition,train,2,formal_u2_family_041_r05_s06,34,5
formal_u2_family_042_r00,3,2,formal_u2_family_042_r00_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r00_s01,3,0
formal_u2_family_042_r00,1,8,formal_u2_family_042_r00_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r00_s02,9,1
formal_u2_family_042_r00,6,13,formal_u2_family_042_r00_s02,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r00_s03,14,2
formal_u2_family_042_r00,6,23,formal_u2_family_042_r00_s03,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r00_s04,24,3
formal_u2_family_042_r01,3,2,formal_u2_family_042_r01_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r01_s01,3,0
formal_u2_family_042_r01,1,9,formal_u2_family_042_r01_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r01_s02,10,1
formal_u2_family_042_r01,6,15,formal_u2_family_042_r01_s02,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r01_s03,16,2
formal_u2_family_042_r01,6,22,formal_u2_family_042_r01_s03,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r01_s04,23,3
formal_u2_family_042_r02,3,2,formal_u2_family_042_r02_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r02_s01,3,0
formal_u2_family_042_r02,1,8,formal_u2_family_042_r02_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r02_s02,9,1
formal_u2_family_042_r02,6,13,formal_u2_family_042_r02_s02,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r02_s03,14,2
formal_u2_family_042_r02,6,23,formal_u2_family_042_r02_s03,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r02_s04,24,3
formal_u2_family_042_r03,3,2,formal_u2_family_042_r03_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r03_s01,3,0
formal_u2_family_042_r03,1,8,formal_u2_family_042_r03_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r03_s02,9,1
formal_u2_family_042_r03,6,20,formal_u2_family_042_r03_s02,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r03_s03,21,2
formal_u2_family_042_r04,3,2,formal_u2_family_042_r04_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r04_s01,3,0
formal_u2_family_042_r04,1,13,formal_u2_family_042_r04_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r04_s02,14,1
formal_u2_family_042_r04,6,22,formal_u2_family_042_r04_s02,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r04_s03,23,2
formal_u2_family_042_r05,3,2,formal_u2_family_042_r05_s00,u2_family_042,train_only_observed_transition,train,1,formal_u2_family_042_r05_s01,3,0
formal_u2_family_042_r05,1,8,formal_u2_family_042_r05_s01,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r05_s02,9,1
formal_u2_family_042_r05,6,13,formal_u2_family_042_r05_s02,u2_family_042,train_only_observed_transition,train,6,formal_u2_family_042_r05_s03,14,2
formal_u2_family_042_r05,6,23,formal_u2_family_042_r05_s03,u2_family_042,train_only_observed_transition,train,2,formal_u2_family_042_r05_s04,24,3
formal_u2_family_043_r00,3,2,formal_u2_family_043_r00_s00,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r00_s01,3,0
formal_u2_family_043_r00,1,8,formal_u2_family_043_r00_s01,u2_family_043,train_only_observed_transition,train,6,formal_u2_family_043_r00_s02,9,1
formal_u2_family_043_r00,6,21,formal_u2_family_043_r00_s02,u2_family_043,train_only_observed_transition,train,2,formal_u2_family_043_r00_s03,22,2
formal_u2_family_043_r01,3,2,formal_u2_family_043_r01_s00,u2_family_043,train_only_observed_transition,train,8,formal_u2_family_043_r01_s01,3,0
formal_u2_family_043_r01,8,5,formal_u2_family_043_r01_s01,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r01_s02,6,1
formal_u2_family_043_r01,1,8,formal_u2_family_043_r01_s02,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r01_s03,9,2
formal_u2_family_043_r01,1,16,formal_u2_family_043_r01_s03,u2_family_043,train_only_observed_transition,train,6,formal_u2_family_043_r01_s04,17,3
formal_u2_family_043_r01,6,26,formal_u2_family_043_r01_s04,u2_family_043,train_only_observed_transition,train,2,formal_u2_family_043_r01_s05,27,4
formal_u2_family_043_r02,3,2,formal_u2_family_043_r02_s00,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r02_s01,3,0
formal_u2_family_043_r02,1,12,formal_u2_family_043_r02_s01,u2_family_043,train_only_observed_transition,train,6,formal_u2_family_043_r02_s02,13,1
formal_u2_family_043_r02,6,21,formal_u2_family_043_r02_s02,u2_family_043,train_only_observed_transition,train,2,formal_u2_family_043_r02_s03,22,2
formal_u2_family_043_r03,3,2,formal_u2_family_043_r03_s00,u2_family_043,train_only_observed_transition,train,8,formal_u2_family_043_r03_s01,3,0
formal_u2_family_043_r03,8,5,formal_u2_family_043_r03_s01,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r03_s02,6,1
formal_u2_family_043_r03,1,8,formal_u2_family_043_r03_s02,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r03_s03,9,2
formal_u2_family_043_r03,1,13,formal_u2_family_043_r03_s03,u2_family_043,train_only_observed_transition,train,6,formal_u2_family_043_r03_s04,14,3
formal_u2_family_043_r03,6,22,formal_u2_family_043_r03_s04,u2_family_043,train_only_observed_transition,train,2,formal_u2_family_043_r03_s05,23,4
formal_u2_family_043_r04,3,2,formal_u2_family_043_r04_s00,u2_family_043,train_only_observed_transition,train,8,formal_u2_family_043_r04_s01,3,0
formal_u2_family_043_r04,8,5,formal_u2_family_043_r04_s01,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r04_s02,6,1
formal_u2_family_043_r04,1,8,formal_u2_family_043_r04_s02,u2_family_043,train_only_observed_transition,train,1,formal_u2_family_043_r04_s03,9,2
formal_u2_family_043_r04,1,13,formal_u2_family_043_r04_s03,u2_family_043,train_only_observed_transition,train,6,formal_u2_family_043_r04_s04,14,3
formal_u2_family_043_r04,6,22,formal_u2_family_043_r04_s04,u2_family_043,train_only_observed_transition,train,2,formal_u2_family_043_r04_s05,23,4
formal_u2_family_043_r05,3,2,formal_u2_family_043_r05_s00,u2_family_043,train_only_observed_transition,train,8,formal_u2_family_043_r05_s01,3,0
formal_u2_family_043_r05,8,5,formal_u2_family_043_r05_s01,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s02,6,1
formal_u2_family_043_r05,0,8,formal_u2_family_043_r05_s02,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s03,9,2
formal_u2_family_043_r05,0,11,formal_u2_family_043_r05_s03,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s04,12,3
formal_u2_family_043_r05,0,14,formal_u2_family_043_r05_s04,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s05,15,4
formal_u2_family_043_r05,0,17,formal_u2_family_043_r05_s05,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s06,18,5
formal_u2_family_043_r05,0,20,formal_u2_family_043_r05_s06,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s07,21,6
formal_u2_family_043_r05,0,23,formal_u2_family_043_r05_s07,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s08,24,7
formal_u2_family_043_r05,0,26,formal_u2_family_043_r05_s08,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s09,27,8
formal_u2_family_043_r05,0,29,formal_u2_family_043_r05_s09,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s10,30,9
formal_u2_family_043_r05,0,33,formal_u2_family_043_r05_s10,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s11,34,10
formal_u2_family_043_r05,0,37,formal_u2_family_043_r05_s11,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s12,38,11
formal_u2_family_043_r05,0,40,formal_u2_family_043_r05_s12,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s13,41,12
formal_u2_family_043_r05,0,43,formal_u2_family_043_r05_s13,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s14,44,13
formal_u2_family_043_r05,0,46,formal_u2_family_043_r05_s14,u2_family_043,train_only_observed_transition,train,0,formal_u2_family_043_r05_s15,47,14
formal_u2_family_044_r00,3,2,formal_u2_family_044_r00_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r00_s01,3,0
formal_u2_family_044_r00,1,5,formal_u2_family_044_r00_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r00_s02,6,1
formal_u2_family_044_r00,8,8,formal_u2_family_044_r00_s02,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r00_s03,9,2
formal_u2_family_044_r00,1,16,formal_u2_family_044_r00_s03,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r00_s04,17,3
formal_u2_family_044_r00,6,24,formal_u2_family_044_r00_s04,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r00_s05,25,4
formal_u2_family_044_r01,3,2,formal_u2_family_044_r01_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r01_s01,3,0
formal_u2_family_044_r01,1,5,formal_u2_family_044_r01_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r01_s02,6,1
formal_u2_family_044_r01,8,8,formal_u2_family_044_r01_s02,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r01_s03,9,2
formal_u2_family_044_r01,1,16,formal_u2_family_044_r01_s03,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r01_s04,17,3
formal_u2_family_044_r01,6,25,formal_u2_family_044_r01_s04,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r01_s05,26,4
formal_u2_family_044_r02,3,2,formal_u2_family_044_r02_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r02_s01,3,0
formal_u2_family_044_r02,1,5,formal_u2_family_044_r02_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r02_s02,6,1
formal_u2_family_044_r02,8,8,formal_u2_family_044_r02_s02,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r02_s03,9,2
formal_u2_family_044_r02,1,16,formal_u2_family_044_r02_s03,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r02_s04,17,3
formal_u2_family_044_r02,6,24,formal_u2_family_044_r02_s04,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r02_s05,25,4
formal_u2_family_044_r03,3,2,formal_u2_family_044_r03_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r03_s01,3,0
formal_u2_family_044_r03,1,5,formal_u2_family_044_r03_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r03_s02,6,1
formal_u2_family_044_r03,8,8,formal_u2_family_044_r03_s02,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r03_s03,9,2
formal_u2_family_044_r03,6,22,formal_u2_family_044_r03_s03,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r03_s04,23,3
formal_u2_family_044_r04,3,2,formal_u2_family_044_r04_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r04_s01,3,0
formal_u2_family_044_r04,1,5,formal_u2_family_044_r04_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r04_s02,6,1
formal_u2_family_044_r04,8,8,formal_u2_family_044_r04_s02,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r04_s03,9,2
formal_u2_family_044_r04,1,16,formal_u2_family_044_r04_s03,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r04_s04,17,3
formal_u2_family_044_r04,6,25,formal_u2_family_044_r04_s04,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r04_s05,26,4
formal_u2_family_044_r05,3,2,formal_u2_family_044_r05_s00,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r05_s01,3,0
formal_u2_family_044_r05,1,5,formal_u2_family_044_r05_s01,u2_family_044,train_only_observed_transition,train,8,formal_u2_family_044_r05_s02,6,1
formal_u2_family_044_r05,8,8,formal_u2_family_044_r05_s02,u2_family_044,train_only_observed_transition,train,1,formal_u2_family_044_r05_s03,9,2
formal_u2_family_044_r05,1,13,formal_u2_family_044_r05_s03,u2_family_044,train_only_observed_transition,train,6,formal_u2_family_044_r05_s04,14,3
formal_u2_family_044_r05,6,24,formal_u2_family_044_r05_s04,u2_family_044,train_only_observed_transition,train,2,formal_u2_family_044_r05_s05,25,4
formal_u2_family_045_r00,3,2,formal_u2_family_045_r00_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r00_s01,3,0
formal_u2_family_045_r00,1,8,formal_u2_family_045_r00_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r00_s02,9,1
formal_u2_family_045_r00,6,13,formal_u2_family_045_r00_s02,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r00_s03,14,2
formal_u2_family_045_r00,6,22,formal_u2_family_045_r00_s03,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r00_s04,23,3
formal_u2_family_045_r01,3,2,formal_u2_family_045_r01_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r01_s01,3,0
formal_u2_family_045_r01,1,12,formal_u2_family_045_r01_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r01_s02,13,1
formal_u2_family_045_r01,6,21,formal_u2_family_045_r01_s02,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r01_s03,22,2
formal_u2_family_045_r02,3,2,formal_u2_family_045_r02_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r02_s01,3,0
formal_u2_family_045_r02,1,12,formal_u2_family_045_r02_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r02_s02,13,1
formal_u2_family_045_r02,6,22,formal_u2_family_045_r02_s02,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r02_s03,23,2
formal_u2_family_045_r03,3,2,formal_u2_family_045_r03_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r03_s01,3,0
formal_u2_family_045_r03,1,8,formal_u2_family_045_r03_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r03_s02,9,1
formal_u2_family_045_r03,6,13,formal_u2_family_045_r03_s02,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r03_s03,14,2
formal_u2_family_045_r03,6,22,formal_u2_family_045_r03_s03,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r03_s04,23,3
formal_u2_family_045_r04,3,2,formal_u2_family_045_r04_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r04_s01,3,0
formal_u2_family_045_r04,1,11,formal_u2_family_045_r04_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r04_s02,12,1
formal_u2_family_045_r04,6,21,formal_u2_family_045_r04_s02,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r04_s03,22,2
formal_u2_family_045_r05,3,2,formal_u2_family_045_r05_s00,u2_family_045,train_only_observed_transition,train,1,formal_u2_family_045_r05_s01,3,0
formal_u2_family_045_r05,1,11,formal_u2_family_045_r05_s01,u2_family_045,train_only_observed_transition,train,6,formal_u2_family_045_r05_s02,12,1
formal_u2_family_045_r05,6,21,formal_u2_family_045_r05_s02,u2_family_045,train_only_observed_transition,train,2,formal_u2_family_045_r05_s03,22,2
formal_u2_family_046_r00,3,2,formal_u2_family_046_r00_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r00_s01,3,0
formal_u2_family_046_r00,5,5,formal_u2_family_046_r00_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r00_s02,6,1
formal_u2_family_046_r01,3,2,formal_u2_family_046_r01_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r01_s01,3,0
formal_u2_family_046_r01,5,5,formal_u2_family_046_r01_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r01_s02,6,1
formal_u2_family_046_r02,3,2,formal_u2_family_046_r02_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r02_s01,3,0
formal_u2_family_046_r02,5,5,formal_u2_family_046_r02_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r02_s02,6,1
formal_u2_family_046_r03,3,2,formal_u2_family_046_r03_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r03_s01,3,0
formal_u2_family_046_r03,5,5,formal_u2_family_046_r03_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r03_s02,6,1
formal_u2_family_046_r04,3,2,formal_u2_family_046_r04_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r04_s01,3,0
formal_u2_family_046_r04,5,5,formal_u2_family_046_r04_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r04_s02,6,1
formal_u2_family_046_r05,3,2,formal_u2_family_046_r05_s00,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r05_s01,3,0
formal_u2_family_046_r05,5,5,formal_u2_family_046_r05_s01,u2_family_046,train_only_observed_transition,train,5,formal_u2_family_046_r05_s02,6,1
formal_u2_family_047_r00,10,7,formal_u2_family_047_r00_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r00_s01,8,0
formal_u2_family_047_r00,1,14,formal_u2_family_047_r00_s01,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r00_s02,15,1
formal_u2_family_047_r00,6,26,formal_u2_family_047_r00_s02,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r00_s03,27,2
formal_u2_family_047_r01,10,7,formal_u2_family_047_r01_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r01_s01,8,0
formal_u2_family_047_r01,1,10,formal_u2_family_047_r01_s01,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r01_s02,11,1
formal_u2_family_047_r01,1,14,formal_u2_family_047_r01_s02,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r01_s03,15,2
formal_u2_family_047_r01,6,19,formal_u2_family_047_r01_s03,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r01_s04,20,3
formal_u2_family_047_r01,6,28,formal_u2_family_047_r01_s04,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r01_s05,29,4
formal_u2_family_047_r02,10,7,formal_u2_family_047_r02_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r02_s01,8,0
formal_u2_family_047_r02,1,10,formal_u2_family_047_r02_s01,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r02_s02,11,1
formal_u2_family_047_r02,6,25,formal_u2_family_047_r02_s02,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r02_s03,26,2
formal_u2_family_047_r03,10,7,formal_u2_family_047_r03_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r03_s01,8,0
formal_u2_family_047_r03,1,13,formal_u2_family_047_r03_s01,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r03_s02,14,1
formal_u2_family_047_r03,6,16,formal_u2_family_047_r03_s02,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r03_s03,17,2
formal_u2_family_047_r03,6,19,formal_u2_family_047_r03_s03,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r03_s04,20,3
formal_u2_family_047_r03,6,29,formal_u2_family_047_r03_s04,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r03_s05,30,4
formal_u2_family_047_r04,10,6,formal_u2_family_047_r04_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r04_s01,7,0
formal_u2_family_047_r04,1,9,formal_u2_family_047_r04_s01,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r04_s02,10,1
formal_u2_family_047_r04,1,13,formal_u2_family_047_r04_s02,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r04_s03,14,2
formal_u2_family_047_r04,6,18,formal_u2_family_047_r04_s03,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r04_s04,19,3
formal_u2_family_047_r04,6,29,formal_u2_family_047_r04_s04,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r04_s05,30,4
formal_u2_family_047_r05,10,7,formal_u2_family_047_r05_s00,u2_family_047,train_only_observed_transition,train,1,formal_u2_family_047_r05_s01,8,0
formal_u2_family_047_r05,1,16,formal_u2_family_047_r05_s01,u2_family_047,train_only_observed_transition,train,6,formal_u2_family_047_r05_s02,17,1
formal_u2_family_047_r05,6,26,formal_u2_family_047_r05_s02,u2_family_047,train_only_observed_transition,train,2,formal_u2_family_047_r05_s03,27,2
formal_u2_family_048_r00,3,2,formal_u2_family_048_r00_s00,u2_family_048,train_only_observed_transition,train,5,formal_u2_family_048_r00_s01,3,0
formal_u2_family_048_r00,5,6,formal_u2_family_048_r00_s01,u2_family_048,train_only_observed_transition,train,4,formal_u2_family_048_r00_s02,7,1
formal_u2_family_048_r00,4,16,formal_u2_family_048_r00_s02,u2_family_048,train_only_observed_transition,train,7,formal_u2_family_048_r00_s03,17,2
formal_u2_family_048_r00,7,19,formal_u2_family_048_r00_s03,u2_family_048,train_only_observed_transition,train,9,formal_u2_family_048_r00_s04,20,3
formal_u2_family_048_r00,9,24,formal_u2_family_048_r00_s04,u2_family_048,train_only_observed_transition,train,2,formal_u2_family_048_r00_s05,25,4
formal_u2_family_048_r01,3,2,formal_u2_family_048_r01_s00,u2_family_048,train_only_observed_transition,train,5,formal_u2_family_048_r01_s01,3,0
formal_u2_family_048_r01,5,5,formal_u2_family_048_r01_s01,u2_family_048,train_only_observed_transition,train,4,formal_u2_family_048_r01_s02,6,1
formal_u2_family_048_r01,4,17,formal_u2_family_048_r01_s02,u2_family_048,train_only_observed_transition,train,7,formal_u2_family_048_r01_s03,18,2
formal_u2_family_048_r01,7,20,formal_u2_family_048_r01_s03,u2_family_048,train_only_observed_transition,train,9,formal_u2_family_048_r01_s04,21,3
formal_u2_family_048_r01,9,25,formal_u2_family_048_r01_s04,u2_family_048,train_only_observed_transition,train,2,formal_u2_family_048_r01_s05,26,4
formal_u2_family_048_r02,3,2,formal_u2_family_048_r02_s00,u2_family_048,train_only_observed_transition,train,5,formal_u2_family_048_r02_s01,3,0
formal_u2_family_048_r02,5,6,formal_u2_family_048_r02_s01,u2_family_048,train_only_observed_transition,train,4,formal_u2_family_048_r02_s02,7,1
formal_u2_family_048_r02,4,17,formal_u2_family_048_r02_s02,u2_family_048,train_only_observed_transition,train,9,formal_u2_family_048_r02_s03,18,2
