cluster_id,episode_id,evidence_status,observable_contact_loss_count,observable_ever_contact,root_family_id,segment_id,split,unknown_fraction
6,formal_u2_family_019_r01,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r01_s04,train,0.9090909090909091
2,formal_u2_family_019_r01,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r01_s05,train,1.0
3,formal_u2_family_019_r02,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r02_s00,train,0.3333333333333333
8,formal_u2_family_019_r02,train_observed_hypothesis,1,True,u2_family_019,formal_u2_family_019_r02_s01,train,0.3333333333333333
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s02,train,0.3333333333333333
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s03,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s04,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s05,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s06,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s07,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s08,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s09,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s10,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s11,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s12,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s13,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s14,train,1.0
0,formal_u2_family_019_r02,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r02_s15,train,1.0
3,formal_u2_family_019_r03,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r03_s00,train,0.3333333333333333
8,formal_u2_family_019_r03,train_observed_hypothesis,1,True,u2_family_019,formal_u2_family_019_r03_s01,train,0.3333333333333333
1,formal_u2_family_019_r03,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r03_s02,train,0.6666666666666666
1,formal_u2_family_019_r03,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r03_s03,train,1.0
6,formal_u2_family_019_r03,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r03_s04,train,0.9
2,formal_u2_family_019_r03,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r03_s05,train,1.0
3,formal_u2_family_019_r04,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r04_s00,train,0.3333333333333333
8,formal_u2_family_019_r04,train_observed_hypothesis,1,True,u2_family_019,formal_u2_family_019_r04_s01,train,0.3333333333333333
1,formal_u2_family_019_r04,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r04_s02,train,0.6666666666666666
1,formal_u2_family_019_r04,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r04_s03,train,1.0
6,formal_u2_family_019_r04,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r04_s04,train,0.8888888888888888
2,formal_u2_family_019_r04,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r04_s05,train,1.0
3,formal_u2_family_019_r05,train_observed_hypothesis,0,True,u2_family_019,formal_u2_family_019_r05_s00,train,0.3333333333333333
8,formal_u2_family_019_r05,train_observed_hypothesis,1,True,u2_family_019,formal_u2_family_019_r05_s01,train,0.3333333333333333
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s02,train,0.3333333333333333
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s03,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s04,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s05,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s06,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s07,train,0.6666666666666666
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s08,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s09,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s10,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s11,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s12,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s13,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s14,train,1.0
0,formal_u2_family_019_r05,train_observed_hypothesis,0,False,u2_family_019,formal_u2_family_019_r05_s15,train,1.0
3,formal_u2_family_020_r00,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r00_s00,train,0.3333333333333333
1,formal_u2_family_020_r00,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r00_s01,train,0.6666666666666666
8,formal_u2_family_020_r00,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r00_s02,train,0.3333333333333333
1,formal_u2_family_020_r00,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r00_s03,train,1.0
6,formal_u2_family_020_r00,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r00_s04,train,0.9
2,formal_u2_family_020_r00,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r00_s05,train,1.0
3,formal_u2_family_020_r01,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r01_s00,train,0.3333333333333333
1,formal_u2_family_020_r01,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r01_s01,train,0.6666666666666666
8,formal_u2_family_020_r01,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r01_s02,train,0.3333333333333333
1,formal_u2_family_020_r01,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r01_s03,train,1.0
6,formal_u2_family_020_r01,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r01_s04,train,0.875
2,formal_u2_family_020_r01,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r01_s05,train,1.0
3,formal_u2_family_020_r02,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r02_s00,train,0.3333333333333333
1,formal_u2_family_020_r02,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r02_s01,train,0.6666666666666666
8,formal_u2_family_020_r02,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r02_s02,train,0.3333333333333333
1,formal_u2_family_020_r02,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r02_s03,train,1.0
6,formal_u2_family_020_r02,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r02_s04,train,0.9
2,formal_u2_family_020_r02,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r02_s05,train,1.0
3,formal_u2_family_020_r03,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r03_s00,train,0.3333333333333333
1,formal_u2_family_020_r03,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r03_s01,train,0.6666666666666666
8,formal_u2_family_020_r03,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r03_s02,train,0.3333333333333333
6,formal_u2_family_020_r03,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r03_s03,train,0.9285714285714286
2,formal_u2_family_020_r03,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r03_s04,train,1.0
3,formal_u2_family_020_r04,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r04_s00,train,0.3333333333333333
1,formal_u2_family_020_r04,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r04_s01,train,0.6666666666666666
8,formal_u2_family_020_r04,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r04_s02,train,0.3333333333333333
6,formal_u2_family_020_r04,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r04_s03,train,0.9375
2,formal_u2_family_020_r04,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r04_s04,train,1.0
3,formal_u2_family_020_r05,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r05_s00,train,0.3333333333333333
1,formal_u2_family_020_r05,train_observed_hypothesis,1,True,u2_family_020,formal_u2_family_020_r05_s01,train,0.6666666666666666
8,formal_u2_family_020_r05,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r05_s02,train,0.3333333333333333
1,formal_u2_family_020_r05,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r05_s03,train,1.0
6,formal_u2_family_020_r05,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r05_s04,train,0.875
2,formal_u2_family_020_r05,train_observed_hypothesis,0,True,u2_family_020,formal_u2_family_020_r05_s05,train,1.0
3,formal_u2_family_021_r00,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r00_s00,train,0.3333333333333333
1,formal_u2_family_021_r00,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r00_s01,train,1.0
6,formal_u2_family_021_r00,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r00_s02,train,0.9090909090909091
2,formal_u2_family_021_r00,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r00_s03,train,1.0
3,formal_u2_family_021_r01,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r01_s00,train,0.3333333333333333
1,formal_u2_family_021_r01,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r01_s01,train,1.0
6,formal_u2_family_021_r01,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r01_s02,train,1.0
6,formal_u2_family_021_r01,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r01_s03,train,0.9
2,formal_u2_family_021_r01,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r01_s04,train,1.0
3,formal_u2_family_021_r02,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r02_s00,train,0.3333333333333333
1,formal_u2_family_021_r02,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r02_s01,train,1.0
6,formal_u2_family_021_r02,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r02_s02,train,0.9166666666666666
2,formal_u2_family_021_r02,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r02_s03,train,1.0
3,formal_u2_family_021_r03,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r03_s00,train,0.3333333333333333
1,formal_u2_family_021_r03,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r03_s01,train,1.0
6,formal_u2_family_021_r03,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r03_s02,train,0.8888888888888888
2,formal_u2_family_021_r03,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r03_s03,train,1.0
3,formal_u2_family_021_r04,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r04_s00,train,0.3333333333333333
1,formal_u2_family_021_r04,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r04_s01,train,1.0
6,formal_u2_family_021_r04,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r04_s02,train,0.8888888888888888
2,formal_u2_family_021_r04,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r04_s03,train,1.0
3,formal_u2_family_021_r05,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r05_s00,train,0.3333333333333333
1,formal_u2_family_021_r05,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r05_s01,train,1.0
6,formal_u2_family_021_r05,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r05_s02,train,0.9166666666666666
2,formal_u2_family_021_r05,train_observed_hypothesis,0,True,u2_family_021,formal_u2_family_021_r05_s03,train,1.0
3,formal_u2_family_022_r00,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r00_s00,train,0.3333333333333333
5,formal_u2_family_022_r00,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r00_s01,train,1.0
5,formal_u2_family_022_r00,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r00_s02,train,0.0
3,formal_u2_family_022_r01,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r01_s00,train,0.3333333333333333
5,formal_u2_family_022_r01,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r01_s01,train,1.0
5,formal_u2_family_022_r01,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r01_s02,train,0.5
3,formal_u2_family_022_r02,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r02_s00,train,0.3333333333333333
5,formal_u2_family_022_r02,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r02_s01,train,1.0
5,formal_u2_family_022_r02,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r02_s02,train,0.5
3,formal_u2_family_022_r03,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r03_s00,train,0.3333333333333333
5,formal_u2_family_022_r03,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r03_s01,train,1.0
5,formal_u2_family_022_r03,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r03_s02,train,0.5
3,formal_u2_family_022_r04,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r04_s00,train,0.3333333333333333
5,formal_u2_family_022_r04,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r04_s01,train,1.0
5,formal_u2_family_022_r04,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r04_s02,train,0.5
3,formal_u2_family_022_r05,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r05_s00,train,0.3333333333333333
5,formal_u2_family_022_r05,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r05_s01,train,1.0
5,formal_u2_family_022_r05,train_observed_hypothesis,0,True,u2_family_022,formal_u2_family_022_r05_s02,train,0.0
10,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s00,train,0.0
1,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s01,train,1.0
1,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s02,train,1.0
6,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s03,train,1.0
1,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s04,train,1.0
6,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s05,train,0.9
2,formal_u2_family_023_r00,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r00_s06,train,1.0
10,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s00,train,0.0
5,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s01,train,1.0
1,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s02,train,1.0
1,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s03,train,1.0
6,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s04,train,1.0
6,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s05,train,0.8888888888888888
2,formal_u2_family_023_r01,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r01_s06,train,1.0
10,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s00,train,0.0
5,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s01,train,1.0
1,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s02,train,1.0
1,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s03,train,1.0
6,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s04,train,0.9
2,formal_u2_family_023_r02,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r02_s05,train,1.0
10,formal_u2_family_023_r03,train_observed_hypothesis,0,False,u2_family_023,formal_u2_family_023_r03_s00,train,0.0
3,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s01,train,0.6666666666666666
1,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s02,train,1.0
6,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s03,train,1.0
6,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s04,train,1.0
6,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s05,train,0.875
2,formal_u2_family_023_r03,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r03_s06,train,1.0
10,formal_u2_family_023_r04,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r04_s00,train,0.0
5,formal_u2_family_023_r04,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r04_s01,train,1.0
1,formal_u2_family_023_r04,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r04_s02,train,1.0
6,formal_u2_family_023_r04,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r04_s03,train,1.0
2,formal_u2_family_023_r04,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r04_s04,train,0.6666666666666666
10,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s00,train,0.0
5,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s01,train,1.0
1,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s02,train,1.0
1,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s03,train,1.0
6,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s04,train,0.9
2,formal_u2_family_023_r05,train_observed_hypothesis,0,True,u2_family_023,formal_u2_family_023_r05_s05,train,1.0
3,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s00,train,0.3333333333333333
5,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s01,train,0.75
4,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s02,train,0.4
7,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s03,train,1.0
9,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s04,train,0.8
2,formal_u2_family_024_r00,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r00_s05,train,1.0
3,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s00,train,0.3333333333333333
5,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s01,train,0.75
4,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s02,train,0.2727272727272727
7,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s03,train,1.0
9,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s04,train,0.8
2,formal_u2_family_024_r01,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r01_s05,train,1.0
3,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s00,train,0.3333333333333333
5,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s01,train,0.75
4,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s02,train,0.4
7,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s03,train,1.0
9,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s04,train,0.8333333333333334
2,formal_u2_family_024_r02,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r02_s05,train,1.0
3,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s00,train,0.3333333333333333
5,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s01,train,0.75
4,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s02,train,0.4444444444444444
7,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s03,train,1.0
9,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s04,train,0.8
2,formal_u2_family_024_r03,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r03_s05,train,1.0
3,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s00,train,0.3333333333333333
5,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s01,train,0.75
4,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s02,train,0.2727272727272727
7,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s03,train,1.0
9,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s04,train,0.8
2,formal_u2_family_024_r04,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r04_s05,train,1.0
3,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s00,train,0.3333333333333333
5,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s01,train,0.75
4,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s02,train,0.4444444444444444
7,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s03,train,1.0
9,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s04,train,0.8571428571428571
2,formal_u2_family_024_r05,train_observed_hypothesis,0,True,u2_family_024,formal_u2_family_024_r05_s05,train,1.0
3,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s00,train,0.6666666666666666
8,formal_u2_family_025_r00,train_observed_hypothesis,1,True,u2_family_025,formal_u2_family_025_r00_s01,train,0.3333333333333333
4,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s02,train,0.3333333333333333
4,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s03,train,0.5555555555555556
7,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s04,train,1.0
9,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s05,train,1.0
9,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s06,train,0.6666666666666666
2,formal_u2_family_025_r00,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r00_s07,train,1.0
3,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s00,train,0.3333333333333333
8,formal_u2_family_025_r01,train_observed_hypothesis,1,True,u2_family_025,formal_u2_family_025_r01_s01,train,0.3333333333333333
4,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s02,train,0.0
4,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s03,train,0.45454545454545453
7,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s04,train,1.0
9,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s05,train,1.0
2,formal_u2_family_025_r01,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r01_s06,train,0.6666666666666666
3,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s00,train,0.3333333333333333
5,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s01,train,0.75
4,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s02,train,0.4444444444444444
7,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s03,train,1.0
9,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s04,train,0.8333333333333334
2,formal_u2_family_025_r02,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r02_s05,train,1.0
3,formal_u2_family_025_r03,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r03_s00,train,0.3333333333333333
5,formal_u2_family_025_r03,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r03_s01,train,0.6666666666666666
4,formal_u2_family_025_r03,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r03_s02,train,0.5454545454545454
9,formal_u2_family_025_r03,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r03_s03,train,0.8333333333333334
2,formal_u2_family_025_r03,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r03_s04,train,1.0
3,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s00,train,0.3333333333333333
5,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s01,train,0.6666666666666666
4,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s02,train,0.25
7,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s03,train,1.0
9,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s04,train,0.8
2,formal_u2_family_025_r04,train_observed_hypothesis,0,True,u2_family_025,formal_u2_family_025_r04_s05,train,1.0
