epoch,loss,smooth_l1,rank_penalty
1,0.08205829560756683,0.08159744739532471,9.216957550961524e-05
2,0.08002623915672302,0.07976596802473068,5.205464185564779e-05
3,0.07816850394010544,0.07794462144374847,4.477636321098544e-05
4,0.0763406977057457,0.07613597810268402,4.09433851018548e-05
5,0.07454472035169601,0.07434622943401337,3.96979485230986e-05
6,0.07278698682785034,0.0725867822766304,4.004130096291192e-05
7,0.0710592120885849,0.07084891200065613,4.2060346459038556e-05
8,0.06937693059444427,0.06915412098169327,4.456223905435763e-05
9,0.06774459779262543,0.06750455498695374,4.800828901352361e-05
10,0.06613124907016754,0.06586670130491257,5.290964327286929e-05
11,0.06448918581008911,0.0642005056142807,5.773636803496629e-05
12,0.06282028555870056,0.06250475347042084,6.31060465821065e-05
13,0.06113187596201897,0.060787007212638855,6.897359708091244e-05
14,0.059421975165605545,0.05904926732182503,7.45416255085729e-05
15,0.057662852108478546,0.05725810304284096,8.095012162812054e-05
16,0.05587025359272957,0.05542999133467674,8.805209654383361e-05
17,0.054008305072784424,0.05353169143199921,9.532260446576402e-05
18,0.05207005515694618,0.05155576765537262,0.00010285758617101237
19,0.05005674064159393,0.04949842393398285,0.00011166304466314614
20,0.04797109216451645,0.047364190220832825,0.00012138060992583632
21,0.04580668732523918,0.04514569789171219,0.00013219809625297785
22,0.04354718327522278,0.04283074289560318,0.00014328806719277054
23,0.04122661054134369,0.04044440761208534,0.00015644091763533652
24,0.03885345533490181,0.037999432533979416,0.0001708046329440549
25,0.0364445224404335,0.03551015257835388,0.000186874094652012
26,0.03402089327573776,0.03299027681350708,0.000206123135285452
27,0.03161100298166275,0.0304693803191185,0.0002283243666170165
28,0.029251519590616226,0.027980154380202293,0.00025427318178117275
29,0.026965517550706863,0.025559335947036743,0.00028123651281930506
30,0.02479107491672039,0.023244934156537056,0.00030922816949896514
31,0.02277401089668274,0.021076029166579247,0.00033959647407755256
32,0.020945094525814056,0.019089914858341217,0.0003710359160322696
33,0.019354145973920822,0.01732037030160427,0.00040675513446331024
34,0.0180132444947958,0.01578027568757534,0.0004465938254725188
35,0.01691376604139805,0.014480642043054104,0.0004866248636972159
36,0.01599987968802452,0.01341470517218113,0.0005170347285456955
37,0.015267511829733849,0.012566930614411831,0.0005401162779890001
38,0.01467621885240078,0.011907299980521202,0.0005537837860174477
39,0.014175647869706154,0.011404131539165974,0.0005543031729757786
40,0.013686293736100197,0.01101517491042614,0.0005342236836440861
41,0.013199753127992153,0.010708406567573547,0.0004982693353667855
42,0.012691165320575237,0.010453995317220688,0.0004474340530578047
43,0.0121128736063838,0.010231900960206985,0.0003761944826692343
44,0.011518523097038269,0.010028217919170856,0.0002980610588565469
45,0.011006294749677181,0.009853062219917774,0.00023064644483383745
46,0.010605283081531525,0.009693790227174759,0.00018229856505058706
47,0.010245785117149353,0.009539054706692696,0.00014134615776129067
48,0.009966116398572922,0.00938392523676157,0.00011643818288575858
49,0.00974955689162016,0.00922344159334898,0.00010522299271542579
50,0.009535177610814571,0.009055390022695065,9.59574754233472e-05
51,0.009322619065642357,0.008879459463059902,8.863185939844698e-05
52,0.009116257540881634,0.008697996847331524,8.36521212477237e-05
53,0.008896621875464916,0.008512883447110653,7.674774678889662e-05
54,0.008683936670422554,0.008326437324285507,7.149978046072647e-05
55,0.008468246087431908,0.008141789585351944,6.529138045152649e-05
56,0.008252622559666634,0.007962539792060852,5.801660881843418e-05
57,0.008036908693611622,0.007793004624545574,4.878089384874329e-05
58,0.007838782854378223,0.007636158261448145,4.052490112371743e-05
59,0.007655744906514883,0.007497507147490978,3.164756344631314e-05
60,0.007482037413865328,0.007375619374215603,2.1283618480083533e-05
61,0.007322437595576048,0.007267914246767759,1.0904645023401827e-05
62,0.0071699549444019794,0.0071699549444019794,0.0
63,0.007057531271129847,0.007057531271129847,0.0
64,0.006931391078978777,0.006931391078978777,0.0
65,0.006793954409658909,0.006793954409658909,0.0
66,0.0066487742587924,0.0066487742587924,0.0
67,0.006533960811793804,0.006502565462142229,6.279024091782048e-06
68,0.006415555719286203,0.006374761462211609,8.158824130077846e-06
69,0.0062788804061710835,0.006267028395086527,2.3704117211309494e-06
70,0.006179892458021641,0.006179892458021641,0.0
71,0.0060997833497822285,0.0060997833497822285,0.0
72,0.006024695932865143,0.006024695932865143,0.0
73,0.005951898638159037,0.005951898638159037,0.0
74,0.005899833980947733,0.005879812408238649,4.004280526714865e-06
75,0.00582944555208087,0.005814277566969395,3.0335761493915925e-06
76,0.00575317582115531,0.00575317582115531,0.0
77,0.005691103637218475,0.005691103637218475,0.0
78,0.005631200037896633,0.005631200037896633,0.0
79,0.005576221272349358,0.005576221272349358,0.0
80,0.005527619272470474,0.005527619272470474,0.0
