boundary_source,segment_id,root_family_id,episode_id,split,start_t,end_t,segment_return,dominant_gold_event,event_purity,contains_failure,contains_recovery,contains_success,mixed_failure_recovery
best_budget,formal_u2_family_000_r00_best_budget_0,u2_family_000,formal_u2_family_000_r00,train,0,1,-0.0020824968814849854,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_1,u2_family_000,formal_u2_family_000_r00,train,2,2,0.0,2,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_2,u2_family_000,formal_u2_family_000_r00,train,3,4,-0.004700422286987305,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_3,u2_family_000,formal_u2_family_000_r00,train,5,6,0.0015465021133422852,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_4,u2_family_000,formal_u2_family_000_r00,train,7,14,0.7005141973495483,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_5,u2_family_000,formal_u2_family_000_r00,train,15,16,0.023013398051261902,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_6,u2_family_000,formal_u2_family_000_r00,train,17,17,0.0,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_7,u2_family_000,formal_u2_family_000_r00,train,18,18,0.0,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_8,u2_family_000,formal_u2_family_000_r00,train,19,20,0.01193082332611084,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_9,u2_family_000,formal_u2_family_000_r00,train,21,21,0.0,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_10,u2_family_000,formal_u2_family_000_r00,train,22,22,0.0,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_11,u2_family_000,formal_u2_family_000_r00,train,23,23,0.0,7,1.0,False,False,True,False
best_budget,formal_u2_family_000_r00_best_budget_12,u2_family_000,formal_u2_family_000_r00,train,24,24,0.0,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r00_best_budget_13,u2_family_000,formal_u2_family_000_r00,train,25,25,0.0,8,1.0,False,False,True,False
best_budget,formal_u2_family_000_r01_best_budget_0,u2_family_000,formal_u2_family_000_r01,train,0,1,0.017766237258911133,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r01_best_budget_1,u2_family_000,formal_u2_family_000_r01,train,2,2,0.0,2,1.0,False,False,False,False
best_budget,formal_u2_family_000_r01_best_budget_2,u2_family_000,formal_u2_family_000_r01,train,3,4,-0.004663825035095215,0,1.0,False,False,False,False
best_budget,formal_u2_family_000_r01_best_budget_3,u2_family_000,formal_u2_family_000_r01,train,5,5,0.0,0,1.0,False,False,False,False
