boundary_source,segment_id,root_family_id,episode_id,split,start_t,end_t,segment_return,dominant_gold_event,event_purity,contains_failure,contains_recovery,contains_success,mixed_failure_recovery
best_rule,formal_u2_family_000_r00_best_rule_0,u2_family_000,formal_u2_family_000_r00,train,0,2,-0.23354986310005188,0,0.5,False,False,False,False
best_rule,formal_u2_family_000_r00_best_rule_1,u2_family_000,formal_u2_family_000_r00,train,3,5,-0.005305051803588867,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r00_best_rule_2,u2_family_000,formal_u2_family_000_r00,train,6,15,0.73880934715271,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r00_best_rule_3,u2_family_000,formal_u2_family_000_r00,train,16,18,0.048758476972579956,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r00_best_rule_4,u2_family_000,formal_u2_family_000_r00,train,19,21,0.021194860339164734,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r00_best_rule_5,u2_family_000,formal_u2_family_000_r00,train,22,24,0.10435126721858978,0,1.0,False,False,True,False
best_rule,formal_u2_family_000_r00_best_rule_6,u2_family_000,formal_u2_family_000_r00,train,25,25,0.0,8,1.0,False,False,True,False
best_rule,formal_u2_family_000_r01_best_rule_0,u2_family_000,formal_u2_family_000_r01,train,0,2,-0.22580301761627197,0,0.5,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_1,u2_family_000,formal_u2_family_000_r01,train,3,5,-0.005215704441070557,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_2,u2_family_000,formal_u2_family_000_r01,train,6,10,0.36842435598373413,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_3,u2_family_000,formal_u2_family_000_r01,train,11,16,0.09480512142181396,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_4,u2_family_000,formal_u2_family_000_r01,train,17,19,0.05222703516483307,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_5,u2_family_000,formal_u2_family_000_r01,train,20,22,0.02116347849369049,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r01_best_rule_6,u2_family_000,formal_u2_family_000_r01,train,23,25,0.020903319120407104,7,0.5,False,False,True,False
best_rule,formal_u2_family_000_r02_best_rule_0,u2_family_000,formal_u2_family_000_r02,train,0,2,-0.2206839621067047,0,0.5,False,False,False,False
best_rule,formal_u2_family_000_r02_best_rule_1,u2_family_000,formal_u2_family_000_r02,train,3,5,-0.0036191344261169434,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r02_best_rule_2,u2_family_000,formal_u2_family_000_r02,train,6,16,0.7252215147018433,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r02_best_rule_3,u2_family_000,formal_u2_family_000_r02,train,17,19,0.046452879905700684,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r02_best_rule_4,u2_family_000,formal_u2_family_000_r02,train,20,22,0.022609561681747437,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r02_best_rule_5,u2_family_000,formal_u2_family_000_r02,train,23,25,0.10913810133934021,0,1.0,False,False,True,False
best_rule,formal_u2_family_000_r02_best_rule_6,u2_family_000,formal_u2_family_000_r02,train,26,26,0.0,8,1.0,False,False,True,False
best_rule,formal_u2_family_000_r03_best_rule_0,u2_family_000,formal_u2_family_000_r03,train,0,2,-0.2391831874847412,0,0.5,False,False,False,False
best_rule,formal_u2_family_000_r03_best_rule_1,u2_family_000,formal_u2_family_000_r03,train,3,5,-0.00540006160736084,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r03_best_rule_2,u2_family_000,formal_u2_family_000_r03,train,6,9,0.11868536472320557,0,1.0,False,False,False,False
best_rule,formal_u2_family_000_r03_best_rule_3,u2_family_000,formal_u2_family_000_r03,train,10,16,0.3018723130226135,0,1.0,False,False,False,False
