boundary_source,segment_id,root_family_id,episode_id,split,start_t,end_t,segment_return,dominant_gold_event,event_purity,contains_failure,contains_recovery,contains_success,mixed_failure_recovery
best_causal,formal_u2_family_001_r00_best_causal_2,u2_family_001,formal_u2_family_001_r00,train,3,6,-0.0025091171264648438,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_3,u2_family_001,formal_u2_family_001_r00,train,7,16,0.7219462394714355,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_4,u2_family_001,formal_u2_family_001_r00,train,17,17,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_5,u2_family_001,formal_u2_family_001_r00,train,18,18,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_6,u2_family_001,formal_u2_family_001_r00,train,19,19,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_7,u2_family_001,formal_u2_family_001_r00,train,20,25,0.12651517987251282,0,1.0,False,False,True,False
best_causal,formal_u2_family_001_r00_best_causal_8,u2_family_001,formal_u2_family_001_r00,train,26,26,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r00_best_causal_9,u2_family_001,formal_u2_family_001_r00,train,27,27,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_001_r01_best_causal_0,u2_family_001,formal_u2_family_001_r01,train,0,1,-0.017801880836486816,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_1,u2_family_001,formal_u2_family_001_r01,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_2,u2_family_001,formal_u2_family_001_r01,train,3,3,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_3,u2_family_001,formal_u2_family_001_r01,train,4,6,0.0009311437606811523,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_4,u2_family_001,formal_u2_family_001_r01,train,7,16,0.7825753092765808,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_5,u2_family_001,formal_u2_family_001_r01,train,17,17,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_6,u2_family_001,formal_u2_family_001_r01,train,18,23,0.12222407758235931,0,1.0,False,False,True,False
best_causal,formal_u2_family_001_r01_best_causal_7,u2_family_001,formal_u2_family_001_r01,train,24,24,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r01_best_causal_8,u2_family_001,formal_u2_family_001_r01,train,25,25,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_001_r02_best_causal_0,u2_family_001,formal_u2_family_001_r02,train,0,1,0.004917174577713013,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_1,u2_family_001,formal_u2_family_001_r02,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_2,u2_family_001,formal_u2_family_001_r02,train,3,5,-0.0023832321166992188,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_3,u2_family_001,formal_u2_family_001_r02,train,6,16,0.7761293649673462,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_4,u2_family_001,formal_u2_family_001_r02,train,17,17,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_5,u2_family_001,formal_u2_family_001_r02,train,18,19,0.01463007926940918,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_6,u2_family_001,formal_u2_family_001_r02,train,20,21,0.09205162525177002,0,1.0,False,False,True,False
best_causal,formal_u2_family_001_r02_best_causal_7,u2_family_001,formal_u2_family_001_r02,train,22,22,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r02_best_causal_8,u2_family_001,formal_u2_family_001_r02,train,23,23,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_001_r03_best_causal_0,u2_family_001,formal_u2_family_001_r03,train,0,1,-0.018002212047576904,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_1,u2_family_001,formal_u2_family_001_r03,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_2,u2_family_001,formal_u2_family_001_r03,train,3,3,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_3,u2_family_001,formal_u2_family_001_r03,train,4,4,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_4,u2_family_001,formal_u2_family_001_r03,train,5,5,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_001_r03_best_causal_5,u2_family_001,formal_u2_family_001_r03,train,6,6,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_001_r03_best_causal_6,u2_family_001,formal_u2_family_001_r03,train,7,7,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_7,u2_family_001,formal_u2_family_001_r03,train,8,8,0.0,6,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_8,u2_family_001,formal_u2_family_001_r03,train,9,19,0.21540281176567078,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_9,u2_family_001,formal_u2_family_001_r03,train,20,20,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_10,u2_family_001,formal_u2_family_001_r03,train,21,22,0.014310792088508606,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_11,u2_family_001,formal_u2_family_001_r03,train,23,24,0.10337372124195099,0,1.0,False,False,True,False
best_causal,formal_u2_family_001_r03_best_causal_12,u2_family_001,formal_u2_family_001_r03,train,25,25,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r03_best_causal_13,u2_family_001,formal_u2_family_001_r03,train,26,26,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_001_r04_best_causal_0,u2_family_001,formal_u2_family_001_r04,train,0,1,0.011775076389312744,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_1,u2_family_001,formal_u2_family_001_r04,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_2,u2_family_001,formal_u2_family_001_r04,train,3,3,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_3,u2_family_001,formal_u2_family_001_r04,train,4,4,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_4,u2_family_001,formal_u2_family_001_r04,train,5,5,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_001_r04_best_causal_5,u2_family_001,formal_u2_family_001_r04,train,6,6,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_001_r04_best_causal_6,u2_family_001,formal_u2_family_001_r04,train,7,7,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_7,u2_family_001,formal_u2_family_001_r04,train,8,9,0.06090103089809418,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_8,u2_family_001,formal_u2_family_001_r04,train,10,19,0.18523845076560974,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_9,u2_family_001,formal_u2_family_001_r04,train,20,20,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_10,u2_family_001,formal_u2_family_001_r04,train,21,22,0.011493921279907227,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_11,u2_family_001,formal_u2_family_001_r04,train,23,25,0.11522921919822693,0,1.0,False,False,True,False
best_causal,formal_u2_family_001_r04_best_causal_12,u2_family_001,formal_u2_family_001_r04,train,26,26,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r04_best_causal_13,u2_family_001,formal_u2_family_001_r04,train,27,27,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_001_r05_best_causal_0,u2_family_001,formal_u2_family_001_r05,train,0,1,-0.0015251636505126953,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_1,u2_family_001,formal_u2_family_001_r05,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_2,u2_family_001,formal_u2_family_001_r05,train,3,7,-0.0007488727569580078,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_3,u2_family_001,formal_u2_family_001_r05,train,8,15,0.8018487691879272,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_4,u2_family_001,formal_u2_family_001_r05,train,16,16,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_5,u2_family_001,formal_u2_family_001_r05,train,17,17,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_6,u2_family_001,formal_u2_family_001_r05,train,18,18,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_7,u2_family_001,formal_u2_family_001_r05,train,19,19,0.0,7,1.0,False,False,True,False
best_causal,formal_u2_family_001_r05_best_causal_8,u2_family_001,formal_u2_family_001_r05,train,20,20,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_001_r05_best_causal_9,u2_family_001,formal_u2_family_001_r05,train,21,21,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_002_r00_best_causal_0,u2_family_002,formal_u2_family_002_r00,train,0,1,-0.003622204065322876,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_1,u2_family_002,formal_u2_family_002_r00,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_2,u2_family_002,formal_u2_family_002_r00,train,3,3,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_3,u2_family_002,formal_u2_family_002_r00,train,4,4,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_002_r00_best_causal_4,u2_family_002,formal_u2_family_002_r00,train,5,5,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_002_r00_best_causal_5,u2_family_002,formal_u2_family_002_r00,train,6,6,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_6,u2_family_002,formal_u2_family_002_r00,train,7,7,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_7,u2_family_002,formal_u2_family_002_r00,train,8,8,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_8,u2_family_002,formal_u2_family_002_r00,train,9,9,0.0,6,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_9,u2_family_002,formal_u2_family_002_r00,train,10,20,0.18238350749015808,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_10,u2_family_002,formal_u2_family_002_r00,train,21,21,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_11,u2_family_002,formal_u2_family_002_r00,train,22,22,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_12,u2_family_002,formal_u2_family_002_r00,train,23,24,0.00922982394695282,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_13,u2_family_002,formal_u2_family_002_r00,train,25,25,0.0,7,1.0,False,False,True,False
best_causal,formal_u2_family_002_r00_best_causal_14,u2_family_002,formal_u2_family_002_r00,train,26,26,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r00_best_causal_15,u2_family_002,formal_u2_family_002_r00,train,27,27,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_002_r01_best_causal_0,u2_family_002,formal_u2_family_002_r01,train,0,1,0.005212962627410889,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_1,u2_family_002,formal_u2_family_002_r01,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_2,u2_family_002,formal_u2_family_002_r01,train,3,3,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_3,u2_family_002,formal_u2_family_002_r01,train,4,4,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_002_r01_best_causal_4,u2_family_002,formal_u2_family_002_r01,train,5,5,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_002_r01_best_causal_5,u2_family_002,formal_u2_family_002_r01,train,6,6,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_6,u2_family_002,formal_u2_family_002_r01,train,7,7,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_7,u2_family_002,formal_u2_family_002_r01,train,8,8,0.0,6,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_8,u2_family_002,formal_u2_family_002_r01,train,9,18,0.1906641274690628,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_9,u2_family_002,formal_u2_family_002_r01,train,19,19,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_10,u2_family_002,formal_u2_family_002_r01,train,20,20,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_11,u2_family_002,formal_u2_family_002_r01,train,21,21,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_12,u2_family_002,formal_u2_family_002_r01,train,22,22,0.0,7,1.0,False,False,True,False
best_causal,formal_u2_family_002_r01_best_causal_13,u2_family_002,formal_u2_family_002_r01,train,23,23,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r01_best_causal_14,u2_family_002,formal_u2_family_002_r01,train,24,24,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_002_r02_best_causal_0,u2_family_002,formal_u2_family_002_r02,train,0,1,-0.002349853515625,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_1,u2_family_002,formal_u2_family_002_r02,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_2,u2_family_002,formal_u2_family_002_r02,train,3,3,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_3,u2_family_002,formal_u2_family_002_r02,train,4,4,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_002_r02_best_causal_4,u2_family_002,formal_u2_family_002_r02,train,5,5,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_002_r02_best_causal_5,u2_family_002,formal_u2_family_002_r02,train,6,6,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_6,u2_family_002,formal_u2_family_002_r02,train,7,7,0.0,6,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_7,u2_family_002,formal_u2_family_002_r02,train,8,19,0.15696029365062714,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_8,u2_family_002,formal_u2_family_002_r02,train,20,20,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_9,u2_family_002,formal_u2_family_002_r02,train,21,21,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_10,u2_family_002,formal_u2_family_002_r02,train,22,22,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_11,u2_family_002,formal_u2_family_002_r02,train,23,27,0.13854829967021942,0,1.0,False,False,True,False
best_causal,formal_u2_family_002_r02_best_causal_12,u2_family_002,formal_u2_family_002_r02,train,28,28,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r02_best_causal_13,u2_family_002,formal_u2_family_002_r02,train,29,29,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_002_r03_best_causal_0,u2_family_002,formal_u2_family_002_r03,train,0,1,-0.001653909683227539,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_1,u2_family_002,formal_u2_family_002_r03,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_2,u2_family_002,formal_u2_family_002_r03,train,3,3,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_3,u2_family_002,formal_u2_family_002_r03,train,4,4,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_002_r03_best_causal_4,u2_family_002,formal_u2_family_002_r03,train,5,5,0.0,5,1.0,False,True,False,False
best_causal,formal_u2_family_002_r03_best_causal_5,u2_family_002,formal_u2_family_002_r03,train,6,6,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_6,u2_family_002,formal_u2_family_002_r03,train,7,7,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_7,u2_family_002,formal_u2_family_002_r03,train,8,8,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_8,u2_family_002,formal_u2_family_002_r03,train,9,9,0.0,6,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_9,u2_family_002,formal_u2_family_002_r03,train,10,19,0.1327393800020218,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_10,u2_family_002,formal_u2_family_002_r03,train,20,21,0.018760398030281067,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_11,u2_family_002,formal_u2_family_002_r03,train,22,22,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_12,u2_family_002,formal_u2_family_002_r03,train,23,27,0.13796594738960266,0,1.0,False,False,True,False
best_causal,formal_u2_family_002_r03_best_causal_13,u2_family_002,formal_u2_family_002_r03,train,28,28,0.0,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r03_best_causal_14,u2_family_002,formal_u2_family_002_r03,train,29,29,0.0,8,1.0,False,False,True,False
best_causal,formal_u2_family_002_r04_best_causal_0,u2_family_002,formal_u2_family_002_r04,train,0,1,-0.005333602428436279,0,1.0,False,False,False,False
best_causal,formal_u2_family_002_r04_best_causal_1,u2_family_002,formal_u2_family_002_r04,train,2,2,0.0,2,1.0,False,False,False,False
best_causal,formal_u2_family_002_r04_best_causal_2,u2_family_002,formal_u2_family_002_r04,train,3,3,0.0,3,1.0,True,False,False,False
best_causal,formal_u2_family_002_r04_best_causal_3,u2_family_002,formal_u2_family_002_r04,train,4,4,0.0,4,1.0,False,True,False,False
best_causal,formal_u2_family_002_r04_best_causal_4,u2_family_002,formal_u2_family_002_r04,train,5,5,0.0,5,1.0,False,True,False,False
