config_id,lambda,eta,beta,confidence,oracle_path_normalized_gap,oracle_positive_loop_rate,oracle_loop_return_mean,oracle_loop_return_p95,oracle_stagnation_positive_rate,oracle_terminal_hold_abs_mean,failure_negative_rate,recovery_positive_rate,recovery_cycle_nonpositive_rate,forward_positive_rate,recovery_positive_weight_coverage,success_return_auroc,success_return_spearman,success_minus_failure_return_margin,reward_nonzero_rate,reward_lcb_mean,uncertainty_penalty_mean,fixed_order_score_drop
cfg_094,0.5,0.2,1.5,0.55,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999996870312107,8.601164977195083,1.0,-1.336969139199507,0.035046285100565,0.0
cfg_095,0.5,0.2,1.5,0.7,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999997339264327,8.228884090490055,0.992797118847539,-1.3125117852334915,0.03275708713086151,0.0
cfg_096,1.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.6346153846153846,0.25,not_estimable,0.9999322278239134,0.6031747298936052,0.9795918367346939,0.03710985418503022,0.0,0.0
cfg_097,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.7115384615384616,0.5,not_estimable,0.9999809573215535,1.1276855390104985,0.8775510204081632,0.03139962155033509,0.0,0.0
cfg_098,1.0,0.0,0.5,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.6346153846153846,0.25,not_estimable,-0.8639351482002852,-0.011656191578314434,0.9795918367346939,0.019662078317791345,0.017447775867238894,0.0
cfg_099,1.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.6346153846153846,0.25,not_estimable,0.9998401495656608,0.36503668056206107,0.8775510204081632,0.015761669102115856,0.01563795244821927,0.0
cfg_100,1.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,not_estimable,-0.9999318565092025,-0.626487113050234,0.9795918367346939,0.0022143024505524417,0.03489555173447779,0.0
cfg_101,1.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,not_estimable,-0.9998034103860998,-0.39761217788637543,0.8775510204081632,0.00012371665389659448,0.03127590489643854,0.0
cfg_102,1.0,0.0,1.5,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,not_estimable,-0.9999768620660052,-1.241318034522154,0.9795918367346939,-0.015233473416686464,0.0523433276017167,0.0
cfg_103,1.0,0.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,not_estimable,-0.9999602107852716,-1.160261036334813,0.8775510204081632,-0.01551423579432267,0.04691385734465777,0.0
cfg_104,1.0,0.05,0.0,0.55,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999999910296804,9.859383031850086,1.0,-1.168194199642655,0.0,0.0
cfg_105,1.0,0.05,0.0,0.7,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.25,1.0,0.23076923076923078,0.25,not_estimable,0.9999999917182026,9.243229252720909,0.992797118847539,-1.145300261784537,0.0,0.0
cfg_106,1.0,0.05,0.5,0.55,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999999276070664,9.812425179467681,1.0,-1.1739733281130158,0.017447775867238894,0.0
cfg_107,1.0,0.05,0.5,0.7,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999999330486014,9.177873129388729,0.992797118847539,-1.1508689655596245,0.01563795244821927,0.0
cfg_108,1.0,0.05,1.0,0.55,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999997573766584,9.765467327085247,1.0,-1.1797524565833755,0.03489555173447779,0.0
cfg_109,1.0,0.05,1.0,0.7,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999997966450632,9.112517006056493,0.992797118847539,-1.1564376693347094,0.03127590489643854,0.0
cfg_110,1.0,0.05,1.5,0.55,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999994654172525,9.71849816463353,1.0,-1.1855311751455726,0.0523433276017167,0.0
cfg_111,1.0,0.05,1.5,0.7,0.0,0.0,-2.483333333333334,-2.483333333333334,0.0,0.15000000000000002,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.999999567144124,9.047149572655002,0.992797118847539,-1.1620059632016329,0.04691385734465777,0.0
cfg_112,1.0,0.1,0.0,0.55,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999999629445275,9.559890887017076,1.0,-1.2721167438447762,0.0,0.0
cfg_113,1.0,0.1,0.0,0.7,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.25,1.0,0.23076923076923078,0.25,not_estimable,0.9999999620427115,8.943737107887841,0.992797118847539,-1.2488026379194312,0.0,0.0
cfg_114,1.0,0.1,0.5,0.55,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999999072389245,9.512897407936691,1.0,-1.2766332134371265,0.017447775867238894,0.0
cfg_115,1.0,0.1,0.5,0.7,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999999289495161,8.87834535785774,0.992797118847539,-1.2531086828165083,0.01563795244821927,0.0
cfg_116,1.0,0.1,1.0,0.55,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999998062012699,9.465903928856278,1.0,-1.2811496830294755,0.03489555173447779,0.0
cfg_117,1.0,0.1,1.0,0.7,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999998532783747,8.81295360782758,0.992797118847539,-1.2574147277135828,0.03127590489643854,0.0
cfg_118,1.0,0.1,1.5,0.55,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999996584794969,9.41891044977595,1.0,-1.2856661526218245,0.0523433276017167,0.0
cfg_119,1.0,0.1,1.5,0.7,0.0,0.0,-4.9333333333333345,-4.9333333333333345,0.0,0.30000000000000004,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999997331235452,8.747561857797365,0.992797118847539,-1.261720772610658,0.04691385734465778,0.0
cfg_120,1.0,0.2,0.0,0.55,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999999653750767,8.95974775970808,1.0,-1.3260059982016483,0.0,0.0
cfg_121,1.0,0.2,0.0,0.7,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.25,1.0,0.23076923076923078,0.25,not_estimable,0.9999999692439019,8.343593980578902,0.992797118847539,-1.3018515561418493,0.0,0.0
cfg_122,1.0,0.2,0.5,0.55,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999999129244501,8.912828796279143,1.0,-1.3297551689433114,0.017447775867238894,0.0
cfg_123,1.0,0.2,0.5,0.7,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999999377754137,8.278276746200163,0.992797118847539,-1.3053903021882396,0.015637952448219274,0.0
cfg_124,1.0,0.2,1.0,0.55,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999998134927965,8.86590983285015,1.0,-1.3335043396849742,0.03489555173447779,0.0
cfg_125,1.0,0.2,1.0,0.7,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999998597860997,8.212959511821367,0.992797118847539,-1.3089290482346276,0.03127590489643855,0.0
cfg_126,1.0,0.2,1.5,0.55,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.15384615384615385,0.0,not_estimable,0.9999996655853802,8.818990869421128,1.0,-1.3372535104266372,0.0523433276017167,0.0
cfg_127,1.0,0.2,1.5,0.7,0.0,0.0,-7.7,-7.7,0.0,0.6000000000000001,1.0,0.0,1.0,0.23076923076923078,0.0,not_estimable,0.9999997330414966,8.1476422774426,0.992797118847539,-1.3124677942810163,0.04691385734465778,0.0
