left_out_seed,n_seeds,GRAPH_FULL,TASK_ONLY,GEOM_COUNT_EVENTS,GRAPH_minus_TASK,GRAPH_minus_GEOM
211,7,0.8361467633928571,0.73388671875,0.8415178571428571,0.1022600446428571,-0.00537109375
223,7,0.8547014508928571,0.6278599330357143,0.8186383928571429,0.2268415178571428,0.03606305803571419
227,7,0.83984375,0.6026785714285714,0.80078125,0.2371651785714286,0.0390625
229,7,0.833984375,0.6058175223214286,0.8138950892857143,0.2281668526785714,0.0200892857142857
233,7,0.8342633928571429,0.6130719866071429,0.8284040178571429,0.22119140625,0.005859375
239,7,0.8526785714285714,0.73388671875,0.8588169642857143,0.1187918526785714,-0.006138392857142905
241,7,0.8616071428571429,0.5949358258928571,0.8133370535714286,0.2666713169642858,0.0482700892857143
251,7,0.8445870535714286,0.6250697544642857,0.82421875,0.2195172991071429,0.020368303571428603
