update,fragment_updates,complete,valid_transitions,rollout_n,optimizer_steps,success_episodes,zero_reward_episodes,policy_loss,value_loss,q_loss,total_loss,grad_norm,NaN_n,original_episode_n,absent_episode_n,interaction_seconds,H,actor_episode_discount_weight,dp_rms_all,dk_rms_all,dh_rms_all,residual_rms_all,max_abs_residual,dp_nonzero_rate_all,residual_nonzero_rate_all,dp_nonzero_rate_conditioned,residual_nonzero_rate_conditioned,qualifying_n,mean_duration,median_duration,candidate_count_mean,dp_opportunity_n,dp_nonzero_n,delta_nonzero_n,dp_rate,delta_rate
1,0,True,1024,1024,64,4,32,-0.0008450753957844614,0.0066605304895128725,0.0020080043164375505,0.000697122055669297,0.16711932071484625,0,0,37,1903.7500000006398,23.09999999999752,False,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0,1.8591308593756248,0.05,1.3798828125,0,0,0,N/A,N/A
2,0,True,2048,1024,128,4,32,0.0002332925796508789,1.4630755492083675e-05,0.00014352770954252636,0.00025496072499997524,0.01112121074947936,0,0,37,1954.9500000005933,23.09999999999752,False,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0,0.049999999999999246,0.05,1.0,0,0,0,N/A,N/A
