task_id,scenario,leaked
T_A,empty_gripper,False
T_A,successful_hold,False
T_A,container_open,False
T_A,buffer_role,False
T_A,normal_place_target,False
T_C,empty_gripper,False
T_C,successful_hold,False
T_C,container_open,False
T_C,buffer_role,False
T_C,normal_place_target,False
